	id_tweet	created_at	user_name	text
26	1048046781211312128	2018-10-04 22:06:39	Citytv	#Eskpe @ChrisEvans, se despide de su personaje de Capitán América en la película Avengers donde llevaba 8 años interpretándolo. #CityNoticias https://t.co/8qfgXCblbx
27	1048193602671792128	2018-10-05 07:50:04	gabibenjumea	Soy de U. Pública y mis profesores trabajan por puro amor al arte porque no les pagan. #SOSUniversidadesPúblicas
28	1048201290868772865	2018-10-05 08:20:37	rubenvillamil	Se me ha olvidado querer.
29	1048222160840478725	2018-10-05 09:43:32	jairoaram	Mucho más fuerte que ayer #YoCreoEnMillonarios https://t.co/9zGxYun1ja
30	1048241248782495750	2018-10-05 10:59:23	SraJackD	Uy venga ya no me aguanto mas estas ganas....estas ganas de comer alas con papas francesas
31	1048287009419264001	2018-10-05 14:01:13	ContGanadero	Perú pondrá en marcha programa de sanidad e inocuidad con apoyo del BID: https://t.co/Tx9IhIBg8b https://t.co/JXtDmuC4m7
32	1048287660698226688	2018-10-05 14:03:49	_mambogota	Esta mañana nos acompañaron estudiantes del Colegio Integral y el Colegio Parroquial Santa Isabel de Hungría, con visitas guiadas por nuestra exposición actual 'El arte de la… https://t.co/6rQGjAXMDV
33	1048296437023494144	2018-10-05 14:38:41	BlancaRuizuribe	"""""""""""""""@NCAntioquia @NoticiasCaracol y porque no averiguan primero quienes son esos """"""""""""""""jóvenes"""""""""""""""""""""""""""""""
34	1048299773919485963	2018-10-05 14:51:57	Citytv	#LoÚltimoEnLaCity CONFIRMADO | Tras tocar con éxito en Pasto, Marduk NO se presentará en Bogotá ►https://t.co/pZqhf3aNaS https://t.co/CN191ZHSNv
35	1048300999318933506	2018-10-05 14:56:49	camiloandres74	@AlvaroUribeVel Convoque la marcha Presidente yo lo sigo...
36	1048313365276385280	2018-10-05 15:45:57	SectorMovilidad	Cerca de 3.000 operarios del sistema SITP reciben a esta hora un reconocimiento por sus buenas prácticas en la vía.Desde el primero de enero y hasta el 15 de agosto, demostraron una conducción ejemplar, pues no tuvieron incidentes viales ni multas en su labor.#VisiónCeroBOG https://t.co/ArTdKiqiJt
37	1048328428548710401	2018-10-05 16:45:49	LuzO_	@ANDRES_CANO42 Tiico de las dictaduras
38	1048361928198934531	2018-10-05 18:58:55	oscar_libardo	@ELTIEMPO Como peatón o conductor es claro que los imprudentes son los ciclistas, la campaña debe dirigirse a los ciclistas para que respeten las señales de tránsito.
39	1048374525384114177	2018-10-05 19:48:59	Engativalcaldia	Al ritmo de gaitas los engativeños han cantado, bailado y disfrutado del Festival de Música Tradicional en la Plaza Fundacional Engativá Pueblo. #FestivalesEngativá2018 https://t.co/hhdyB3anPG
40	1048383647945043968	2018-10-05 20:25:14	ritchiram	Lo e bertel es fatal
41	1048421297896808448	2018-10-05 22:54:50	Julianajh07	Se debe tener mucho valor para ser sincero.
42	1048446529848193025	2018-10-06 00:35:06	HSANCHEZ09	🔥🔥🇨🇴💎⚽🥇🏆🔥🔥 en La Concha FC https://t.co/LwUuR8gocJ
43	1048581891358687232	2018-10-06 09:32:59	komandanta	#hablandodepensiones Colpensiones tiene un hueco de 13 billones anuales
44	1048582310587711488	2018-10-06 09:34:39	AngelaPerversa	Aquí @CarlosCortes   les explica mejor: https://t.co/LObDxs3Iqs
45	1048583805622255618	2018-10-06 09:40:35	juancesarroble1	Se debería pensar en sancionar en manuales de Convivencia de Universidades y Colegios a Colados en @TransMilenio como medida de control social @MiguelUribeT @RedMasNoticias @BluRadioCo @Bogota @EnriquePenalosa
46	1048588452810444801	2018-10-06 09:59:03	lisstominea	@retrino @TransMilenio Dios mío que tenemos en la cabeza las mujeres? Para ponerse... una a buscar el man y encontrarlo infraganti, y la otra trankila y relajada dejarse proteger por su príncipe. (La moza)
47	1048589463268540422	2018-10-06 10:03:04	AlejaUrrutiaR	Esa impresión del que se sube al transmilenio un sábado va tibio.
48	1048612691538038784	2018-10-06 11:35:22	Brendamdelga	Buenos días 🤙🏼🤙🏼 https://t.co/vJrRQ9CjqV
49	1048613886344290304	2018-10-06 11:40:07	FelipeRosasM	En 10 minutos el United abajo 0-2.
50	1048625474765815809	2018-10-06 12:26:10	LuisAlf82940568	"""""""""""""""@mluciaramirez TANTO EN VENEZUELA COMO EN COLOMBIA SE VIVEN REALIDADES DOLOROSAS DONDE LA MUERTE SEA DE HAMBRE O A PLOMO NO DEBEN SER LA PATENTE DE CORSO PAR GOBERNAR QUE SE OTORGA A TRAVÉS DEL VOTO MANOSEADO COMPRADO ESPURIO AL PODER MAFIOSO POLÍTICO DE AMBAS """"""""""""""""DEMOCRACIAS"""""""""""""""" https://t.co/8PK8arQPxR"""""""""""""""
51	1048632256254935041	2018-10-06 12:53:07	Marquez1Harold	@mluciaramirez @colfecar @ViceColombia @orozco_angela @infopresidencia @IvanDuque No es un compromiso de ustedes como gobierno cuando apoyan y ratifican corruptos en los puestos públicos y menos cuando sin ellos tener la hoja de vida indicada los colocan a la fuerza, ustedes hablan bonito como en campaña, pero de hechos nada, payasos de circo!
52	1048637044883410944	2018-10-06 13:12:08	juanpenaranda	@Andresegr93 @ANDERSSONGTZ @loquipaz @URosario @ernestocortes28 @TransMilenio Yo no defiendo el hecho de no pagar el pasaje, todo lo contrario, me parece repugnante. Pero siendo objetivos, hacer una denuncia pública por redes sociales por medio de un video no es la forma correcta tampoco.En ese caso debe llamar a la policía o al personal de TM.
53	1048648768097148929	2018-10-06 13:58:43	DonDiegore	Disfrutando del club, menos mal ya pasó la lluvia... https://t.co/cxB007luJH
54	1048688100296286215	2018-10-06 16:35:01	Mao28_16	Podemos andar en transmilenio tranquilamente sin que se suba alguno cantando rap conciencia por que todos están en el Simón Bolívar
55	1048691490296352769	2018-10-06 16:48:29	olparra	@LaOtalora @MariaPauGarcia_ Jajajaa de los mismos creadores.
56	1048701484769189889	2018-10-06 17:28:12	imgranadosr1	@hernandomarti @Mas_Imaginativa @JurisdiccPaz @CorteSupremaJ @CConstitucional @JaimeCastroC @MarcoVelilla SE SUPONE QUE PARA ESO ELEGIMOS A @IvanDuque PERO NADA DE NADA
57	1048773484715958273	2018-10-06 22:14:18	BlueCook94	Lo que hay que leer Sr @lemasaCDLM
58	1048828818948063233	2018-10-07 01:54:11	Isakcadena_	Otro día sin ser Lewis Hamilton
59	1048911882113961984	2018-10-07 07:24:15	HLiinda	"""""""""""""""""""""""""""""""Ya Vendrán Mejores Sonrisas, Mejores Personas, Mejores Momentos Y Mejores Días.""""""""""""""""💙"""""""""""""""
60	1048939274010337280	2018-10-07 09:13:05	JulioHurtadoRo1	@asantosrubino Así será Alejandro.
61	1048952405684097024	2018-10-07 10:05:16	JuankBucaro	@CARLOSFMEJIA @JuanManSantos Ud? Un titere toda la vida?
62	1048970122625409024	2018-10-07 11:15:40	wwewildwarrior	Melina recuerda un incidente que tuvo con Stone Cold https://t.co/mLE5W7GgU0 https://t.co/Tisa8LweTA
63	1048998466985316352	2018-10-07 13:08:18	CatherineCMR	La puse hasta de estado jajajhs.
64	1049024971589214209	2018-10-07 14:53:37	LauraNaoEsta	Como gane Bolsonaro en Brasil se acabó la educación gratuita y de calidad en este país #EleNao 😥
65	1049031193130389504	2018-10-07 15:18:21	mahaveg	TALLER DESPERTAR ESPIRITUALCONTENIDOS:-Karma y reencarnación-Vegetarianismo-Mantras y meditación-Manifestaciones de la divinidad -Períodos y duración del universo-Alma: unidad individual de consciencia... https://t.co/lbAEjhYMxU
66	1049090436504199170	2018-10-07 19:13:45	saracuesta	Buque hospital de EEUU zarpa el #11Oct para atender a refugiados venezolanos -► https://t.co/xU4Hgms79h
67	1049118686123106305	2018-10-07 21:06:01	soydonandres	Un día más, un día menos
68	1049119703950614528	2018-10-07 21:10:03	RazonPublica	La crisis de los buses del SITP #CentrodeInvestigaciones #ObservatoriodeLogística https://t.co/vBGONyplfw https://t.co/aubgdcmGJ5
69	1049266368837799936	2018-10-08 06:52:51	Arepa_Cool	BUENOS DÍAS A quien le provoca un #pabellon LOS ESPERAMOS #arepacoollovers  los esperamos #LUNES  #desayunos #arepasrellenas #empanadas .....  #instagood #instapic #instaquote… https://t.co/N5TDpAQnqV
70	1049287287652200451	2018-10-08 08:15:58	malovi13	@jessicacediel Vive con entusiasmo y fe, pues desde ahora tienes una semana de 7 días para alcanzar sueños, labrar tu tierra y sembrar tu semilla, todo con la compañía permanente de Dios.
71	1049289013851578370	2018-10-08 08:22:50	AnyelyMarinCh	Ayer fui a comer a @homeburgers_ y pues, deli!!
72	1049336209284243458	2018-10-08 11:30:22	MaaAleejandra	Hey... amor... ya nos quiero así.
73	1049394531383304194	2018-10-08 15:22:07	andrescruz14	Esta quincena lo que no me tomé en cerveza me lo tome en Antigripales 😒
74	1049414608312836096	2018-10-08 16:41:54	MarcianaPunk	Estás sufriendo porque sabes que sigue pasando?
75	1049451912440029184	2018-10-08 19:10:08	Citytv	#QuéHacerConLosPresos Según estudio de la Universidad Central, hay 412 personas hacinadas en las URI y estaciones de Policía de Bogotá. En espacios en los que deberían ubicarse 5 personas han llegado a a estar hasta 30. La #HistoriaCentral en #CityNoticias de las 8 p.m. @Citytv. https://t.co/i0wCgjTulm
76	1049471977898090496	2018-10-08 20:29:52	Maicol_CortesFS	"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""pa' asustarlos"""""""""""""""""""""""""""""""" y por ese sustico puede quitarle la vida a una persona o general un accidente, pero el tipo este no sabe que según las normas de tránsito los ciclistas tienen EL DERECHO DE ANDAR POR UN CARRIL.O tan inepto es que no puede dar 1.5 mts de distancia al rebasar 🤔🤔 https://t.co/fqk9jjAu9O"""""""""""""""""""""""""""""""
77	1049480512774053888	2018-10-08 21:03:47	Familiaperine	@menesesdaniela_ Gracias ya nos colaboraron 😊
78	1049607084315201536	2018-10-09 05:26:44	JIPenC	@PensamientosXXI @VargasSilvaMV @TransMilenio @transmisitp @SectorMovilidad @Bogota @PartidoLiberal Lo primero es que no son ideas. La rampa da margen de seguridad frente a unas puertas en general dañadas. Ya ha habido accidentes entre rampa y buses en embarque y desembarques. Quite la rampa y va de la estación al piso. Vea las fotos en hora pico.No es una propuesta seria.
79	1049632236121796608	2018-10-09 07:06:40	KellyMendez31	@somosla92 #ConTodoRespeto no ponga su música sin audífonos en un SITP y en hora pico, gracias  @_CamiloVilla @SylvanaGomez
80	1049633184097415168	2018-10-09 07:10:26	Anaid_Bta	¿Recuerdas cuando te uniste a Twitter? ¡Yo sí! #MiAniversarioDeTwitter https://t.co/oT0e3APO4t
81	1049651284456984577	2018-10-09 08:22:22	danielscasta	Que dolor de cabeza tan hpta.
82	1049685162601209863	2018-10-09 10:36:59	deespacio	"""""""""""""""""""""""""""""""Muchas gracias @TranspGenderLab y @elespectador por el reconocimiento a nuestra actividad """"""""""""""""""""""""""""""""Que tu acoso no nos toque"""""""""""""""""""""""""""""""" que hace parte de una campaña mucho más grande que busca recuperar la cultura ciudadana en @TransMilenio https://t.co/7I3ubnRh2F"""""""""""""""""""""""""""""""
83	1049712807862853634	2018-10-09 12:26:50	ViejasLectoras	@lcvelez @IvanDuque @lafm En serio??!! Que emoción mas grande!!!
84	1049725998168727553	2018-10-09 13:19:15	DayaOrdonezL	La mamá del niño liberado le ha prestado más atención a los medios que al pelao’ 😑🤦🏻‍♀️
85	1049729874489958401	2018-10-09 13:34:39	CARLOSTORRESOR9	Ese miss universo si tiene mucho güevo...
86	1049735087934332929	2018-10-09 13:55:22	lanenadacontemm	Me intimida la pantalla. Prefiero el cuaderno, el lápiz, la hoja en la mano.
87	1049775578126135296	2018-10-09 16:36:16	LuisFerJLio	.@DadepBogota @ALCALDIASUBA11 @EnriquePenalosa ¿Es justo que hayan erradicado vendedores ambulantes en la #AvenidaCali y ahora estos se hayan trasladado a la #AvenidaSuba frente a la estación de @TransMilenio de #LaCampiña en el sector de #LasNavetas? 🤔 https://t.co/tMHW2KFeZq
88	1049799228292255745	2018-10-09 18:10:15	pipera2000	@dmontillah @antamayos Una juetera al año no hace daño
89	1049824752800620546	2018-10-09 19:51:40	carlostobiascu2	@Sarakroft_cam SE LLAMA  LA  ESTUFA RELIQUIA O MAGICA
90	1049992990217920512	2018-10-10 07:00:11	alberto95302143	@SANTAMARIAURIBE @CHATEAUBRIAND15 Dicen, “ las instalaciones de la universidad nacional de BOGOTA están arruinadas” pero como no! Si estos individuos la destruyen a cada rato en sus amotinamientos, me imagino que la mayoría de los que estudia ahí, sus padres no saben qué es pagar una declaración de renta!!!
91	1049994739448209408	2018-10-10 07:07:08	Jeshohaia	Waaahh que cambio taaaan brutal por Dios, es una maravilla de los cambios 🤣😂 https://t.co/bOPUYjDrLE
92	1050008213142294528	2018-10-10 08:00:40	Juancamilobg	Como dijo el sabio y talentoso @DanielSamperO  “Un muchacho educado es un pachito menos”
93	1050027700709146624	2018-10-10 09:18:07	vxsgx_	No te paso, me caes super mal. Sorry.
94	1050076761998921729	2018-10-10 12:33:04	__inefable02	Lizcano en la marcha enviándome audios es un parche completo.😁
95	1050079293336944641	2018-10-10 12:43:07	alejopijao94	@Violencio_Rivas Tal así que por vago no pude ir a la marcha y ese día de marchas ese SENA era un cementerio.
96	1050087909175508992	2018-10-10 13:17:21	londonojesus	@VickyDavilaH Y que ha dicho la Fundación al respecto?
97	1050112450929020928	2018-10-10 14:54:53	juanjrojasortiz	De tanto ahorrar en la educación vamos a terminar millonarios en ignorancia#SOSEducacionPublica #PorNuestraEducación#LaEsperanzaEsLaEducacion
98	1050179297061859329	2018-10-10 19:20:30	PalmSolangel	"""""""""""""""""""""""""""""""Almorzaré"""""""""""""""" (@ Edificio Ventio in Bogotá) https://t.co/PYlSTyAbUm"""""""""""""""
99	1050200461930844160	2018-10-10 20:44:36	__Beltran_	Se parecen a los de Scooby Doo jajsjajaus
100	1050209456695459840	2018-10-10 21:20:21	LauraPinzonL	#yodefiendolauniversidadpública #sosuniversidadespúblicas #laesperanzaeslaeducación en Universidad Nacional de Colombia - Sitio Oficial https://t.co/YaVS7Afa7G
101	1050214934255206400	2018-10-10 21:42:07	edwardnight	#NP Placebo - Centrefoldshttps://t.co/THZvrzE4AbTodo un viaje de sonidos a otra galaxia, una explosión en mi mente.
102	1050229774881185792	2018-10-10 22:41:05	franciardz1	No tengas miedo de expresar lo que sientes porque todo lo que viene del 💗 es auténtico.#viviralmaximo #sentir #disfrutarlavida #expresarte #sentimientos #originalidad #autenticidad… https://t.co/OZ5GhmzRbj
103	1050230120303263745	2018-10-10 22:42:27	sukkitty	Mi papi explicandome el amor: Papi: que es un arco?Yo: una curva? papi:no,es una construcción nacida de la unión de dos debilidades, que juntas forman una fortaleza. Algun dia encontraras a alguien como tu con sus debilidades también y juntos formarán una fortaleza
104	1050367793022025728	2018-10-11 07:49:31	DiazConsuegra	@donborji La reforma de la ley 30 se cayó gracias a la MANE. Pero además, esa idea del resultado para todo es trivial. El hecho de la manifestación multitidinaria en si mismo ya representa mucho. La politica se mueve en diferentes ámbitos.
105	1050372088110952448	2018-10-11 08:06:35	miriamamortegui	Ve, pues, ahora, y escribe esta visión en una tabla delante de ellos, y regístrala en un li…https://t.co/VuMoV7Jh4W
106	1050374561533964289	2018-10-11 08:16:25	IDEAMColombia	Octubre11/2018 #Atención Lluvias persistentes en amplios sectores del país. https://t.co/WP3ZX4K1jY
107	1050382562894499841	2018-10-11 08:48:12	15MinutosCo	¿Por qué no se pueden perder #DistritoSalvaje? La hermosa @marcelamar07 nos lo dijo desde la #AlfombraRoja de lanzamiento de esta increíble producción. 🖐️🖐️ Manito arriba los que no… https://t.co/VKJbeTHm9w
108	1050388137745235970	2018-10-11 09:10:21	jpdc2414112	@Rodrigo_Lara_ @MiguelUribeT Que pena con el papá de @Rodrigo_Lara_ hacer  política decente con argumentos y demostrando  que se puede hacer con sencillez pero sigue con metodología de agresión y no supera el incidente con el guarda de seguridad de la registraduria
109	1050393211309580289	2018-10-11 09:30:31	Tusclicks_col	Más tráfico web o más conversiones ¿en qué invertir tu presupuesto? https://t.co/2SSrgiyQvY https://t.co/0MfCvoIzE9
110	1050404377574420481	2018-10-11 10:14:53	Miguelmartb	El recurso más escaso es el tiempo, por ello el ser humano es más audiovisual. Increíble esta infografia, el 58,7% del tráfico en internet viene del streaming video. Vía @Statista_ES https://t.co/cx6JW7l8Xl
111	1050444248947003392	2018-10-11 12:53:19	rcnradio	Petro responde tras ser increpado por su presencia en la marcha estudiantil https://t.co/VcuqBuOHvd
112	1050499085273374725	2018-10-11 16:31:13	SergioAvilaSADC	¿Cual cree usted que será la final de la Copa Libertadores 2018?
113	1050512239424200704	2018-10-11 17:23:30	edgarAmontenegr	@losoriginales @jaimesancristo @udsnoexisten la semana pasada en el bus que iba se subio un colombiano a vender me parecio curioso porque al transmilenio solo se suben venezolanos a vender ultimamente
114	1050516207579877376	2018-10-11 17:39:16	SalomonJaraba	"""""""""""""""@El__Arracadas @louopina Luego te sale otre con 'y niñes"""""""""""""""""""""""""""""""
115	1050551139161333761	2018-10-11 19:58:04	Danieeelaaa_	Yo debería de borrar ese álbum de  la fotos que tengo con usted .
116	1050561073894617088	2018-10-11 20:37:33	nelcas23	Vamos Roa 🇨🇴🇨🇴🇨🇴
117	1050576261368692738	2018-10-11 21:37:54	Lilangmartin	Está comenzando el lanzamiento del Encuentro de Vallenato Femenino en Bogotá. en MATILDELINA ..Vallenato House.. https://t.co/q04cdT8m1q
118	1050594595224965120	2018-10-11 22:50:45	germanvargas9	Forro de mierda!
119	1050720466669854723	2018-10-12 07:10:55	Tinojaramillo	Recibir insultos por pedir un debate honesto en este tipo de cosas explica en buena parte por qué Colombia aún deja mucho que desear en materia de educación.
120	1050728768321540096	2018-10-12 07:43:54	TropiBogota	Seguimos en #ElTropishow con toda la actitud de viernes desde el Portal de las Américas 😬 somos parte del equipo T porque @TransMilenio se escribe con T de #Tropicana 👍🏻 https://t.co/mHTXRWMWRx
121	1050773871715074048	2018-10-12 10:43:08	Santipnarvaez	Si antes de inventarse el amor, yo ya te estaba amando
122	1050790239063744515	2018-10-12 11:48:10	javitogonzalez	Como orinan las estrellas de la #NBA 😂 https://t.co/eFoTPNjIwe
123	1050794011001270273	2018-10-12 12:03:09	soyRaulCubides	@ActualidadRT Significa poco, un día triste.
124	1050826256349061120	2018-10-12 14:11:17	didiore	@juandiegogalvis @DIRECTVCo Debe ser por el 4k
125	1050847180561498112	2018-10-12 15:34:26	donborji	- Dicen dizque Petro se apropió de la marcha estudiantil.- Ni idea. Ese día estaba muy ocupado y no vi.- Pero usted qué opina?- Nada porque me acabo de enterar.- Ese importaculismo suyo.- Ok. Yo también creo que se la apropió. Contento?- Cómo va a decir eso?*Así son. 😒
126	1050881939106930688	2018-10-12 17:52:33	GobiernoBTA	En el barrio Buenavista, en la localidad de Usaquén, niñas y niños avanzan en la garantía de sus derechos. 👦👧 ¡Somos #LaNuevaBogotá! https://t.co/rtRWQusOhx
127	1050918862521360385	2018-10-12 20:19:16	DannaGiraldo_	Llevo viviéndo sola más de tres meses y mis vecinos (casados y con hijos) han hecho más fiestas que yo en ese tiempo, de hecho han hecho fiestas y yo no 😲😲😲😲
128	1051133529470439424	2018-10-13 10:32:17	LuisAlf82940568	"""""""""""""""@NoticiasCaracol ESTOS MALPARIDOS TERRORISTAS DE LA CORRUPCIÓN CON LA POLÍTICA DEL"""""""""""""""" COSQUILLEO"""""""""""""""" LE """"""""""""""""ESCAMOTEAN"""""""""""""""" AL ERARIO 52 BILLONES DE PESOS ANUALES QUE ALCANZARÍAN PARA HACER DE NUESTRAS UNIVERSIDADES UN EMPORIO DEL CONOCIMIENTO DE EXCELENTES CALIDADES https://t.co/huSD3umzS1"""""""""""""""
129	1051140230940643328	2018-10-13 10:58:54	NestorAlvarez62	@elespectador Totalmente de acuerdo, en las calles y parques los ve uno sentados con frío, sin baños, ocupando espacio público y empresarios cotizando en bolsa haciéndose millonarios.tecnología más pobreza da servicios para explotación  y esclavizacion
130	1051145841866629121	2018-10-13 11:21:12	JulitoRodrigez1	@salvo_ruiz Y los kiwis
131	1051154266696687619	2018-10-13 11:54:41	Kathydouglasss	Me ha gustado un vídeo de @YouTube (https://t.co/SkhtqoHiDD - Rompe salsa choque).
132	1051176938952450051	2018-10-13 13:24:46	wwwivanpallares	Cableado público en Colombia es tóxico visual de alto riesgo. A regular urgente https://t.co/2gVnRACuQO
133	1051193483875274752	2018-10-13 14:30:31	Re_desconfiada	@stopandnothing Peldón mana 😥
134	1051285697246744577	2018-10-13 20:36:56	Bibiprieto	@MultiplazaBta como le dejan a uno esta nota, sin saber quién va en el auto.Es un atropello. https://t.co/62evVoWBHR
135	1051295735038320652	2018-10-13 21:16:50	FelipeeCarrillo	"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Es un mal clima, no un mal día"""""""""""""""""""""""""""""""", me dijo."""""""""""""""""""""""""""""""
136	1051319758359007237	2018-10-13 22:52:17	failpixel	@LZerOTe vi que fuiste a un concierto de bad bunny
137	1051345109541900288	2018-10-14 00:33:01	BetovilladiegoG	Haber dormido toda la tarde me tiene despierto a esta hora.
138	1051352001341210625	2018-10-14 01:00:24	sitpbogota	Ruta SITP 505: Fontibon Chapinero, Servicio Urbano Kasandra- El Nogal - subete al #SITP https://t.co/AdY8P1cA1o
139	1051422262581182465	2018-10-14 05:39:36	CCar142659	@TransitoBta empresa la orteguna  WMZ952 No 1811 con sobre cupo,menores de edad en paso de salida de emergencia.
140	1051520538143789057	2018-10-14 12:10:07	Citytv	#CityNoticiasFDS 400 familias de Brisas del Volador, en Ciudad Bolívar, se reúnen con la administración distrital para buscar la legalización del barrio. Durante el año, se han reconocido 12 nuevas zonas así en toda la ciudad.
141	1051522846290272256	2018-10-14 12:19:17	D_PatryV	Ay que calor ay que calor 🎵 🎶 https://t.co/WfzphBbYdS
142	1051548307493965824	2018-10-14 14:00:27	rcnradio	Otro fatal accidente por una selfie, mujer cayó desde un piso 27 en Panamá https://t.co/pkCU2aNQJG
143	1051586894482563072	2018-10-14 16:33:47	NANACHAGU	Buenísimo este artículo.https://t.co/g3CN0lGn2v
144	1051635642684329984	2018-10-14 19:47:30	PabloPardoC_	@PocoTrino Deje de ser goloso.Vaya al DM
