	id_tweet	created_at	user_name	text
5822	1,0623654053758E+018	2018-11-13 10:23:45	AndresDiazBe	@CarlosCarrilloA @dhidalgo65 @TransMilenio @metrodesantiago Sea serio Carlos. La  satisfacción de los usuarios de buses tradicionales no es porque sean mejores sino porque:1. No tienen que caminar hasta un paradero2. Son más baratos3. Pueden pagar sin tarjeta y pedir descuento si entran por la puerta trasera4. Van desocupados
38431	1,07470274208042E+018	2018-12-17 11:27:55	AndresDiazBe	@ingeniero0013 @MiguelSandova1_ @arttesano @TransMilenio Que no obstante es muchísima plata y la cifra está dentro de lo normal. Esta será la troncal más costosa que se va a construir y, reitero, ese precio incluye soterrar cables en 170 cuadras,,4 puentes, un viaducto en la 72, etc.
5852	1,05956601652991E+018	2018-11-05 16:59:58	AndresF83385136	@SantiagoRiber10 @NataliaTrd El q dejo el peor hueco fiscal fue el gobierno de uribe mire quien dejo mas endeudado el pais a quien y despues si hable incapacitado mental x3
5858	1,0741958064991E+018	2018-12-16 01:53:32	AndresFelipeLP	Que ganas de verdad de volver al 2011, cuando toda la mierda de mi vida actual comenzó. Haría todo muy diferente, y tal vez así, no estaría en el hueco lleno de mierda y depresión en el que vivo actualmente.
5862	1,05726549139433E+018	2018-10-30 08:38:30	AndresGaitan6	Por favor ayúdenme señores @TransMilenio con la solicitud. https://t.co/CwKS2aN1gc
5886	1,07569522107636E+018	2018-12-20 05:11:40	AndresYesidRuiz	@felixforero1 @TransMilenio @EnriquePenalosa Y que no se le haga raro que de despedida, el otro año suba el pasaje
5892	1,06540175512986E+018	2018-11-21 19:29:07	Andres_Rios14	@ELTIEMPO Lograron Un Acuerdo.?Eso Quiere Decir Que No Había 5 De Necesidad, Que Si Tal Hueco Fiscal No Existe, Y Que Solo Querían Ponernos A Pagar Coimas Políticas...Una Belleza El Dr Porcino
5910	1,06287302124391E+018	2018-11-14 20:00:50	AndresortizG12	@IvanDuque @MinHacienda @MinTransporteCo @EnriquePenalosa @TransMilenio Coma mierda se necesitaba la financiación para el metro. Más contaminación
5921	1,06612905930915E+018	2018-11-23 19:39:10	Andrjurado	"""""""""""""""Esto es mestra de lo """"""""""""""""visionario"""""""""""""""" que resulta ser @EnriquePenalosa . @Transmilenio es tan democrático que lo empuja el mismísimo pueblo. https://t.co/JAl95RRjQZ"""""""""""""""
5922	1,06402554374878E+018	2018-11-18 00:20:32	AndrsLeonardo2	13*Los que tenemos la enorme fortuna de no tener que coger TransMilenio. https://t.co/6qL774Bfe8
5947	1,0694057835935E+018	2018-12-02 20:39:42	AndrsValencia9	#ElCampoSeIlumina este 7 de diciembre, porque en un #CampoConEmprendimiento brilla también la equidad. Prográmese para ese día, presenciar la puesta en marcha de una herramienta vital para el desarrollo rural. https://t.co/fr6HEmp1Jy
6004	1,05477491901433E+018	2018-10-23 11:41:52	Angelapinzon	Siga la entrevista de @MaFeRojas vía 1400 AM en @emisoramariana explicando las observaciones a la licitación de Transmilenio por la 7a sígala también por Facebook live ??https://t.co/Z7QWTLIKBa https://t.co/6mfgsnBgGs
6017	1,05486881081622E+018	2018-10-23 17:54:57	Angeliqueruffo	@egocadavid @julitroescovar Todo lo que te dicen es cierto, derechos de petición, etc. Pero termina siendo un proceso muy largo y desgastante. Igual no vas a poder hacer trámites de tránsito mientras tengas eso vigente. Triste pero cierto ?��???�
6021	1,05879939981867E+018	2018-11-03 14:13:43	AngeloZk	@EnriquePenalosa @TransMilenio Pelmazo que no piensa en el bienestar común, ni ahora ni para tiempos venideros... Pelmazo!!
38452	1,06493028788755E+018	2018-11-20 12:15:40	Angie021_	@palmaradio @petrogustavo Apoyo los ideales de Petro y soy capaz de aceptar que en realidad la imagen sí está mal referenciada, pero sí es verdad que en Francia han salido decenas de personas a bloquear el tráfico como gesto de desaprobación por las políticas del gobierno, es mensaje está bien dirigido.
38455	1,07051506063053E+018	2018-12-05 22:07:34	AngieZamudioo	Llego Diciembre y su tráfico de mierda.
6043	1,0587238404556E+018	2018-11-03 09:13:28	AnibalPalominoV	@EnriquePenalosa Muy bien todo eso Dr. Peñalosa, pero tengo una pregunta: ¿Cuando y cómo van a controlar los colados? De nada sirve tener buses nuevos, ampliar las estaciones si esta plaga de colados nos sigue robando a todos. cc: @TransMilenio @PoliciaBogota
6058	1,06105144102714E+018	2018-11-09 19:22:31	Anngelesfalcon	Terrible choque recién en la esquina y yo replanteandome si bajo a chusmear o me quedo en casa con el aire en 16
38466	1,0574242202029E+018	2018-10-30 19:09:14	AntoBogota	@Luladita Y llevarse como 10 años de diferencia con los hermanos... accidente a la vista. https://t.co/yaHr9o51eP
6091	1,05663849066921E+018	2018-10-28 15:07:02	Anversoimagen	#UnificacionPeriodos???? El Congreso no puede cambiar las reglas del juego sobre la marcha, o modificar a su antojo los mandatos de autoridades que han sido elegidas con anterioridad.  Por @yannbasset  https://t.co/pqOIf5Ce1K  vía @RazonPublica https://t.co/co9QwXx6Be
6151	1,06778950642905E+018	2018-11-28 09:37:11	ArqHernanOsorio	"""""""""""""""@SuPresenciaRdio @TransMilenio A propósito de la moto, precisamente uno de los argumentos de compra es el del individualismo, """"""""""""""""esto es mío y es solo para mí"""""""""""""""" y hasta tienen razón, pero cuando """"""""""""""""van por donde quieren porque así lo dispone su voluntad ??"""""""""""""""" entonces afectan la movilidad."""""""""""""""
6256	1,07814377857639E+018	2018-12-26 23:21:22	AurelioArturo15	@YaoMedinaMar Toca ser muy HP en la vida... para cometer ese atropello. Qué mamá ni qué mierda.
6324	1,07473097108854E+018	2018-12-17 13:20:05	BIBIANAJC	@LaTanaOriginal Si! Yo hago eso ??. Es más, alisto la@ropa del día siguiente pensando en el pronóstico del clima.
38526	1,07109735147599E+018	2018-12-07 12:41:23	BKRAgustiniano	@joseclopa Don José le hago una pregunta.En lugar de establecer los cambios de aceite en un motor de autos por kilómetros recorridos no debería hacerse por horas de trabajo como en la maquinaria agrícola? En el tráfico se los ve trabajando sin avanzar un metro. Gracias. Saludos!
35069	1,07113538780705E+018	2018-12-07 15:12:31	BajaAlcurnia	Es completamente ridícula la propuestaLa evasión aumentó en cuanto el pasaje aumentó a 2300! Están poniendo a la gente a escoger entre comer y transportarse cuando debería ser un servicio de carácter universal y no elitista @CarlosCarrilloA @MafeCarrascalhttps://t.co/57cBdJG4wa
38551	1,07901970832463E+018	2018-12-29 09:22:00	Bogota	En 2018, junto al Instituto de Protección Animal entregamos el Centro de Fauna Silvestre, para la atención de 500 especies silvestres, víctimas del tráfico y la tenencia ilegal.???????? #BogotáSinCarreta2018 https://t.co/54fcx5j9oc
35089	1,05945886873503E+018	2018-11-05 09:54:12	Bogota	El modelo se ha instalado en 61 vehículos que comprenden las rutas 59 A en 12 móviles, C27 en 22, 12 en el servicio 552 y 15 en la ruta 56 A.https://t.co/9gk1DuR2tv
6495	1,04719953697891E+018	2018-10-02 14:00:00	Bogota	#NoOlvides ?? que las rutas alimentadoras 2-11 Andalucía y 13-13 Resurrección ?? ajustaron sus recorridos para que más usuarios se vean beneficiados.https://t.co/KTvshvAliv
6624	1,05470004833071E+018	2018-10-23 06:44:21	BogotaET	Alcaldía de Bogotá espera abrir la licitación para TransMilenio por la séptima a finales de este año. https://t.co/4Sz3iYzlR6 #InfoBogotaET
6682	1,07217668843443E+018	2018-12-10 12:10:17	BogotaET	Con la licitación de buses de TransMilenio, 1.152 buses viejos salen de circulación. ¿A dónde van a parar? https://t.co/s6ZZCXhAuq
35096	1,07219690155715E+018	2018-12-10 13:30:36	BogotaET	#InfoBogotáET Arranca a operar el carril preferencial para el #SITP en la avenida Boyacá. Esto es lo que se espera: https://t.co/BEn3O7rAQd
6739	1,07541043216316E+018	2018-12-19 10:20:01	BogotaInter_nal	El experto Jeff Speck habla sobre la implementación del sistema de transporte como el @TransMilenio y el uso de la bicicleta como referente bogotano para el mundo #BogotáInternacional https://t.co/kDm3N2UUqu
7280	1,0609970809305E+018	2018-11-09 15:46:31	CABLENOTICIAS	EN RESUMEN: Así fue la jornada de marchas a nivel nacional https://t.co/rnUHqKeX39 vía @CABLENOTICIAS
7141	1,0658927134872E+018	2018-11-23 04:00:00	CABLENOTICIAS	Bolivia inicia investigación del accidente del avión de Peruvian Airlines https://t.co/GCLXq61ZdQ https://t.co/BiDvNiWghh
7160	1,07787164353447E+018	2018-12-26 05:20:00	CABLENOTICIAS	Cierran el teleférico de Monserrate tras accidente que dejó 28 personas heridas  https://t.co/A48Z0tcGO5 https://t.co/huzxdmRf9a
7138	1,07333208985092E+018	2018-12-13 16:41:26	CABLENOTICIAS	Así avanzan por la Avenida Caracas las marchas estudiantiles hacia el centro de Bogotá https://t.co/E8tRjVl2pa https://t.co/fE2twXNaQR
7178	1,06444316319502E+018	2018-11-19 04:00:01	CABLENOTICIAS	Discusión de Transmilenio por la 7ma terminó en pelea incluso con Policía https://t.co/vRlM1koDaN https://t.co/P3z3V3JYs2
38634	1,07446231792298E+018	2018-12-16 19:32:33	CABLENOTICIAS	Maniobra muy arriesgada por poco ocasiona un accidente en plena vía (VIDEO) https://t.co/W5ZEwQphHU https://t.co/kP4QBA7GAW
38649	1,04785654336084E+018	2018-10-04 09:30:42	CGCardozo	@arodriguezzb Sabes hasta cuándo escucharon a los muchachos ? Si aleja hasta después de salir y volver mierda el tráfico las paredes la ciudad fue un caos y ahí sí fueron escuchados y se logró algo, no digo que siempre tenga que ser así pero...
7418	1,07212794011101E+018	2018-12-10 08:56:34	CMILANOTICIA	Decretan tres días de duelo en #Calima (#ElDarién) por accidente que dejó nueve muertos https://t.co/LgeDieDhAM https://t.co/UEUaUSs6RO
7454	1,069648382657E+018	2018-12-03 12:43:42	CONCEJALCELIO	Aquí se ve reflejado el espíritu de la Administración de @EnriquePenalosa es más importante un Parqueadero del @Sitp de @TransMilenioQue un Jardín Infantil para más de 200 menores y una cancha de #Fútbol que los aleja del vicio. #QueTalEsto @NoticiasUno https://t.co/NBgfO4ASBK
7528	1,06217638200703E+018	2018-11-12 21:52:38	CamiiOG	ayuden a una ELF quitan sufrió un accidente https://t.co/wlIajgES4r
7552	1,0556261245863E+018	2018-10-25 20:04:15	CamiloCyG	Cada vez que escucho el segundo minuto de Choque vs Aczino se me pone la piel de gallina, igual que el primer momento que lo conocí. La base; el contenido; la pasión... Lo tiene todo.
7610	1,05659523469042E+018	2018-10-28 12:15:09	Camilochaparro_	Choque esos CINCO..... gol del Barcelona... Arturo Vidal de cabeza!!!! Gol después de un baile impresionante.... (Entretanto Cristiano Ronaldo ríe desde Turín y Messi celebra desde la tribuna.)
38696	1,07120420450773E+018	2018-12-07 19:45:59	CanalCapital	Aumento de controles en las vías para evitar accidentes de tránsito #CapitalNoticias ??#ENVIVO ??https://t.co/sBCMnhmPXY
7939	1,06015112825856E+018	2018-11-07 07:45:00	CanalCapital	Se espera que con una nueva licitación lleguen a Bogotá nuevos buses del SITP. ???????????????? en #DespiertaBogotá ??https://t.co/nfTtRDfqDU
7725	1,04754528213996E+018	2018-10-03 12:53:52	CanalCapital	¡Heroínas! Estas dos agentes de tránsito lograron frustrar un atraco en un restaurante de la localidad de Suba ??EN VIVO #CapitalNoticias https://t.co/bnSx0JGXcm
7996	1,07295455169369E+018	2018-12-12 15:41:14	CanalCapital	La licitación de @TransMilenio por la 7a., ya está disponible. Más de 183 personas están revisando los pliegos y esperamos a los mejores constructores del país: Yaneth Mantilla @idubogota ??EN VIVO https://t.co/Q4GzOAzkpk
7984	1,0591658876625E+018	2018-11-04 14:30:00	CanalCapital	Se inicia el plan piloto que incluye la instalación de torniquetes reforzados en 61 buses azules ??ttps://t.co/r1uPWXGDXR
7679	1,05239376514547E+018	2018-10-16 22:00:00	CanalCapital	¡No sea así, pague su pasaje! ??Evadirlo genera situaciones como esta, las cuales se han convertido en el pan de cada día de los vigilantes y funcionarios que trabajan en las estaciones de @TransMilenio ??https://t.co/pdn5Qr8OTT
7738	1,06715352004486E+018	2018-11-26 15:30:00	CanalCapital	¡Ojo! Desde hoy, quince rutas del SITP realizan cambios en sus horarios ??https://t.co/7vwgbfScs8
8111	1,07036606898682E+018	2018-12-05 12:15:31	CanalCapital	TransMillenials, jóvenes promoviendo el buen uso del TransMilenio ??EN VIVO #CapitalNoticias https://t.co/pTOXZEKpR2
7910	1,07339289281793E+018	2018-12-13 20:43:02	CanalCapital	Algunos en el Concejo votaron en contra de un proyecto anticolados de TransMilenio porque creen que colarse en el sistema no es ilegal: @luciabastidasu #OpinaBogotá https://t.co/wOc4qhsYil
8207	1,06323409037005E+018	2018-11-15 19:55:35	Carlaaash	La policía es tan valiente que le cuesta perseguir a las bandas criminales que azotan Transmilenio.
38725	1,07137191320373E+018	2018-12-08 06:52:23	Carlaaash	@fjpeced19 @BogotaLogica Es un bus de TM varado, y la vía exclusiva es bastante respetada. Es más, TM hace uso de las vías que son para carros y buses del SITP cuando ocurren problemas, afectando la movilidad. He visto como la prioridad es TM, y no Bogotá en sí.
8253	1,05881142601236E+018	2018-11-03 15:01:30	CarlosCarrilloA	"""""""""""""""?? El """"""""""""""""trencito cañero"""""""""""""""" de Peñalosa es el peor metro posible, un mini metro que no opaque a su bienamado @TransMilenio.????????¡Gracias a @URosarioRadio por la invitación!Vean el debate completo en este enlace. ????ttps://t.co/RZ9vNdrsfo https://t.co/K7TWs4aOkv"""""""""""""""
8310	1,07320160652143E+018	2018-12-13 08:02:56	CarlosCarrilloA	Gran revelación de @EnriquePenalosa en @BluRadioCo: cuando estuvo en la administración de su conjunto (Lindaraja en Suba) hizo aprobar un alimentador de @TransMilenio privado pagado por el conjunto, jajaja. ?��?�� ?��
8280	1,07573570147862E+018	2018-12-20 07:52:32	CarlosCarrilloA	Mientras tanto en @Bogota el vendedor de buses que tenemos por alcalde piensa despilfarrar US$10.000 en @TransMilenio, para salvar a los bogotanos de ir todos los días bajo tierra ??omo ratas??¡Pobre Bogotá!?? Cc: @navarrowolff, @ClaudiaLopez, @angelamrobledo, @HOLLMANMORRIS. https://t.co/wKjKJTIWIF
35165	1,04762212956134E+018	2018-10-03 17:59:14	Carolozano1930	45 min esperando el servicio T13 en la séptima de SITP! Ese es el magnífico servicio de @transmisitp y así sin respetar el cliente,pasando los días subiendo tarifas y haciendo lo que se les dé la gana con la gente !!! @EnriquePenalosa GRACIAS por el peor servicio de transporte
38755	1,06087851543067E+018	2018-11-09 07:55:22	CasTatiana	#SOSElGallo  Auxilio, me desmayó, este tráfico está muy macho, quiero ir a toreros y prisioneros porfis @gacelacardona
8522	1,07507144155987E+018	2018-12-18 11:53:00	Cesarhmondragon	@angelamrobledo También le pido que haga no un minuto de silencio, si no un acto de perdón por mis familiares muertos por los tiros de gracia de la guerrilla, indefensos y no estaban en marchas ni alterando el orden público.
8527	1,0587504906731E+018	2018-11-03 10:59:22	ChMedina	Además @EnriquePenalosa: - Quiere destruir la séptima.- Comprar muchos nuevos buses de transmilenio todos contaminantes. - Quiere ponerle concreto a una reserva natural.- Es un chiste andante y nuestro honorable alcalde.
8534	1,06069049484453E+018	2018-11-08 19:28:15	ChapineroET	Doce estaciones de TransMilenio cerradas por marchas estudiantiles https://t.co/UlhYvospVZ vía @eltiempo
38818	1,07506592214921E+018	2018-12-18 11:31:04	Ciatranco	@Patrici48305260 Saludos! Sí tienes algún inconveniente con comparendos de transito ingresa a nuestro curso pedagógico en normas viales y adquiere, por beneficio de ley, un 50% de descuento en el valor de tu comparendo. Agenda tu curso en la sede mas cercana:  https://t.co/yQA1H6MvlM
2847	1,06307997647867E+018	2018-11-15 09:43:12	Citytv	#Eskpe Nos acompaña @JUANSE_QUINTERO en #ArribaBogotá. El artista presenta su sencillo 'Me Trama', cuyo video fue rodado en Bogotá bajo la dirección de Albertini ?�� https://t.co/l1Q38qxfIc
242	1,04695347696465E+018	2018-10-01 21:42:15	Citytv	#Atención Hace unos minutos fue enviado a la cárcel Luis Francisco Perdomo, director de La Picota, investigado por sobornos a varios de los reclusos #TuMundoHoy
3493	1,04722762695E+018	2018-10-02 15:51:37	Citytv	¡Suplantaron su identidad y ahora tiene 20 vehículos a su nombre, además, fotomultas en tres ciudades distintas!  El peligro de extraviar los documentos #CityNoticiasMD https://t.co/6i3yldcOZP
4172	1,05565887321705E+018	2018-10-25 22:14:23	Citytv	#Eskpe Empezó la feria internacional de arte de Bogotá hasta el 28 de octubre en @CorferiasBogota. ¡Un espacio de intercambio cultural! #CityNoticias https://t.co/k65gpfMRCi
3650	1,07910485755289E+018	2018-12-29 15:00:21	Citytv	¡Seguimos #AlAire! #BugsBunny llega con una serenata para celebrar la compañía de nuestros queridos televidentes. ?nase a Bugs y su combo de los Looney Tunes para divertirse con sus locas aventuras. ¡Bienvenidos a #ChaoPapás en @Citytv?��! https://t.co/wz1TIJhUTn
2547	1,04910221350584E+018	2018-10-07 20:00:33	Citytv	¡Buenas noches! Todas las noticias de Bogotá y Colombia las encuentra en #CityNoticiasFDS. Bienvenidos a nuestra emisión de las 8 p.m. Estamos #AlAire en @Citytv https://t.co/2vYq8EsJIF
4072	1,07378656096808E+018	2018-12-14 22:47:20	Citytv	#CityNoticias ¿Qué sigue ahora? Estas fueron las reacciones generadas por el acuerdo entre el Gobierno y los estudiantes. https://t.co/8MpaOA3YTj
3012	1,0573276841314E+018	2018-10-30 12:45:38	Citytv	#CityDeportes Colombia presente en el Mundial de Futsalón, el campeonato será del 17 al 26 de noviembre. #CityNoticiasMD https://t.co/5QHll8k28b
3803	1,07338352805694E+018	2018-12-13 20:05:50	Citytv	#CityNoticias Avanza una nueva edición del ciclovía nocturna en Bogotá, en medio del caos vial que se vive en por lo menos siete corredores de la capital #CityEnBici https://t.co/AAq6go8tFJ
424	1,06256818357874E+018	2018-11-13 23:49:31	Citytv	#QuéRicoElOcio Le presentamos a Ramiro Beltrán, quien hace 2 años tuvo la idea de crear una máscara antipolución para evitar que los ciclistas absorban la contaminación de la ciudad. ?????�???? #TuMundoHoy https://t.co/GoT1pk1YCZ
3194	1,05478411579345E+018	2018-10-23 12:18:24	Citytv	#CityNoticiasMD Maestros de los 42 municipios del Valle del Cauca ya se encuentran marchando en las calles. Entre sus peticiones está la mejoría de las condiciones de la atención en salud del gremio. https://t.co/gQhX9Yu1sI
3836	1,0672606165434E+018	2018-11-26 22:35:34	Citytv	#CityNoticias Desde enero será obligatorio realizar el trámite del SOAT de manera virtual https://t.co/LE5pmW9RoV
3602	1,06830867113696E+018	2018-11-29 20:00:10	Citytv	¡Bienvenidos! Estamos #AlAire en #CityNoticias con todos los dhechos importantes #PorTodaBogotá. Presenta @jnietoblanco en @Citytv https://t.co/F0wNvx6QLe
2822	1,04804678121131E+018	2018-10-04 22:06:39	Citytv	#Eskpe @ChrisEvans, se despide de su personaje de Capitán América en la película Avengers donde llevaba 8 años interpretándolo. #CityNoticias https://t.co/8qfgXCblbx
2057	1,06565392915182E+018	2018-11-22 12:11:10	Citytv	Autoridades investigan robo de un camión en el Alto de Rosas. Delincuentes se habrían disfrazado de agentes de policía #CityNoticiasMD https://t.co/LkMzmX5TVR
3270	1,07580212076129E+018	2018-12-20 12:16:27	Citytv	#CityNoticiasMD ??En la temporada navideña es común que aumente el consumo de licor, sin embargo, hay algunas recomendaciones para evitar problemas de salud. Comer bien es una de ellas. https://t.co/r3FcFWi8fV
3834	1,06541301457957E+018	2018-11-21 20:13:51	Citytv	#CityNoticias Delincuentes en motocicletas interceptaron un vehículo en la entrada de un edificio del barrio Santa Bárbara Occidental. Sería la misma banda implicada en un robo en Cedritos https://t.co/LtZ052wcpD
1347	1,06938830611748E+018	2018-12-02 19:30:15	Citytv	Acompañe a Darío Restrepo a descubrir historias de superación, de vida, de logros, de llantos y de risas en #HistoriasDeLaGente. Estamos #AlAire en @Citytv, #TuMundoAquí https://t.co/q0JpbVfvk9
4269	1,05527670631816E+018	2018-10-24 20:55:47	Citytv	#ReporteroCiudadano ¡Lo logramos! El hueco que durante meses causó trancones y accidentes en Suba-Rincón fue tapado por la empresa de Acueducto y Alcantarillado de Bogotá. #CityNoticias https://t.co/40LIu2QkVm
623	1,07848220506689E+018	2018-12-27 21:46:09	Citytv	#TuMundoHoy ??Esta mañana se presentó una nueva inundación en el @BOG_ELDORADO. Durante la reparación de una red contra incendios en uno de los locales comerciales, un contratista accidentalmente intervino una tubería, lo que ocasionó la filtración de agua. https://t.co/6mUe1wPyrL
1830	1,06303393391338E+018	2018-11-15 06:40:14	Citytv	Familia del hombre linchado en Bogotá por un supuesto hurto, dio su versión de los hechos. Indican que todo sucedió por un cruce de palabras. Piden justicia. #ArribaBogotá https://t.co/Xp2rndWXaR
8739	1,06980617724726E+018	2018-12-03 23:10:43	Citytv	#ReporteroCiudadano en #CityNoticias. ¡Lo logramos! La Empresa de Acueducto y Alcantarillado tapó el hueco en el que los vecinos de barrio Sorrento habían hecho una cancha de tejo. Este afectaba la movilidad. https://t.co/ur8VBEIV3w
2618	1,06167104833513E+018	2018-11-11 12:24:37	Citytv	#CityDeportes Clásico bogotano en el Campím: Un @MillosFCoficial eliminado recibe a @SantaFe, que se aferra a las matemáticas para clasificar en la Liga.  #CityNoticiasFDS
4212	1,06614357754849E+018	2018-11-23 20:36:51	Citytv	#HistoriaCentral Aunque existen mecanismos de protección como tapabocas con filtros, estos no evitan la aspiración de partículas dañinas  #CityNoticias https://t.co/AbwOV6o7Ge
1749	1,06214929517496E+018	2018-11-12 20:05:00	Citytv	#CityNoticiasFDS En Balacera terminó un procedimiento de la Policía en el barrio Santa Marta de Usme. Los enfrentamientos dejaron ocho personas heridas. Investigan si ocurrió un presunto abuso de autoridad.
15	1,05056747420535E+018	2018-10-11 21:02:59	Citytv	Ya estamos #AlAire en #TuMundoHoy con las claves de la información nacional e internacional. Dirige y conduce @claudiapalacios, en @Citytv. https://t.co/dCav0UHSuX
2907	1,06617551657367E+018	2018-11-23 22:43:46	Citytv	Este fin de semana se realiza en el país el primer torneo amateur de artes marciales mixtas #CityDeportes https://t.co/4CcZ1JZrWw
2109	1,07727092375616E+018	2018-12-24 13:32:57	Citytv	RT @Citytv: #DePelícula Así fue arrastrado un hombre por 6 cuadras sobre el capó de un vehículo al evitar que delincuentes le hurtaran vari?
8718	1,0585184090408E+018	2018-11-02 19:37:09	Citytv	#Lo?ltimoEnLaCity Adjudicada licitación para nuevos buses de @TransMilenio  ??https://t.co/suMJxOpAKR https://t.co/GZnP6I6QGF
470	1,06616297610797E+018	2018-11-23 21:53:56	Citytv	En septiembre se pondrá en funcionamiento el que será el puente más largo de Colombia.  Se trata de la estructura Yatí-Bodega, en el departamento de Bolívar #TuMundoHoy https://t.co/9ydap4HYnh
3045	1,06022206153945E+018	2018-11-07 12:26:52	Citytv	#CityLeCuenta ??Se están realizando obras sobre la avenida Boyacá con calle 26. El carril rápido estará cerrado en el costado oriente-occidente. #CityNoticiasMD https://t.co/GPag38yRQm
