	id_tweet	created_at	user_name	text	clean	label
19	1059862762019536897	2018-11-06 12:39:08	RedapBogota	alguien que confirme nos dicen de sobre calle 80 con autopista subiendo hacia el Oriente exactamente en Los Héroes Está bastante complicado para los de la autopista los que van a coger la carrera 15 o la avenida Caracas hacia el sur por choque entre camioneta y taxi	alguien confirmar callar     autopista subir orientar exactamente héroe complicar autopista a coger carrera     o avenir caracas sur chocar camioneta y taxi	1
20	1052212411766169600	2018-10-16 09:59:22	RedapBogota	la AV Boyacá con avenida Villavicencio en sentido oriente - occidente  chocan una motocicleta y un taxila calle 99 con carrera 9 A chocan dos vehículos particulares la calle 80 con carrera 98 en sentido occidente - oriente chocan un bus del SITP, una volqueta y una motocicleta	av boyacá avenir villavicencio sentir orientar    occidente   chocar motocicleta y taxila callar     carrera    a chocar vehículo particular callar     carrera     sentir occidente    orientar chocar bus sitp   volqueta y motocicleta	1
21	1059776574667530240	2018-11-06 06:56:39	RedapBogota	AV BOYACÁ X CLL 64 SUR N-S: Se presenta incidente vial entre dos particulares.	av boyacá x cll     sur n segundo   presentar incidente vial particular	1
22	1050344532892631041	2018-10-11 06:17:05	RedapBogota	Avenida de Las Américas congestionada sentido occidente Oriente desde el sector de la carrera 56 hasta el cruce con la avenida de la esperanza donde hay  un choque	avenir américas congestionar sentir occidente orientar sector carrera     cruzar avenir esperanzar   chocar	1
23	1065930262431834113	2018-11-23 06:29:13	RedapBogota	la Calle 13 está presentando con gestión de la carrera 100 a la carrera 89 en el sentido occidente Oriente hay un choque reportado en la carrera 96B	callar     presentar gestión carrera      a carrera     sentir occidente orientar chocar reportar carrera    b	1
24	1059874451867815936	2018-11-06 13:25:35	RedapBogota	Carrera 80 por calle 46 Sur en la Agoberto Mejía necesitan ambulancia y tránsito, para motera lesionada @TransitoPolicia @BogotaTransito @SectorMovilidad @SectorSalud	carrera     callar     sur agoberto mejía necesitar ambulancia y tránsito   motero lesionar        	1
25	1063041129485099008	2018-11-15 07:08:50	RedapBogota	CL 80 X CRA 110  OR-OC: Se presenta incidente vial  entre dos particulares. Se asigna unidad de tránsito.	centilitro     x cra       or oc   presentar incidente vial   particular   asignar unidad tránsito	1
26	1062778091314036736	2018-11-14 13:43:37	RedapBogota	choque entre particular y camión en la carrera 11 con calle 82, sentido norte- sur.	chocar particular y camión carrera     callar      sentir norte   sur	1
27	1068149361169838080	2018-11-29 09:27:07	RedapBogota	choque reportado en la avenida ciudad de villavicencio x  calle 60 Sur sentido Sur Norte	chocar reportar avenir ciudad villavicencio x   callar     sur sentir sur norte	1
28	1058386900443168768	2018-11-02 10:54:35	RedapBogota	Choque simple entre   bus  y camión ‍ en la carrera  68 con calle 11, sentido sur - norte.	chocar simple    bus   y camión    carrera      callar      sentir sur    norte	1
29	1058701413147123713	2018-11-03 07:44:21	RedapBogota	Choque simple entre  Bus  y camioneta   ‍en la Avenida suba con calle 85 , sentido occidente - oriente.Se gestiona tránsito.	chocar simple   bus   y camioneta     avenir subir callar       sentir occidente    orientar gestionar tránsito	1
30	1065771508956610565	2018-11-22 19:58:23	RedapBogota	Choque simple entre  bus  y un motociclista ‍ en la carrera  15 con calle 11 sur.	chocar simple   bus   y motociclista    carrera      callar     sur	1
31	1075008430115557376	2018-12-18 07:42:37	RedapBogota	Choque simple entre  camión  y vehículo particular , en la Av. Cali con calle 13 d, sentido sur-norte.	chocar simple   camión   y vehículo particular    av   cali callar     d   sentir sur norte	1
32	1069933950779441153	2018-12-04 07:38:26	RedapBogota	Choque simple entre  dos particulares  ‍ en la Av Cali con calle 65, sentido sur-norte.	chocar simple   particular     av cali callar      sentir sur norte	1
33	1060152039039254529	2018-11-07 07:48:37	RedapBogota	Choque simple entre  particular  y motocicleta  en la Av Circunvalar con calle 7,  sentido sur-norte.Se  gestionó tránsito.	chocar simple   particular   y motocicleta   av circunvalar callar      sentir sur norte   gestionar tránsito	1
34	1055957589996003328	2018-10-26 18:01:22	RedapBogota	Choque simple entre  particular  y motociclista  ‍ en la calle 80 con carrera 68, sentido oriente - occidente.	chocar simple   particular   y motociclista     callar     carrera      sentir orientar    occidente	1
35	1072863447379935233	2018-12-12 09:39:13	RedapBogota	Choque simple entre vehículo particular y motociclista , en la Av. Suba con Carrera 114 a, sentido oc-or.	chocar simple vehículo particular y motociclista    av   subir carrera      a   sentir oc or	1
36	1049254570688430081	2018-10-08 06:05:58	RedapBogota	Incidente vial entre 2 particulares en la Autonorte con calle 195, sentido norte - sur.	incidente vial    particular autonorte callar       sentir norte    sur	1
37	1047262465376092167	2018-10-02 18:10:03	RedapBogota	Incidentes viales sobre la Av NQS: ✔Incidente entre particular y camioneta a la altura de la calle 63 (S-N)✔Incidente entre taxi y bus a la altura de la calle 86 (N-S)	incidente vial av nqs    incidente particular y camioneta a altura callar      segundo n   incidente taxi y bus a altura callar      n segundo	1
38	1059776454710476800	2018-11-06 06:56:11	RedapBogota	Incidente vial entre camioneta  y camión ‍ en la Av. Cali con calle 14, sentido norte- sur.	incidente vial camioneta   y camión    av   cali callar      sentir norte   sur	1
39	1059776280353296385	2018-11-06 06:55:29	RedapBogota	Incidente vial entre dos motocicletas ‍ en la Av. Cali con calle 11A, sentido sur- norte.	incidente vial motocicleta    av   cali callar    a   sentir sur   norte	1
40	1062676691678621698	2018-11-14 07:00:41	RedapBogota	Incidente vial entre un particular  y un camión  en la Av. P. Mayo con carrera 24F, sentido occidente - oriente.Incidente vial entre un particular  y un bus  en la calle 13 con carrera 50, sentido occidente - oriente.	incidente vial particular   y camión   av   página   mayar carrera    f   sentir occidente    orientar incidente vial particular   y bus   callar     carrera      sentir occidente    orientar	1
41	1059776491209310210	2018-11-06 06:56:19	RedapBogota	Incidente vial entre particular  y motocicleta en la Av. Villavicencio con carrera 74, sentido occidente- oriente.	incidente vial particular   y motocicleta av   villavicencio carrera      sentir occidente   orientar	1
42	1059776325412667392	2018-11-06 06:55:40	RedapBogota	Incidente vial entre particular  y tractocamion ‍ en la calle  6D con carrera 87, sentido occidente- oriente.	incidente vial particular   y tractocamion    callar    d carrera      sentir occidente   orientar	1
43	1068483990531784704	2018-11-30 07:36:49	RedapBogota	Incidente vial entre dos particulares en la Av. Boyacá con calle 9, sentido sur - norte.	incidente vial particular av   boyacá callar     sentir sur    norte	1
44	1059776406857678848	2018-11-06 06:55:59	RedapBogota	Incidente vial se presenta caída de motocicleta ‍  en la Av. Boyaca con calle 116, sentido sur - norte.	incidente vial presentar caer motocicleta     av   boyaca callar       sentir sur    norte	1
45	1047262504244666368	2018-10-02 18:10:12	RedapBogota	Se presenta volcamiento de bus escolar en la Av Caracas con Autopista al Llano. Unidad de tránsito y ambulancias en el punto.	presentar volcamiento bus escolar av caracas autopista llano   unidad tránsito y ambulancia punto	1
46	1049287489872175104	2018-10-08 08:16:47	RedapBogota	Reporte de transito EVENTualidadeS EN VÍA colision  entre van  y bus  en la Calle 63 con transversal 85, sentido occ - ori.colision entre taxi  y motociclista en la Autonorte con calle 137, sentido norte - sur.	reportar transitar even tualidades vía colision     y bus   callar     transversal      sentir occ    ori colision taxi   y motociclista autonorte callar       sentir norte    sur	1
47	1052204657639153664	2018-10-16 09:28:34	RedapBogota	Reporte de transitoBLOQUEOS EN VÍAPor la autopista Norte con calle 104 en sentido norte - sur frente a las instalaciones de la clínica Jorge Piñeros, personal médico adelanta bloqueos intermitentes	reportar transitobloqueos vía autopista norte callar      sentir norte    sur frente a instalación clínico jorge piñeros   personal médico adelantar bloqueo intermitente	1
48	1050723669801136129	2018-10-12 07:23:39	RedapBogota	Reporte de transitoEVENTUALIDADES EN VÍAen la carrera 7 con calle 49 en sentido sur - norte un motociclista se causa autolesionesen la avenida Boyacá con avenida La Esperanza en sentido sur - norte chocan dos motocicletas, una persona lesionada	reportar transitoeventualidades víaen carrera    callar     sentir sur    norte motociclista causar autolesionesen avenir boyacá avenir esperanzar sentir sur    norte chocar motocicleta   personar lesionar	1
49	1049254556394311680	2018-10-08 06:05:55	RedapBogota	Reporte de tránsito 06:00 amIncidente vial entre particular y bus en la Av. Villavicencio con calle 115 sur, sentido sur - norte.Incidente vial entre particular y ciclista en la Av Américas con carrera  73, sentido occidente -oriente.	reportar tránsito        am incidente vial particular y bus av   villavicencio callar      sur   sentir sur    norte incidente vial particular y ciclista av américas carrera       sentir occidente   orientar	1
50	1054705307925004288	2018-10-23 07:05:15	RedapBogota	Reporte de tránsitoEVENTOS EN VÍA CON IMPACTO en la avenida Boyacá con calle 7 A en sentido Sur norte chocan un bus del SITP y un taxien la avenida de Las Américas con calle 69 B en sentido occidente - oriente chocan un camión y un vehículo particular	reportar tránsitoeventos vía impactar avenir boyacá callar    a sentir sur norte chocar bus sitp y taxien avenir américas callar     b sentir occidente    orientar chocar camión y vehículo particular	1
51	1054723162179543040	2018-10-23 08:16:12	RedapBogota	Reporte de tránsitoEVENTUALIDADES EN VÍA CON IMPACTO en la avenida  Caracas con calle 45 en sentido norte - sur chocan un vehículo particular y una motocicletaen la avenida Primero de Mayo con calle 40 B Sur en sentido occidente - oriente una motocicleta choca con un taxi	reportar tránsitoeventualidades vía impactar avenir   caracas callar     sentir norte    sur chocar vehículo particular y motocicletaen avenir mayar callar     b sur sentir occidente    orientar motocicleta chocar taxi	1
52	1050348814190735360	2018-10-11 06:34:06	RedapBogota	Reporte de tránsitoEVENTUALIDADES EN VÍAen la avenida Ciudad de Cali con calle 66 en sentido norte - sur chocan un bus de servicio especial y una motocicleta, una persona lesionadaen la avenida Boyacá con calle 39 B Sur en sentido sur - norte chocan dos vehículos particulares	reportar tránsitoeventualidades víaen avenir ciudad cali callar     sentir norte    sur chocar bus servicio especial y motocicleta   personar lesionadaen avenir boyacá callar     b sur sentir sur    norte chocar vehículo particular	1
53	1068517833401745408	2018-11-30 09:51:18	RedapBogota	Se solicita limpieza por escombros caídos con las lluvias Avenida circunvalar trasversal primera a la altura del Parque Nacional asimismo en la entrada desde la circunvalar en el sentido Sur a coger la carrera quinta @BomberosBogota @IDIGER @SectorMovilidad @Bogota	solicitar limpieza escombro caído lluvia avenir circunvalar trasversal a altura parque nacional asimismo entrar circunvalar sentir sur a coger carrera quinto        	1
54	1062300575667228672	2018-11-13 06:06:08	RedapBogota	Buenos dias trafico pesado en la av boyaca entre la 116 y la 127 sentido sur norte, Ciclista muerto por accidente.	traficar pesar av boyaca      y      sentir sur norte   ciclista morir accidentar	1
55	1050702245753442304	2018-10-12 05:58:31	Reporteropablo	Aparatoso accidente de tránsito en la carrera 10 con calle 27 sur. Un camión de basura y un taxi chocaron. Ambos vehículos permanecen en la vía lo que genera fuertes trancones en el sector #ArribaBogotá @Citytv https://t.co/uGTKsxjZgK	aparatoso accidentar tránsito carrera     callar     sur   camión basura y taxi chocar   vehículo permanecer vía generar fuerte trancones sector   bogotá    	1
56	1067089191257948161	2018-11-26 11:14:23	SectorMovilidad	@NoticiasBta ¡Hola! A la altura de la carrera 94 sentido oriente occidente se presentó un incidente entre un tractocamión y un peatón. Ya está asignada la unidad de tránsito para solucionar los problemas de movilidad generados.	    hola   a altura carrera     sentir orientar occidente presentar incidente tractocamión y peatón   asignar unidad tránsito solucionar problema movilidad generar	1
57	1076471474964312065	2018-12-22 08:36:14	SectorMovilidad	@Enrique81275398 Hola Enrique, nuestro Centro de Gestión nos informa sobre un incidente vial entre vehículos particulares a la altura de la calle 10B, sentido sur - norte. A la hora es la única novedad reportada. Feliz día	   hola enrique   centrar gestión informar incidente vial vehículo particular a altura callar    b   sentir sur    norte   a hora único novedad reportar   feliz	1
58	1072183741559246853	2018-12-10 12:38:18	SectorMovilidad	@javier7dc Hola Javier, tenemos un incidente vial a la altura de la calle 83, donde se involucran dos vehículos particulares y dos motos. @TransitoBta en el punto. Feliz día.	   hola javier   incidente vial a altura callar      involucrar vehículo particular y moto     punto   feliz	1
59	1072865407155879937	2018-12-12 09:47:00	SectorMovilidad	@LuciaMontero Hola Lucia, nos reportan un incidente vial a la altura de la calle 45. Feliz día	   hola lucio   reportar incidente vial a altura callar      feliz	1
60	1073374529286754310	2018-12-13 19:30:04	Sneyder9107	De nuevo #transmilenio bloqueado a la altura de la estación Banderas sentido oriente - occidente. Gracias al alcalde improvisador por sus medidas inoportunas en estas época...	  transmilenio bloquear a altura estación bandera sentir orientar    occidente   gracia alcalde improvisador medir inoportuno época   	1
61	1062896025600430083	2018-11-14 21:32:14	dabernalsa	Buenas tardes. Estas son las vías que se espera sean las más afectadas en las marchas convocadas para mañana:* Carrera 10 en sentido norte – sur.* Carrera 7 en sentido norte – sur.* Carrera 30 en sentido sur – norte.* Avenida Caracas en sentidos norte – sur.	tarde   vía esperar afectar marchar convocar mañana    carrera     sentir norte    sur    carrera    sentir norte    sur    carrera     sentir sur    norte    avenir caracas sentir norte    sur	1
62	1047186800333258753	2018-10-02 13:09:23	florangelah	💥  Incidente vial entre particular 🚘 y 2 taxis 🚖 en la carrera  7 con calle 26, sentido sur - norte. https://t.co/EuwoSmLt5D	    incidente vial particular    y    taxi    carrera     callar      sentir sur    norte   	1
63	1075805741045440513	2018-12-20 12:30:50	idubogota	Trabajamos en las noches para reparar las vías. En la Av. Calle 80 desde la Carrera 85ª hasta la Transversal 88c rehabilitamos la calzada de @TransMilenio en el sentido oriente occidente. https://t.co/oTQzk6OaDZ	noche reparar vía   av   callar     carrera      transversal    c rehabilitar calzar    sentir orientar occidente   	1
64	1057784818463846406	2018-10-31 19:02:08	jogureto	Igual si vas por la carrera 30 sentido norte sur, desde no se donde, hay represamiento o trancon de articulados, estoy frente a @CalimaBogotaCC  Y el.G22 lleva quieto 20 minutos detrás se muuuuuuchos articulados @periodispublico @PublimetroCol https://t.co/10MKVnxGXw	ir carrera     sentir norte sur     represamiento o trancon articular   frente a     y gramo    quieto     minuto muuuuuuchos articular      	1
65	1065232252664205312	2018-11-21 08:15:34	lafm	📚✏️ #MarchaEstudiantil La marcha va por la Carrera 30 con Avenida Américas y hay un #Transmilenio varado, esto complica la movilidad por la Troncal NQS sentido sur norte. https://t.co/3pHtxKITGc    #MePasoALaFM https://t.co/6UxKYRnTTO	      marchar estudiantil marchar carrera     avenir américas y   transmilenio varar   complicar movilidad troncal nqs sentir sur norte         pasoa lafm  	1
66	1050701353826291712	2018-10-12 05:54:58	lafm	🔴⚠️#LoÚltimo Dos personas heridas luego de choque entre un camión recolector de basuras y un taxi en la Carrera 10 con Calle 27 sur https://t.co/gycWur0A4b #MePasoALaFM https://t.co/DAkG3UZig9	     loúltimo personar herir chocar camión recolector basura y taxi carrera     callar     sur     pasoa lafm  	1
67	1078451180836143106	2018-12-27 19:42:52	manolitosalazar	Reportan choque múltiple con lesionados en la Av Cali con Calle 40 Sur, sentido norte-sur. Hay invasión del carril troncal por parte de vehículos que deben ir por el mixto.En el hecho están involucrados un bus zonal que se desplazaba con grúa y un motociclista.	reportar chocar múltiple lesionar av cali callar     sur   sentir norte sur   invasión carril troncal vehículo mixto involucrar bus zonal desplazar grúa y motociclista	1
68	1074100589288665088	2018-12-15 19:35:10	natorunner	@SectorMovilidad ......además del tráfico de sábado, un camión de star box parado haciendo promoción en la carrera 14 con calle 81.... que tal esto https://t.co/eAW5iPBaUO	         tráfico sábado   camión star box parar promoción carrera     callar          	1
69	1049395406323556352	2018-10-08 15:25:36	optika	Ruta z7, bus z10-4124 , sentido norte sur por la 127 en este momento, conduce a alta velocidad y no para a recoger a los pasajeros! Tomar correctivos , el tipo parece loco al volante @TransMilenio @transmisitp @utransmilenio @transmisitp @SITPAyuda @sitpbogota @USITPOficial	ruta z    bus z           sentir norte sur        conducir a alto velocidad y a recoger a pasajero   tomar correctivo    tipo loco volante              	1
70	1050724915425566720	2018-10-12 07:28:36	rcnradio	#RCNRadio | En Bogotá dos personas heridas tras choque entre un carro recolector de basuras y un taxi en la calle 27 sur con carrera 10, la estación de Transmilenio Country Sur fue cerradahttps://t.co/lX8lIfXtNd https://t.co/7RCg3W3QuF	  rcn radiar    bogotá personar herir chocar carro recolector basura y taxi callar     sur carrera      estación transmilenio country sur    	1
71	1075181929874436097	2018-12-18 19:12:02	retioBOG	Gracias sres. del por los huecos que se han tapado en la calle 13 sentido oriente - occidente. —@andreshrr_186 https://t.co/xY5GMhKXoo	gracia sres   hueco tapar callar     sentir orientar    occidente          	1
72	1047450565284958210	2018-10-03 06:37:30	zuzupasaludar	@BogotaTransito @TransitoBta En av ciudad de cali con calle 67 (caño) sentido norte sur una motocicleta caída x carro particular gris choque simple.  Acabo de pasar X ahí.	     av ciudad cali callar      caño   sentir norte sur motocicleta caer x carro particular gris chocar simple    acabar pasar x	1
73	1055090973665939456	2018-10-24 08:37:45	BOG_ELDORADO	En este momento (8:30 a.m.) se vive una alta congestión vehicular en la Calle 26 sentido occidente-oriente por la lluvias y obras que se realizan en la vía. Te recomendamos salir con más tiempo de anticipación para cumplir con tu programa de vuelo. #Comparte https://t.co/TdWh8C4uGt	       a metro    vivir alto congestión vehicular callar     sentir occidente orientar lluvia y obrar realizar vía   recomendar salir anticipación cumplir programar volar    compartir  	1
74	1070651221583818752	2018-12-06 07:08:37	BallesterosLeo	@ArribaBogota obtuvo un revelador video sobre el fatídico accidente en la calle 26. Una camioneta blindada que transportaba valores arrolló a cinco personas quitándole la vida a una de ellas. El video es clave para la Policía @TransitoBta @SectorMovilidad @Citytv #Noctámbulo https://t.co/z94dPmuEEU	   obtener revelador video fatídico accidentar callar      camioneta blindar transportar valorar arrollar a personar quitándole vida a   video clavar policía         noctámbulo  	1
75	1074765083191009285	2018-12-17 15:35:38	BogotaseMueve	Bus del SITP se incendió en la Av. 68 con calle 65 sentido norte - sur. Foto: Andrés Martínez. https://t.co/cPYCM1ibFY	bus sitp incendiar av      callar     sentir norte    sur   foto   andrés martínez   	1
76	1078269264476418049	2018-12-27 07:40:00	BogotaseMueve	Tránsito lento saliendo de la ciudad por la Autosur sector Chusacá por accidente fatal. Estructura cayó sobre motociclista. Foto: Hercont Fabiancho. https://t.co/b4PDtJRAF9	tránsito lento salir ciudad autosur sector chusacá accidentar fatal   estructurar caer motociclista   foto   hercont fabiancho   	1
77	1070396478022135814	2018-12-05 14:16:22	CABLENOTICIAS	Grave accidente en la calle 26 en Bogotá deja un muerto https://t.co/JZyyULG2do https://t.co/lzBbuLdPvp	gravar accidentar callar     bogotá dejar morir    	1
78	1073811948691709953	2018-12-15 00:28:13	CIVICOSBOG	A esta hora nuestras unidades atienden dos accidentes ocurridos en la Av. Boyaca por 170, donde uno de los accidentes es un atropellamiento de una persona en bicicleta y el otro incidente… https://t.co/QAWKyrw3L6	a hora unidad atender accidente ocurrir av   boyaca       accidente atropellamiento personar bicicleta y incidente   	1
79	1066252143781384193	2018-11-24 03:48:15	CIVICOSBOG	A esta hora nuestras unidades se encuentran en la autopista norte por 100. Donde se presenta un choque entre un vehículo particular y un vehículo de servicio público, por fortuna no… https://t.co/GEc4fGzMAe	a hora unidad encontrar autopista norte       presentar chocar vehículo particular y vehículo servicio público   fortuna   	1
80	1066203076254679040	2018-11-24 00:33:17	CIVICOSBOG	En la calle 63 Por 24 se presenta un accidente donde se ven involucrados un vehículo de servicio público y una motocicleta. Tres personas resultaron lesionadas; nuestras unidades en el… https://t.co/GwPDDYWg5z	callar         presentar accidentar ver involucrar vehículo servicio público y motocicleta   personar resultar lesionar   unidad   	1
81	1069041713799471106	2018-12-01 20:33:01	CIVICOSBOG	Esta madrugada se presentó un accidente en la Av suba por boyaca debajo del puente; una vez más nuestras unidades llegaron al lugar para poder brindar apoyo. PROTEGER Y SERVIR!!! https://t.co/fz5rFh0DkM	madrugar presentar accidentar av subir boyaca puente   unidad llegar brindar apoyar   proteger y servir     	1
82	1073833514146050048	2018-12-15 01:53:55	CIVICOSBOG	Nuestras unidades se encuentran en la calle 67 por 19 en un accidente entre un vehículo particular y una motocicleta; conductor de la motocicleta resulta lesionado. https://t.co/0XfJppTDlG	unidad encontrar callar         accidentar vehículo particular y motocicleta   conductor motocicleta resultar lesionar   	1
83	1068089507596120065	2018-11-29 05:29:17	CanalCapital	#ATENCIÓN A esta hora se presenta un grave accidente en la Autopista Norte con calle 116 sentido sur -norte que involucra una tractomula. Según reporte de les autoridades no hay heridos. ⚠️Antes de salir de casa es mejor que planee su viaje y tome vías alternas⚠️ https://t.co/y4VZRpFcut	  atención a hora presentar gravar accidentar autopista norte callar      sentir sur   norte involucrar tractomula   reportar autoridad herir     salir casar planear viajar y tomar vía alterno    	1
84	1067881703216156672	2018-11-28 15:43:32	CanalCapital	#ATENCIÓN Fuertes choques en la Av 1º de Mayo con Av Villavicencio. El ESMAD dispersó a un grupo de encapuchados que arrojaron piedras y bombas molotov contra las autoridades → https://t.co/iAaqypCG16	  atención fuerte choque av     mayar av villavicencio   esmad dispersar a grupo encapuchar arrojar piedra y bombo molotov autoridad    	1
85	1063179106395844613	2018-11-15 16:17:06	CanalCapital	Información en tiempo real: fue habilitado el paso vehicular en la autopista Norte con calle 100, luego de que los manifestantes se aglomeraran en la vía ⏩⏩https://t.co/bwvuPZ5XPm	información real   habilitar pasar vehicular autopista norte callar       manifestante aglomerar vía    	1
86	1057056203635941382	2018-10-29 18:46:52	ColombiaFlash	Accidente en la Troncal de Occidente deja heridos leves :...https://t.co/7HgHNyxIrT	accidentar troncal occidente dejar herir leve      	1
87	1050894799195258881	2018-10-12 18:43:39	ColombiaFlash	Camión de basura protagonizó accidente múltiple en el sur de #Bogotá :...https://t.co/ZVXdIbCI6H	camión basura protagonizar accidentar múltiple sur   bogotá      	1
88	1068477786296369152	2018-11-30 07:12:10	ConcesionCCFC	A la hora se presenta accidente con ciclista fallecido en el sector de Fontibón, evento que ocasiona congestión vehicular en nuestra vía concesionada.	a hora presentar accidentar ciclista fallecer sector fontibón   evento ocasionar congestión vehicular vía concesionada	1
