id_tweet	text	no	none	si
1063343507790802945	Incidente vial entre motocicleta 🏍️ y un peatón🚶🏽en la calle 17 Sur con carrera  29, sentido occidente - oriente. Unidad de 👮TransitoBta y 🚑 asignadas.	0	0	3
1072145963530235904	Incidente vial entre bus 🚍 y un camión 🚛 en la Autonorte con calle 190, sentido norte- sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1060644098800058374	Incidente vial entre bus 🚌 y ciclista y un ‍🚴🏽‍  en la Carrera 85 I con calle 38 sur, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1058414675321339904	Incidente vial entre particular 🚘 y motociclista 🏍‍ en la calle 68 con carrera 79, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1072478671859003396	Incidente vial entre dos particulares 🚘‍ en la carrera  7 con calle 87, sentido norte - sur. Unidad de 👮 TransitoBta asignada.	0	0	3
1062416964751183873	Incidente vial entre dos particulares 🚘 y un taxi 🚖 en la carrera  9 con calle 86, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1071827732919668737	Incidente vial entre dos particulares 🚘‍ en la calle 26 con carrera 59, sentido oriente - occidente.Unidad de 👮 TransitoBta asignada.	0	0	3
1073727835519504384	Incidente vial entre  particular  🚘 y un camión  🚚‍ en la Autonorte con calle 94 , sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1061990141999366144	Incidente vial entre un particular 🚘 y un motociclista 🏍 en la Autonorte con calle 129, sentido norte- sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1070662018884083713	Incidente vial entre dos vehículos particulares 🚗, en la Calle 26 sur con carrera 27.Unidad de 👮 @TransitoBta asignada.	0	0	3
1070227673534906368	Incidente vial entre dos particulares 🚘‍ en la carrera  116 con calle 17 B.Unidad de 👮 TransitoBta asignada.	0	0	3
1063406467913535489	Incidente vial entre dos particulares  🚘‍ en la Av.  Cali con calle 26Unidad de 👮 TransitoBta asignada.	0	0	3
1060303617268371456	Incidente vial entre particulares🚘en la calle 10 sur con carrera 12A, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1064523221838499840	Incidente vial entre bus 🚌 y motociclista 🏍‍ en la Av 1 de Mayo con carrera  3 Este, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1050018194365341698	💥  Incidente vial entre 🚘 particular y motociclista 🏍 en la carrera 72 con calle 64Unidad de 👮 TransitoBta asignada.	0	0	3
1070062042571268096	Incidente vial entre dos particulares 🚘‍ en la calle 65 F con carrera 78.Unidad de 👮 @TransitoBta asignada.	0	0	3
1075148093237145600	Incidente vial entre 2 particulares  🚘‍ en la carrera  18 con calle 19 A, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1072212008290918400	Incidente vial entre  dos particulares 🚘‍ en la Autonorte con calle 152, sentido norte - sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1048624424075837446	@IvanDuque Presidente,  ayer como todos los dias se presento un accidente en la via Zipaquira /Ubate dejo dos muertos, requerimos la doble calzada,  las víctimas son el diario vivir de esta provincia https://t.co/a5kbFvgqmw	0	0	3
1065155679449681920	Incidente vial entre dos particulares 🚘‍ en la carrera  113 con Av. Dorado, sentido occidente - oriente.Unidad de 👮 TransitoBta asignada.	0	0	3
1065372746929111040	Incidente vial entre particular 🚘 y un 🚖‍ en la Autonorte con calle 93, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1052973103876321282	💥  Incidente vial entre particular 🚘 y camión 🚚 en la calle 146 con carrera 14 B.Unidad de 👮 @TransitoBta asignada.	0	0	3
1078311659863724034	Incidente vial caída de motociclista 🏍️en  la carrera  105 con calle 72, sentido sur- norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1065372414903836672	🚧: Se presenta caída de motociclista 🏍️ en la calle 5 con carrera  71, sentido occidente - oriente . Unidades de  tránsito @TransitoBta 👮 en el punto.	0	0	3
1048581501120663553	💥  Incidente vial entre  taxi 🚖 y motociclista 🏍 en la calle 26  con carrera 100, sentido occidente-oriente.Unidad de 👮 TransitoBta gestionada.	0	0	3
1052992444265111552	💥  Incidente vial entre peatón 🚶🏽 ‍y motociclista ‍🏍 en la Av Caracas con calle 2, santido S-N Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1076121657079750656	Accidente de bus intermunicipal en el suroccidente de #Cali deja un saldo de nueve heridos https://t.co/6hVxqShL8y	0	0	3
1051475805409284097	💥  Incidente vial entre particular 🚘 y un peatón🚶🏽‍ en la Av. Caracas con calle 11, sentido norte - sur. Unidad de 👮TransitoBta y 🚑 asignadas.	0	0	3
1074632156260024320	Incidente vial entre particular 🚙 y un bus 🚍‍ en la Autonorte con calle 135, sentido norte - sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1067383186605441025	Incidente vial entre particulares 🚘 ‍ en la calle 80 con carrera 107.Unidad de 👮 TransitoBta asignada.	0	0	3
1065728090922459137	Incidente vial entre dos particulares 🚙‍ en la carrera  103 con calle 25, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1065572598686367744	#ElNoctámbulo Un aparatoso accidente se presentó en Usme aparentemente producto de exceso de velocidad. Una camioneta de alta gama terminó estrellada contra un semáforo y volcada #ArribaBogotá https://t.co/nSYrcUxrji	0	0	3
1056079869736554496	Incidente vial entre particular 🚙 y motociclista 🏍‍ en la Autonorte con calle 153, sentido norte - sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1077260531902435329	Incidente vial entre particular 🚘 y bus 🚌 en la calle carrera 7 con calle 72, sentido sur -norte.  Unidad de 👮TransitoBta	0	0	3
1064255840155287558	Incidente vial entre  particular 🚘 y taxi 🚖‍ en la Av Boyacá con calle 175 A, sentido norte-sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1050787595138097152	💥  Incidente vial, caída de motociclista ‍🏍 en la carrera 24 con calle 48 B sur   Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1068548843594235906	Incidente vial entre  dos particulares 🚘🚙‍ en la Av Boyacá con calle 68, sentido sur-norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1060153008342945792	Incidente vial entre  particular 🚗 y  dos motociclistas  🏍️ en la  Av caracas  con calle 13 sur.Unidad de 👮TransitoBta y 🚑 asignadas.	0	0	3
1051495959165841409	💥  Incidente vial entre particular 🚘 y un ciclista 🚴🏽  en la Av. Boyacá con calle 23, sentido sur - norte. Unidad de 👮TransitoBta y 🚑 asignadas	0	0	3
1065155677797183488	Incidente vial entre particular  🚘 y un camión 🚍 en la carrera 68 con calle 63, sentido norte - sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1051142490735202305	💥  Incidente vial entre particular 🚘 y bus 🚌 en la carrera  33 con calle 27, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1067408308988981250	Incidente vial entre bus  🚍 y motociclista ‍🏍  en la calle 189 con carrera  9, sentido oriente - occidente. Unidad de 👮TransitoBta y 🚑 asignadas.	0	0	3
1070650411349143558	Incidente vial entre ambulancia y motocicleta 🏍️, en la Av. Cali con calle 52, sentido sur-norte.Unidad de 👮 TransitoBta asignada.	0	0	3
1048285220829585408	💥  Incidente vial entre dos particulares 🚘 en la Av. Américas con carrera 47 sentido occidente oriente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1079194641189212160	Incidente vial entre particulares 🚘🚙‍ en la Autonorte con calle 127, sentido norte-sur.Unidad de 👮 @TransitoBta asignada	0	0	3
1066419750895538177	Incidente vial entre particular 🚘 y un motociclista‍🏍  en la Autonorte con calle 187, sentido sur - norte. Unidad de 👮TransitoBta y 🚑 asignadas.	0	0	3
1077474388549738496	Incidente vial entre particular 🚙 y un camión 🚚 en la Av. Villavicencio con Av. Cali.Unidad de 👮 TransitoBta asignada.	0	0	3
1050199826837725184	💥  Incidente vial entre  vehículo particular🚗 y 2 motos  en  la carrera 68 con calle 10, sentido sur - norte.Unidad de 👮@TransitoBta y 🚑 asignadas	0	0	3
1049634465558011904	💥  Incidente vial entre taxi 🚖 y ciclista 🚴🏽 ‍en la calle 12 con carrera  75, sentido oriente - occidente.Unidad de 👮 TransitoBta asignada.	0	0	3
1064927946555777024	Incidente vial entre particular 🚘 y motociclista 🏍‍ en la Carrera  4 con calle 12, sentido norte- sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1055261489303576577	💥  Incidente vial entre particular 🚗 y moto 🏍️ en la calle 70 con carrera 113. Unidad de 👮@TransitoBta y 🚑 asignada	0	0	3
1065357480971182080	Incidente vial entre furgón 🚛 y motociclista 🏍‍ en la carrera  8H con calle 172.Unidad de 👮 @TransitoBta asignada.	0	0	3
1067101419440881664	Incidente vial entre particular 🚙 y un bus 🚍‍ en la carrera  77 l con calle 63 sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1070770752696152064	Incidente vial entre  motociclista 🏍 y peatón🚶‍‍ en la carrera 93 D con calle 128 C, en la intersecciónUnidad de 👮 @TransitoBta asignada.	0	0	3
1065299719944056832	Incidente vial entre 2 particulares 🚘 y un taxi 🚖‍ en la carrera 7 con calle 124, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1065028163170897920	Incidente vial entre un motociclista  🏍️ y un peatón 🚶🏽‍‍ en la Av. Gaitán Córtes, antes de Carabineros. Unidad de 👮@TransitoBta  asignadas.	0	0	3
1061788785678135296	Incidente vial entre dos particulares 🚘‍ en la Carrera  55 con calle 170, sentido norte - sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1047442654836011009	💥  Incidente vial entre un particular 🚘 y un motociclista 🏍 en la Av. Américas con carrera 86, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1053452384045817857	💥  Incidente vial entre particulares 🚘en la Av. Boyacá con calle 101, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1062618717840912385	Incidente vial entre particular 🚘 y servicio especial 🚌‍ en la Carrera  67 con calle 9, sentido norte- sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1059896586346618880	Incidente vial entre camión 🚛 y bus 🚌 en la Autosur con Av. Villavicencio, sentido ori - occ.Unidad de 👮 @TransitoBta asignada	0	0	3
1054911582201880577	💥  Incidente vial entre particular 🚘 y un taxi  🚖‍ en la carrera  68 con calle 94, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1049629469189779458	💥  Incidente vial entre 2 particulares 🚘 en la carrera 48 bis con calle 17 A, sentido sur - norte.Unidad de 👮 TransitoBta asignada.	0	0	3
1052954289314910209	Accidente en Autopista Sur &gt; Occidente #traficobogota. Tráfico 38m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/YWoqLnDX81	0	0	3
1054872267715502080	💥  Incidente vial entre 2 particulares 🚘 en la calle 26 con Av. Boyacá , sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1078064897605468163	Incidente vial entre particular 🚘 y motocicleta 🏍‍ en la Autosur con carrera 68a, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1078681586323853313	Incidente vial entre particulares 🚘en la  calle 5 con carrera 32, sentido occidente - orienteUnidad de 👮 @TransitoBta asignada.	0	0	3
1047859226490617856	💥  Incidente vial entre tres particulares 🚘 en la calle 26 con carrera 19,  sentido occidente - oriente.Unidad de 👮 TransitoBta asignada.	0	0	3
1056197936978296832	Incidente vial entre un particular 🚘 y un motociclista 🏍 en la Autonorte con calle 137, sentido sur - norte. Unidad de 👮 @TransitoBta asignada.	0	0	3
1069281613782138880	Incidente vial entre motociclista 🏍️ y ciclista 🚴‍♀️ en la Av américas  con Carrera 50. sentido occidente-orienteUnidad de 👮 @TransitoBta asignada 🚑	0	0	3
1067436074299875331	Incidente vial entre particular 🚘 y ciclista 🚴🏽  en la calle 67 con carrera  65, sentido occidente - oriente. Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1067448413359390720	Incidente vial entre dos particulares  🚘‍ en la carrera  50 con calle 26, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1068267957304942594	Incidente vial entre  taxi 🚖 y bus 🚌‍ en la carrera 18 con calle 16 SUR, en la intersección.Unidad de 👮 @TransitoBta asignada.	0	0	3
1056370030961745920	Accidente en Av. Ciudad de Cali &gt; Sur #traficobogota. Tráfico 25m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/u35Iw9G0fh	0	0	3
1070058742014730241	Incidente vial entre particular 🚘 y motociclista 🏍‍ en la carrera  101 con calle 72 B , sentido norte- sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1054375799921491968	💥  Incidente vial entre particular 🚘 y motocicleta  🏍 en la calle  94 con carrera 17, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1047143477501464576	💥  Incidente vial entre particular 🚘 y ciclista ‍🚴🏽 en la Av. Suba con carrera  76, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1077360503478013953	Incidente vial entre camioneta 🚘 y un motociclista 🏍 en la Boyacá con calle 138, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1053819842690723840	💥  Incidente vial entre bus 🚍 y particular 🚘 en la Autosur con Ak 72, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1064186361639518208	Incidente vial entre dos  particulares 🚗 la calle 2 con carrera 29, sentido occidente - oriente.Unidad de 👮 @TransitoBta  y  🚑 asignadas.	0	0	3
1047257400045162496	💥  Incidente vial entre 🚘 particular y taxi 🚖 en la Autonorte con calle 92, S-NUnidad de 👮 @TransitoBta asignada.	0	0	3
1072956395434246148	Incidente vial entre particular 🚘 y taxi 🚖‍ en la transversal 40 con calle 21.Unidad de 👮 @TransitoBta asignada.	0	0	3
1065410328920539143	Incidente vial entre  particular 🚘 y un peatón 🚶🏽 en la calle 134 con Autonorte , sentido oriente -occidente. Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1047903335834181634	@Citytv por favor verificar noticias..con respecto al accidente del motero en la 30 con calle 63..la muerte del motociclista la ocasionó un camión y no el bus de Transmilenio.😟😤	0	0	3
1057086693252218881	Incidente vial entre 2 vehículos particulares 🚗‍ en la calle 80 con carrera 68, sentido  ori - occ.Unidad de 👮 @TransitoBta asignada	0	0	3
1057361666789257216	Incidente vial entre particulares 🚘en la Nqs con calle 56, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1069689636874846209	Incidente vial entre  camioneta 🚙‍ y ciclista 🚴‍ en la Av Boyacá con Av Esperanza, sentido norte-sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1062417280158588934	Incidente vial entre camioneta  🚘 y motociclista 🏍‍ en la calle 153 con carrera 45, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1068503456862871553	Incidente vial entre particular 🚘 y camión 🚚‍ en la carrera 1 con calle 54 I SUR, en la intersecciónUnidad de 👮 TransitoBta asignada	0	0	3
1063545681628012545	Incidente vial entre dos particulares 🚘‍ en la Calle 26 con carrera 84, sentido occ- ori.Unidad de 👮 @TransitoBta asignada.	0	0	3
1076258560584110080	Incidente vial entre particular  🚘 y un  taxi  🚖 ‍ en la carrera  50 con calle 44, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1076928855020130306	Incidente vial entre  particular 🚘y taxi 🚖  en la Av. 1 de Mayo con calle 45 con  sentido oriente - occidente.  Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1060235649452777472	Incidente vial entre furgón 🚚 y motociclista 🏍 en la Carrera 30 con calle 27 A sur, sentido norte - sur. Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1074993039419064320	Incidente vial entre camioneta 🚙 y particular 🚗, en la Calle 53 con carrera 24, sentido sur-norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1066426438742695936	Incidente vial entre tres particulares 🚘‍ en la Av. Américas con carrera 64, sentido ori - occ.Unidad de 👮 @TransitoBta asignada.	0	0	3
1066782309997793283	Incidente vial entre  dos motocicletas  🏍‍ en la calle  76 con carrera 20, sentido oriente -occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1065881429140213760	Incidente vial entre particular 🚙 , un motociclista 🏍 y un bus  🚍en la carrera  68 con calle 13, sentido oriente - occidente.Unidad de 👮 TransitoBta asignada.	0	0	3
1073182024888958976	Incidente vial entre 2 particulares 🚘‍ en la Carrera 7 con calle 124, sentido norte-sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1057984438615851008	Incidente vial entre un particular 🚘 y un bus 🚌 en la calle 13 con carrera 69, sentido occidente - oriente.Unidad de 👮 TransitoBta asignada.	0	0	3
1055952311946743809	Incidente vial entre 2 particulares 🚘 en la carrera  27 con calle 13, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1051877250772193281	💥  Incidente vial entre 2‍ motociclistas 🏍  en la Av. Américas con carrera  80. Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1069940703986417664	Incidente vial entre dos particulares   🚘‍ en la Nqs con calle 85 , sentido norte - sur.Unidad de 👮 TransitoBta asignada.	0	0	3
1057599401185759232	Incidente vial entre bus 🚍 y motociclista 🏍‍ en la  Calle 13 con carrera 116, sentido occ - ori.Unidad de 👮 TransitoBta asignada.	0	0	3
1062098259399925762	Incidente vial entre particulares 🚘 en la Av. Américas con carrera 53, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1057630479988416513	Incidente vial caída de motociclista ‍🏍  en la Calle 72 con carrera  80, sentido  occ - ori. Unidad de 👮@TransitoBta y 🚑 asignadas	0	0	3
1052689823092408320	💥  Incidente vial entre particular 🚘 y moto 🏍️ en la Av .Américas con carrera 69B, sentido ori - occ.Unidad de 👮 @TransitoBta asignada	0	0	3
1074973435057631234	Accidente en Autopista Sur &gt; Oriente #traficobogota. Tráfico 1h 8m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/7UjdNiS76E	0	0	3
1073435662286798848	#ÚltimaHoraACCIDENTE DE TRANSITO EN LA DOBLECALZADA #BOGOTÁ - #ZIPAQUIRÁEl hecho se presentó la noche de hoy jueves en la doblecalzada sentido Bogotá - Zipaquíra a la altura del sector papel familia donde se presentó el volcamiento de una buseta de servicio Rápido el Carmen. https://t.co/YPe9XtrJLt	0	0	3
1064915119371632641	Incidente vial entre dos particulares 🚘‍ en la Carrera  22 A con calle 82 A.Unidad de 👮 @TransitoBta asignada.	0	0	3
1056193064405004289	Incidente vial entre ciclista ‍🚴🏽 ‍y motociclista 🏍  en la  Carrera  9 con calle 170, sentido sur - norte. Unidad de 👮TransitoBta y 🚑 asignadas.	0	0	3
1060154605475115008	Incidente vial entre  vehículos particular 🚗 y taxi 🚕 en la calle 163 con carrera 18 A, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignad	0	0	3
1048232116390121473	Accidente de tránsito se registró en la vía que de Saravena conduce al Municipio de Fortul https://t.co/TbyGlvAxMk	0	0	3
1067790208068960256	Incidente vial entre  taxi 🚖 y motociclista 🏍‍ en la carrera 9 con calle 123, sentido norte-sur.Unidad de 👮 @TransitoBta y 🚑 asignadas.	0	0	3
1051455631176228864	💥  Incidente vial entre 2 taxis 🚖 en la Av. Suba con Av. Boyacá, sentido occidente -oriente.Unidad de 👮 TransitoBta asignada.	0	0	3
1075866877396705280	Incidente vial entre particular 🚘 y taxi 🚖‍ en la carrera  107 con calle 79, en la intersección Unidad de 👮 @TransitoBta asignada	0	0	3
1071061111036895233	Incidente vial entre dos particulares 🚘‍ en la Av. Boyaca con calle 70, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1076109967034404864	1 muerto y 20 heridos en accidente de bus que viajaba de Bogotá a Lima ► https://t.co/G6Bk4GplbZ https://t.co/ELYlYe59Dc	0	0	3
1071880706576535558	Incidente vial entre particular 🚘 y un ‍🏍 motociclista en la calle 70 A con carrera 11, sentido occidente - oriente. Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1052177896339591168	💥  Incidente vial entre un taxi 🚖 y un motociclista 🏍 en la calle 100 con carrera 13, sentido occidente - oriente.Unidad de 👮 TransitoBta asignada.	0	0	3
1056625446404718595	Incidente vial entre bus 🚌 y camión 🚚‍ en la Av. Boyacá con Av. 1 de Mayo, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	0	0	3
1070466785860833281	Incidente vial entre moto 🏍 y un bus 🚍 en la calle 80  con carrera 98, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1070061581805985792	Incidente vial entre particular 🚘 y taxi 🚖‍ en la  Diagonal 74 B con carrera 86.Unidad de 👮 @TransitoBta asignada.	0	0	3
1078074430423793664	Incidente vial entre particular 🚘 y bus 🚍 en la calle 13 con carrera 68d, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
1057529129388728321	Incidente vial entre particular 🚘 y una motocicleta ‍🏍  en la Autosur con carrera 72D, sentido sur - norte. Unidad de 👮TransitoBta y 🚑 asignadas.	0	0	3
1069952500478828546	Incidente vial entre un particular  🚘 y un taxi  🚖  en la Av Córdoba con calle 127, sentido occidente - oriente. Unidad de 👮@TransitoBta y 🚑 asignadas.	0	0	3
1060681201449660426	Incidente vial entre particular 🚘y camioneta 🚙‍ en la Calle 70 A con carrera 6.Unidad de 👮 @TransitoBta asignada.	0	0	3
1062681623949467648	Incidente vial entre un particular 🚘 y un bus 🚌 en la calle 100 con carrera 45, sentido oriente - occidente.Unidad de 👮 TransitoBta asignada.	0	0	3
1070007268207419392	Agente de tránsito en estado de embriaguez ocasiona accidente en Cartagena https://t.co/I22OMD989k vía @rcnradio	0	0	3
1069977387071348736	Incidente vial entre un particular  🚘 y un bus  🚌‍ en la Av Primero de mayo con carrera 50, sentido occidente - oriente.Unidad de 👮 TransitoBta asignada.	0	0	3
1068315834639179778	Incidente vial entre dos particulares 🚘🚙 y bus 🚌‍ en la Av 1 de Mayo con Av Villavicencio, sentido occidente-oriente.Unidad de 👮 @TransitoBta asignada	0	0	3
1058454689744932864	Incidente vial entre particular 🚘 y una volqueta 🚚‍ en la Autonorte con calle 103, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	0	0	3
1070842703619989506	Incidente vial  se presenta caída de motociclista  🏍‍  en la NQS con calle 66, sentido norte - sur.Unidad de 👮 @TransitoBta asignada. 🚑 en el punto	0	0	3
1062393765204234240	Incidente vial entre dos camionetas 🚙 en la calle 76 con carrera 22, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	0	0	3
