	id_tweet	created_at	user_name	text	clean
10	1047628067898892288	2018-10-03 18:22:50	AlexLargentP	"""""""""""""""""""""""""""""""@TransMilenio @SeguridadBOG @PoliciaBogota @JGarciaG1 @Bogota @EnriquePenalosa @integracionbta @CulturaenBta @SectorMovilidad @idubogota A qué viene el cuento que es extranjero? Si fuera negro pondrían """"""""""""""""""""""""""""""""vendedor negro""""""""""""""""""""""""""""""""? #tuitxenófobo @EnriquePenalosa @DanielSamperO"""""""""""""""""""""""""""""""	                                    a venir contar extranjero   negro poner                  vendedor negro                    tuitxenófobo                   
11	1062805624298315777	2018-11-14 15:33:01	Ambitojuridico	Alcaldes son competentes para fijar tarifas de parqueaderos https://t.co/N9AGUFl8Ta https://t.co/tbjcnlwbQk	alcalde competente fijar tarifar parqueaderos    
12	1074381091476303872	2018-12-16 14:09:47	AnaMaRami	Todos están guardaditos en sus casas? No leo a nadie quejándose del HIJUEPUTA TRÁFICO DE MIERDA DE HOY 🙄	guardaditos casar   leer a quejándose hijueputa tráfico mierda  
13	1063063149530755072	2018-11-15 08:36:20	AnaPico	@TransMilenio #EquipoT hace trabajo en horas valle en portal Tunal. Urgente mejorar frecuencias en horas pico, para lograr resultados efectivos. @EnriquePenalosa	    equipot vallar portal tunal   urgente mejorar frecuencia picar   lograr resultar efectivo   
14	1047539833730727936	2018-10-03 12:32:13	Anaa_Banaanaa	Ahhhhh pero sigan comprándole a los vendedores informales en el sistema 🤬🤬🤬🤬 https://t.co/s1fmH5OFTb	ahhhhh seguir comprándole a vendedor informal sistema       
15	1052961025589432323	2018-10-18 11:34:06	Analitico_Col	¿ Estudiantes ? ..  Cual es la carrera ?    https://t.co/ClCj3jXFtE	   estudiante        carrera       
16	1073194033659502594	2018-12-13 07:32:51	AndreaRey	El pasado viernes murió una persona arrojada de una estación de TM por lo lleno que estaba, pasó un bus y la atropelló. De verdad cree este inepto que Bogotá será “la más avanzada del@mundo” con un servicio de transporte mandado a recoger? ¿Nos cree imbéciles? https://t.co/7xS8C4S74o	viernes morir personar arrojar estación tm llenar   pasar bus y atropellar   creer inepto bogotá   avanzar    servicio transportar mandar a recoger    creer imbécil   
17	1067826640191918081	2018-11-28 12:04:44	Andrelifevan	Ya el activismo se esta volviendo una mierdx, por eso no me gusta participar en actividades o manifestaciones lgbtiq....😪😪	activismo volver mierdx   gustar participar actividad o manifestación lgbtiq      
18	1074391396021387264	2018-12-16 14:50:44	AndresDiazBe	@NanyPardo @CarlosCarrilloA @TransMilenio 10. TM7a es mejor que no hacer nada porque se cambian 1500 buses viejos por 140 biarticulados eléctricos o gas, se soterrarán todos los cables desde la 32 a la 200, porque es la misma cra 10a,y porque es la única troncal cuya verdadera competencia directa será el carro particular	           tm a cambiar       bus viejo      biarticulados eléctrico o gas   soterrar cable     a       cra    a y único troncal cuyo competencia directo carro particular
19	1074506254838579200	2018-12-16 22:27:09	AndresDiazBe	@felip_utoguerra @NanyPardo @CarlosCarrilloA @TransMilenio La 26 y 10 las diseñó/contrató Lucho último mes.Samuel no las canceló a cambio de coíma y las dejó un mediocre 85% construidas. Petro sólo las inauguró, dejó diseños/contrato de TransmiCable y una colección de maqueticas.Peñalosa dejará en obra TM Cali/68/100/7a, puentes y vías	   utoguerra            y     diseñar contratar luchar mes samuel cancelar a cambiar coíma y mediocre      construir   petro inaugurar   diseño contratar transmi cable y colección maqueticas peñalosa dejar obrar tm cali          a   puente y vía
20	1062365405375803392	2018-11-13 10:23:45	AndresDiazBe	@CarlosCarrilloA @dhidalgo65 @TransMilenio @metrodesantiago Sea serio Carlos. La  satisfacción de los usuarios de buses tradicionales no es porque sean mejores sino porque:1. No tienen que caminar hasta un paradero2. Son más baratos3. Pueden pagar sin tarjeta y pedir descuento si entran por la puerta trasera4. Van desocupados	         seriar carlos     satisfacción usuario bus tradicional mejorar     caminar paradero    barato    pagar tarjeta y pedir descontar entrar puerta trasero    desocupar
21	1074702742080421889	2018-12-17 11:27:55	AndresDiazBe	@ingeniero0013 @MiguelSandova1_ @arttesano @TransMilenio Que no obstante es muchísima plata y la cifra está dentro de lo normal. Esta será la troncal más costosa que se va a construir y, reitero, ese precio incluye soterrar cables en 170 cuadras,,4 puentes, un viaducto en la 72, etc.	          obstante muchísima plata y cifrar normal   troncal costoso a construir y   reiterar   preciar incluir soterrar cable      cuadro     puente   viaducto      etcétera
22	1059566016529907712	2018-11-05 16:59:58	AndresF83385136	@SantiagoRiber10 @NataliaTrd El q dejo el peor hueco fiscal fue el gobierno de uribe mire quien dejo mas endeudado el pais a quien y despues si hable incapacitado mental x3	     q dejar hueco fiscal gobernar uribe mirar dejar endeudar a y hablar incapacitar mental x
23	1074195806499102720	2018-12-16 01:53:32	AndresFelipeLP	Que ganas de verdad de volver al 2011, cuando toda la mierda de mi vida actual comenzó. Haría todo muy diferente, y tal vez así, no estaría en el hueco lleno de mierda y depresión en el que vivo actualmente.	ganar volver        mierda vida actual comenzar   hacer   y   estar hueco llenar mierda y depresión vivir
24	1057265491394334720	2018-10-30 08:38:30	AndresGaitan6	Por favor ayúdenme señores @TransMilenio con la solicitud. https://t.co/CwKS2aN1gc	favor ayúdenme señor    solicitud   
25	1075695221076361216	2018-12-20 05:11:40	AndresYesidRuiz	@felixforero1 @TransMilenio @EnriquePenalosa Y que no se le haga raro que de despedida, el otro año suba el pasaje	       y hacer raro despedir   año subir pasaje
26	1065401755129864192	2018-11-21 19:29:07	Andres_Rios14	@ELTIEMPO Lograron Un Acuerdo.?Eso Quiere Decir Que No Había 5 De Necesidad, Que Si Tal Hueco Fiscal No Existe, Y Que Solo Querían Ponernos A Pagar Coimas Políticas...Una Belleza El Dr Porcino	   lograr      necesidad   hueco fiscal   y querer ponernos a pagar coima político    belleza dr porcino
27	1062873021243908096	2018-11-14 20:00:50	AndresortizG12	@IvanDuque @MinHacienda @MinTransporteCo @EnriquePenalosa @TransMilenio Coma mierda se necesitaba la financiación para el metro. Más contaminación	           comer mierda necesitar financiación metro   contaminación
28	1066129059309150208	2018-11-23 19:39:10	Andrjurado	"""""""""""""""""""""""""""""""Esto es mestra de lo """"""""""""""""""""""""""""""""visionario"""""""""""""""""""""""""""""""" que resulta ser @EnriquePenalosa . @Transmilenio es tan democrático que lo empuja el mismísimo pueblo. https://t.co/JAl95RRjQZ"""""""""""""""""""""""""""""""	                mestra                  visionario                  resultar        democrático empujar mismísimo poblar   
29	1064025543748784129	2018-11-18 00:20:32	AndrsLeonardo2	13*Los que tenemos la enorme fortuna de no tener que coger TransMilenio. https://t.co/6qL774Bfe8	    enorme fortuna coger trans milenio   
30	1069405783593500672	2018-12-02 20:39:42	AndrsValencia9	#ElCampoSeIlumina este 7 de diciembre, porque en un #CampoConEmprendimiento brilla también la equidad. Prográmese para ese día, presenciar la puesta en marcha de una herramienta vital para el desarrollo rural. https://t.co/fr6HEmp1Jy	  campar iluminar    diciembre     campar emprendimiento brillar equidad   prográmese   presenciar poner marchar herramienta vital desarrollar rural   
31	1054774919014334469	2018-10-23 11:41:52	Angelapinzon	Siga la entrevista de @MaFeRojas vía 1400 AM en @emisoramariana explicando las observaciones a la licitación de Transmilenio por la 7a sígala también por Facebook live 👇https://t.co/Z7QWTLIKBa https://t.co/6mfgsnBgGs	seguir entrevistar    vía       am    explicar observación a licitación transmilenio   a sígala facebook live     
32	1054868810816217089	2018-10-23 17:54:57	Angeliqueruffo	@egocadavid @julitroescovar Todo lo que te dicen es cierto, derechos de petición, etc. Pero termina siendo un proceso muy largo y desgastante. Igual no vas a poder hacer trámites de tránsito mientras tengas eso vigente. Triste pero cierto 🤷‍♀️	       derecho petición   etcétera   terminar procesar y desgastante   ir a trámite tránsito tener vigente   triste     
33	1058799399818670088	2018-11-03 14:13:43	AngeloZk	@EnriquePenalosa @TransMilenio Pelmazo que no piensa en el bienestar común, ni ahora ni para tiempos venideros... Pelmazo!!	     pelmazo pensar bienestar común   tiempo venidero     pelmazo  
34	1064930287887548419	2018-11-20 12:15:40	Angie021_	@palmaradio @petrogustavo Apoyo los ideales de Petro y soy capaz de aceptar que en realidad la imagen sí está mal referenciada, pero sí es verdad que en Francia han salido decenas de personas a bloquear el tráfico como gesto de desaprobación por las políticas del gobierno, es mensaje está bien dirigido.	     apoyar ideal petro y capaz aceptar realidad imagen referenciar   francia salir decena personar a bloquear tráfico gestar desaprobación político gobernar   mensaje dirigir
35	1070515060630528000	2018-12-05 22:07:34	AngieZamudioo	Llego Diciembre y su tráfico de mierda.	llegar diciembre y tráfico mierda
36	1058723840455598082	2018-11-03 09:13:28	AnibalPalominoV	@EnriquePenalosa Muy bien todo eso Dr. Peñalosa, pero tengo una pregunta: ¿Cuando y cómo van a controlar los colados? De nada sirve tener buses nuevos, ampliar las estaciones si esta plaga de colados nos sigue robando a todos. cc: @TransMilenio @PoliciaBogota	   dr   peñalosa   preguntar    y a controlar colar   servir bus   ampliar estacionar plagar colar robar a   cc     
37	1061051441027137538	2018-11-09 19:22:31	Anngelesfalcon	Terrible choque recién en la esquina y yo replanteandome si bajo a chusmear o me quedo en casa con el aire en 16	terrible chocar recién esquinar y replanteandome a chusmear o quedar casar aire   
38	1057424220202901504	2018-10-30 19:09:14	AntoBogota	@Luladita Y llevarse como 10 años de diferencia con los hermanos... accidente a la vista. https://t.co/yaHr9o51eP	   y llevarse     año diferenciar hermano     accidentar a vestir   
39	1056638490669207552	2018-10-28 15:07:02	Anversoimagen	#UnificacionPeriodos👉🏻  El Congreso no puede cambiar las reglas del juego sobre la marcha, o modificar a su antojo los mandatos de autoridades que han sido elegidas con anterioridad.  Por @yannbasset  https://t.co/pqOIf5Ce1K  vía @RazonPublica https://t.co/co9QwXx6Be	  unificacion periodo     congreso cambiar reglar jugar marchar   o modificar a antojar mandato autoridad elegir anterioridad           vía    
40	1067789506429050881	2018-11-28 09:37:11	ArqHernanOsorio	"""""""""""""""""""""""""""""""@SuPresenciaRdio @TransMilenio A propósito de la moto, precisamente uno de los argumentos de compra es el del individualismo, """"""""""""""""""""""""""""""""esto es mío y es solo para mí"""""""""""""""""""""""""""""""" y hasta tienen razón, pero cuando """"""""""""""""""""""""""""""""van por donde quieren porque así lo dispone su voluntad 😲"""""""""""""""""""""""""""""""" entonces afectan la movilidad."""""""""""""""""""""""""""""""	                    a propósito moto   precisamente argumento comprar individualismo                   y                  y razón                    querer disponer voluntad                    afectar movilidad                
41	1078143778576392192	2018-12-26 23:21:22	AurelioArturo15	@YaoMedinaMar Toca ser muy HP en la vida... para cometer ese atropello. Qué mamá ni qué mierda.	   tocar hp vida     cometer atropellar   mamá mierda
42	1074730971088543745	2018-12-17 13:20:05	BIBIANAJC	@LaTanaOriginal Si! Yo hago eso 😔. Es más, alisto la@ropa del día siguiente pensando en el pronóstico del clima.	           alistar   pensar pronóstico clima
43	1071097351475990528	2018-12-07 12:41:23	BKRAgustiniano	@joseclopa Don José le hago una pregunta.En lugar de establecer los cambios de aceite en un motor de autos por kilómetros recorridos no debería hacerse por horas de trabajo como en la maquinaria agrícola? En el tráfico se los ve trabajando sin avanzar un metro. Gracias. Saludos!	   don josé preguntar establecer cambio aceitar motor auto kilómetro recorrido deber hacerse maquinaria agrícola   tráfico ver trabajar avanzar metro   gracia   saludo
44	1071135387807047681	2018-12-07 15:12:31	BajaAlcurnia	Es completamente ridícula la propuestaLa evasión aumentó en cuanto el pasaje aumentó a 2300! Están poniendo a la gente a escoger entre comer y transportarse cuando debería ser un servicio de carácter universal y no elitista @CarlosCarrilloA @MafeCarrascalhttps://t.co/57cBdJG4wa	completamente ridículo proponer evasión aumentar pasaje aumentar a        poner a gente a escoger comer y transportarse deber servicio carácter universal y elitista        t co    c bdjg wa
45	1079019708324634626	2018-12-29 09:22:00	Bogota	En 2018, junto al Instituto de Protección Animal entregamos el Centro de Fauna Silvestre, para la atención de 500 especies silvestres, víctimas del tráfico y la tenencia ilegal.🐅🐢🐍🦜 #BogotáSinCarreta2018 https://t.co/54fcx5j9oc	       instituto protección animal entregar centrar fauna silvestre   atención      especie silvestre   víctima tráfico y tenencia ilegal        bogotásin carreta      
46	1059458868735033344	2018-11-05 09:54:12	Bogota	El modelo se ha instalado en 61 vehículos que comprenden las rutas 59 A en 12 móviles, C27 en 22, 12 en el servicio 552 y 15 en la ruta 56 A.https://t.co/9gk1DuR2tv	modelar instalar     vehículo comprender ruta     a     móvil   c            servicio      y     ruta     a  
47	1047199536978911232	2018-10-02 14:00:00	Bogota	#NoOlvides 🧐 que las rutas alimentadoras 2-11 Andalucía y 13-13 Resurrección 🚌 ajustaron sus recorridos para que más usuarios se vean beneficiados.https://t.co/KTvshvAliv	  olvidar    ruta alimentador       andalucía y        resurrección    ajustar recorrido usuario ver beneficiar  
48	1054700048330711046	2018-10-23 06:44:21	BogotaET	Alcaldía de Bogotá espera abrir la licitación para TransMilenio por la séptima a finales de este año. https://t.co/4Sz3iYzlR6 #InfoBogotaET	alcaldía bogotá esperar abrir licitación trans milenio séptimo a final año      info bogotaet
49	1072176688434425856	2018-12-10 12:10:17	BogotaET	Con la licitación de buses de TransMilenio, 1.152 buses viejos salen de circulación. ¿A dónde van a parar? https://t.co/s6ZZCXhAuq	licitación bus trans milenio         bus viejo salir circulación    a a parar   
50	1072196901557149702	2018-12-10 13:30:36	BogotaET	#InfoBogotáET Arranca a operar el carril preferencial para el #SITP en la avenida Boyacá. Esto es lo que se espera: https://t.co/BEn3O7rAQd	  info bogotáet arrancar a operar carril preferencial   sitp avenir boyacá   esperar   
51	1075410432163164160	2018-12-19 10:20:01	BogotaInter_nal	El experto Jeff Speck habla sobre la implementación del sistema de transporte como el @TransMilenio y el uso de la bicicleta como referente bogotano para el mundo #BogotáInternacional https://t.co/kDm3N2UUqu	experto jeff speck implementación sistema transportar    y bicicleta referente bogotano mundo   bogotáinternacional  
52	1060997080930500608	2018-11-09 15:46:31	CABLENOTICIAS	EN RESUMEN: Así fue la jornada de marchas a nivel nacional https://t.co/rnUHqKeX39 vía @CABLENOTICIAS	resumir   jornada marchar a nivel nacional    vía  
53	1065892713487200256	2018-11-23 04:00:00	CABLENOTICIAS	Bolivia inicia investigación del accidente del avión de Peruvian Airlines https://t.co/GCLXq61ZdQ https://t.co/BiDvNiWghh	bolivia iniciar investigación accidentar avión peruvian airlines    
54	1077871643534467072	2018-12-26 05:20:00	CABLENOTICIAS	Cierran el teleférico de Monserrate tras accidente que dejó 28 personas heridas  https://t.co/A48Z0tcGO5 https://t.co/huzxdmRf9a	cerrar teleférico monserrate accidentar     personar herir     
55	1073332089850916864	2018-12-13 16:41:26	CABLENOTICIAS	Así avanzan por la Avenida Caracas las marchas estudiantiles hacia el centro de Bogotá https://t.co/E8tRjVl2pa https://t.co/fE2twXNaQR	avanzar avenir caracas marchar estudiantil centrar bogotá    
56	1064443163195015168	2018-11-19 04:00:01	CABLENOTICIAS	Discusión de Transmilenio por la 7ma terminó en pelea incluso con Policía https://t.co/vRlM1koDaN https://t.co/P3z3V3JYs2	discusión transmilenio   ma terminar pelear policía    
57	1074462317922975744	2018-12-16 19:32:33	CABLENOTICIAS	Maniobra muy arriesgada por poco ocasiona un accidente en plena vía (VIDEO) https://t.co/W5ZEwQphHU https://t.co/kP4QBA7GAW	maniobrar arriesgar ocasionar accidentar pleno vía   video     
58	1047856543360843778	2018-10-04 09:30:42	CGCardozo	@arodriguezzb Sabes hasta cuándo escucharon a los muchachos ? Si aleja hasta después de salir y volver mierda el tráfico las paredes la ciudad fue un caos y ahí sí fueron escuchados y se logró algo, no digo que siempre tenga que ser así pero...	   escuchar a muchacho    alejar salir y volver mierda tráfico pared ciudad caos y escuchar y lograr   decir   
59	1072127940111011840	2018-12-10 08:56:34	CMILANOTICIA	Decretan tres días de duelo en #Calima (#ElDarién) por accidente que dejó nueve muertos https://t.co/LgeDieDhAM https://t.co/UEUaUSs6RO	decretar doler   calima    darién   accidentar nueve muerto    
60	1069648382657003520	2018-12-03 12:43:42	CONCEJALCELIO	Aquí se ve reflejado el espíritu de la Administración de @EnriquePenalosa es más importante un Parqueadero del @Sitp de @TransMilenioQue un Jardín Infantil para más de 200 menores y una cancha de #Fútbol que los aleja del vicio. #QueTalEsto @NoticiasUno https://t.co/NBgfO4ASBK	ver reflejar espíritu administración    importante parqueadero       jardín infantil      menor y cancha   fútbol alejar viciar       
61	1062176382007033856	2018-11-12 21:52:38	CamiiOG	ayuden a una ELF quitan sufrió un accidente https://t.co/wlIajgES4r	ayudar a elf quitar sufrir accidentar  
62	1055626124586295297	2018-10-25 20:04:15	CamiloCyG	Cada vez que escucho el segundo minuto de Choque vs Aczino se me pone la piel de gallina, igual que el primer momento que lo conocí. La base; el contenido; la pasión... Lo tiene todo.	escuchar minutar chocar vs aczino poner piel gallina   conocer   basar   contener   pasión    
63	1056595234690420737	2018-10-28 12:15:09	Camilochaparro_	Choque esos CINCO..... gol del Barcelona... Arturo Vidal de cabeza!!!! Gol después de un baile impresionante.... (Entretanto Cristiano Ronaldo ríe desde Turín y Messi celebra desde la tribuna.)	chocar       gol barcelona     arturo vidal cabeza      gol bailar impresionante       entretanto cristianar ronaldo reír turín y messi celebrar tribuna  
64	1071204204507729920	2018-12-07 19:45:59	CanalCapital	Aumento de controles en las vías para evitar accidentes de tránsito #CapitalNoticias 🔴#ENVIVO → https://t.co/sBCMnhmPXY	aumentar controlar vía evitar accidente tránsito   capital noticiar    envivo    
65	1060151128258560000	2018-11-07 07:45:00	CanalCapital	Se espera que con una nueva licitación lleguen a Bogotá nuevos buses del SITP. 𝗡𝗢𝗧𝗜𝗖𝗜𝗔𝗦 en #DespiertaBogotá → https://t.co/nfTtRDfqDU	esperar licitación llegar a bogotá bus sitp              despierto bogotá    
66	1047545282139963394	2018-10-03 12:53:52	CanalCapital	¡Heroínas! Estas dos agentes de tránsito lograron frustrar un atraco en un restaurante de la localidad de Suba 🔴EN VIVO #CapitalNoticias https://t.co/bnSx0JGXcm	  heroína   agente tránsito lograr frustrar atracar restaurante localidad subir   vivir   capital noticiar  
67	1072954551693688833	2018-12-12 15:41:14	CanalCapital	La licitación de @TransMilenio por la 7a., ya está disponible. Más de 183 personas están revisando los pliegos y esperamos a los mejores constructores del país: Yaneth Mantilla @idubogota 🔴EN VIVO https://t.co/Q4GzOAzkpk	licitación      a    disponible        personar revisar pliego y esperar a mejorar constructor país   yaneth mantilla     vivir  
68	1059165887662501889	2018-11-04 14:30:00	CanalCapital	Se inicia el plan piloto que incluye la instalación de torniquetes reforzados en 61 buses azules →https://t.co/r1uPWXGDXR	iniciar plan pilotar incluir instalación torniquete reforzar     bus azular   
69	1052393765145464833	2018-10-16 22:00:00	CanalCapital	¡No sea así, pague su pasaje! 😡Evadirlo genera situaciones como esta, las cuales se han convertido en el pan de cada día de los vigilantes y funcionarios que trabajan en las estaciones de @TransMilenio → https://t.co/pdn5Qr8OTT	    pagar pasaje    evadirlo generar situación   convertir pan vigilante y funcionario estacionar      
70	1067153520044855297	2018-11-26 15:30:00	CanalCapital	¡Ojo! Desde hoy, quince rutas del SITP realizan cambios en sus horarios → https://t.co/7vwgbfScs8	  ojo     quince ruta sitp realizar cambio horario    
71	1070366068986822656	2018-12-05 12:15:31	CanalCapital	TransMillenials, jóvenes promoviendo el buen uso del TransMilenio 🔴EN VIVO #CapitalNoticias https://t.co/pTOXZEKpR2	trans millenials   joven promover trans milenio   vivir   capital noticiar  
72	1073392892817932288	2018-12-13 20:43:02	CanalCapital	Algunos en el Concejo votaron en contra de un proyecto anticolados de TransMilenio porque creen que colarse en el sistema no es ilegal: @luciabastidasu #OpinaBogotá https://t.co/wOc4qhsYil	concejo votar proyectar anticolados trans milenio creer colarse sistema ilegal      opinar bogotá  
73	1063234090370048007	2018-11-15 19:55:35	Carlaaash	La policía es tan valiente que le cuesta perseguir a las bandas criminales que azotan Transmilenio.	policía valiente costar perseguir a banda criminal azotar transmilenio
74	1071371913203732482	2018-12-08 06:52:23	Carlaaash	@fjpeced19 @BogotaLogica Es un bus de TM varado, y la vía exclusiva es bastante respetada. Es más, TM hace uso de las vías que son para carros y buses del SITP cuando ocurren problemas, afectando la movilidad. He visto como la prioridad es TM, y no Bogotá en sí.	     bus tm varar   y vía exclusivo respetar     tm vía carro y bus sitp ocurrir problema   afectar movilidad   vestir prioridad tm   y bogotá
75	1058811426012360704	2018-11-03 15:01:30	CarlosCarrilloA	"""""""""""""""""""""""""""""""🔴 El """"""""""""""""""""""""""""""""trencito cañero"""""""""""""""""""""""""""""""" de Peñalosa es el peor metro posible, un mini metro que no opaque a su bienamado @TransMilenio.🚂🚃🚃💨¡Gracias a @URosarioRadio por la invitación!Vean el debate completo en este enlace. 👇🏻https://t.co/RZ9vNdrsfo https://t.co/K7TWs4aOkv"""""""""""""""""""""""""""""""	                                   trencito cañero                  peñalosa metro   mini metro opacar a bienamado         gracia a    invitación ver debatir completar enlazar       
76	1073201606521425920	2018-12-13 08:02:56	CarlosCarrilloA	Gran revelación de @EnriquePenalosa en @BluRadioCo: cuando estuvo en la administración de su conjunto (Lindaraja en Suba) hizo aprobar un alimentador de @TransMilenio privado pagado por el conjunto, jajaja. 🤣🤣 🤣	revelación        administración conjuntar   lindaraja subir   aprobar alimentador    privar pagar conjuntar   jajaja      
77	1075735701478617088	2018-12-20 07:52:32	CarlosCarrilloA	Mientras tanto en @Bogota el vendedor de buses que tenemos por alcalde piensa despilfarrar US$10.000 en @TransMilenio, para salvar a los bogotanos de ir todos los días bajo tierra “como ratas”.¡Pobre Bogotá!😩 Cc: @navarrowolff, @ClaudiaLopez, @angelamrobledo, @HOLLMANMORRIS. https://t.co/wKjKJTIWIF	   vendedor bus alcalde pensar despilfarrar us             salvar a bogotano tierra   rata    pobre bogotá    cc               
78	1047622129561337858	2018-10-03 17:59:14	Carolozano1930	45 min esperando el servicio T13 en la séptima de SITP! Ese es el magnífico servicio de @transmisitp y así sin respetar el cliente,pasando los días subiendo tarifas y haciendo lo que se les dé la gana con la gente !!! @EnriquePenalosa GRACIAS por el peor servicio de transporte	    minuto esperar servicio t    séptimo sitp   magnífico servicio    y respetar cliente pasar subir tarifar y dar ganar gente        gracia servicio transportar
79	1060878515430666240	2018-11-09 07:55:22	CasTatiana	#SOSElGallo  Auxilio, me desmayó, este tráfico está muy macho, quiero ir a toreros y prisioneros porfis @gacelacardona	  sos gallar   auxiliar   desmayar   tráfico machar   querer a torero y prisionero porfis  
80	1075071441559871488	2018-12-18 11:53:00	Cesarhmondragon	@angelamrobledo También le pido que haga no un minuto de silencio, si no un acto de perdón por mis familiares muertos por los tiros de gracia de la guerrilla, indefensos y no estaban en marchas ni alterando el orden público.	   pedir hacer minutar silenciar   acto perdón familiar muerto tiro gracia guerrilla   indefenso y marchar alterar orden público
81	1058750490673102849	2018-11-03 10:59:22	ChMedina	Además @EnriquePenalosa: - Quiere destruir la séptima.- Comprar muchos nuevos buses de transmilenio todos contaminantes. - Quiere ponerle concreto a una reserva natural.- Es un chiste andante y nuestro honorable alcalde.	      destruir séptimo    comprar bus transmilenio contaminante     ponerle concretar a reservar natural    chistar andante y honorable alcalde
82	1060690494844534784	2018-11-08 19:28:15	ChapineroET	Doce estaciones de TransMilenio cerradas por marchas estudiantiles https://t.co/UlhYvospVZ vía @eltiempo	doce estacionar trans milenio cerrar marchar estudiantil    vía  
83	1075065922149208064	2018-12-18 11:31:04	Ciatranco	@Patrici48305260 Saludos! Sí tienes algún inconveniente con comparendos de transito ingresa a nuestro curso pedagógico en normas viales y adquiere, por beneficio de ley, un 50% de descuento en el valor de tu comparendo. Agenda tu curso en la sede mas cercana:  https://t.co/yQA1H6MvlM	   saludo   tener inconveniente comparendos transitar ingresar a cursar pedagógico norma vial y adquirir   beneficiar ley        descontar comparendo   agenda cursar sedar cercano    
84	1063079976478670848	2018-11-15 09:43:12	Citytv	#Eskpe Nos acompaña @JUANSE_QUINTERO en #ArribaBogotá. El artista presenta su sencillo 'Me Trama', cuyo video fue rodado en Bogotá bajo la dirección de Albertini 🎶 https://t.co/l1Q38qxfIc	  eskpe acompañar    quintero   bogotá   artista presentar sencillo   tramar    cuyo video rodar bogotá dirección albertini    
85	1046953476964651013	2018-10-01 21:42:15	Citytv	#Atención Hace unos minutos fue enviado a la cárcel Luis Francisco Perdomo, director de La Picota, investigado por sobornos a varios de los reclusos #TuMundoHoy	  atención minuto enviar a cárcel luis francisco perdomo   director picota   investigar soborno a recluso   mundo
86	1047227626949996544	2018-10-02 15:51:37	Citytv	¡Suplantaron su identidad y ahora tiene 20 vehículos a su nombre, además, fotomultas en tres ciudades distintas!  El peligro de extraviar los documentos #CityNoticiasMD https://t.co/6i3yldcOZP	  suplantar identidad y     vehículo a nombrar     fotomultas ciudad distinto    peligrar extraviar documento   city noticiasmd  
