	id_tweet	created_at	user_name	text	clean	cluster	subcluster
1246	1057965192045359109	2018-11-01 06:58:52	Citytv	RT @ArribaBogota: Según la Unidad de Mantenimiento Vial, en lo corrido de este año se han tapado 93 mil huecos en la ciudad. Las localidade…	    unidad mantenimiento vial   correr año tapar     mil hueco ciudad   localidade	4	-1
1735	1062673123256995840	2018-11-14 06:46:30	Citytv	#ArribaBogotá División entre líderes de la protesta estudiantil. Universidad Nacional aún no decide si suspender el semestre. Según la institución, pierden 2 mil millones de pesos en funcionamiento por cada día de paro. https://t.co/DACQbxdbWs	  bogotá división líder protestar estudiantil   universidad nacional decidir suspender semestre   institución   perder    mil millón peso funcionamiento parir   	4	-1
2745	1069567421638422528	2018-12-03 07:21:59	Citytv	#TengaEnCuenta que se están realizando diferentes arreglos viales sobre la autopista Sur, desde las 9:00 p.m. hasta las 5:00 a.m. Estos corresponden a la rehabilitación de la calzada sentido Bogotá-Girardot #ArribaBogotá https://t.co/r82zdjH5Tr	  realizar arreglo vial autopista sur         página metro         a metro   corresponder a rehabilitación calzar sentir bogotá girardot   bogotá  	4	-1
2229	1065723573908721668	2018-11-22 16:47:54	Citytv	#UnidadInvestigativa Estados Unidos también indagó sobre Caso Andrade en la Fiscalía. Embajador Kevin Whitaker pidió que se le informe sobre cómo va el proceso contra el expresidente de la ANI. Informe de @Uinvestigativa, presenta @mbechandia en #FueraDelEstudio https://t.co/kFuQhbl6SC	  unidad investigativa unir indagar casar andrade fiscalía   embajador kevin whitaker pedir informar procesar expresidente ani   informar     presentar      estudiar  	4	-1
1924	1063990255852900353	2018-11-17 22:00:19	Citytv	Moto z3 Play: combinación de inteligencia artificial y fluidez https://t.co/pTsvT4G68R https://t.co/KXiIW39i4v	moto z   play   combinación inteligencia artificial y fluidez    	4	-1
1190	1057369010084438016	2018-10-30 15:29:51	RedapBogota	bommberos aseguran el área y controlan un incendio al interior de una vivienda ubicada en la Carrera 71 con Calle 69 sur. Se controlan puntos calientes. No hay reporte de personas lesionadas	bommberos asegurar área y controlar incendiar interior vivienda ubicar carrera     callar     sur   controlar punto caliente   reportar personar lesionar	4	-1
2032	1064639071354531840	2018-11-19 16:58:29	BogotaTransito	RT @SectorMovilidad: 📊 Desde nuestro Centro de Gestión del Tránsito, atendimos un total de 182 incidentes viales que afectaron la movilidad…	      centrar gestión tránsito   atender      incidente vial afectar movilidad	4	-1
76	1047468721760096257	2018-10-03 07:49:38	BogotaTransito	RT @SectorMovilidad: 📽 Conoce nuestra estrategia para gestionar la velocidad en la Av. Boyacá, Cra. 68, calle 80, Av. Cali y Av. Américas,…	      conocer estrategia gestionar velocidad av   boyacá   cra       callar      av   cali y av   américas  	4	-1
3451	1075379951757656064	2018-12-19 08:18:54	BogotaTransito	@DanielMuoz3 @SectorMovilidad Buen día Daniel, ya se tiene asignada unidad de tránsito y ambulancia para este evento. Te agradecemos el reporte.	     daniel   asignar unidad tránsito y ambulancia evento   agradecer reportar	4	-1
1384	1059873958865059844	2018-11-06 13:23:37	BogotaTransito	RT @BomberosBogota: Bomberos de las estaciones #Candelaria, #Marichuela, #Venecia y #Restrepo aseguran el área en la Calle 80 sur con Carre…	    bombero estacionar   candelaria    marichuela    venecia y   restrepo asegurar área callar     sur carre	4	-1
2351	1066755313628573697	2018-11-25 13:07:40	BogotaTransito	#AEstaHora se habilita el carril mixto de la Carrera 7 sentido S-N, y carril de ciclovía recupera normalidad.	  a hora habilitar carril mixto carrera    sentir segundo n   y carril ciclovía recuperar normalidad	4	-1
569	1052157529885675520	2018-10-16 06:21:17	Citytv	RT @ArribaBogota: #Atención Clínica Jorge Piñeros Corpas está 'agonizando'. Con candados cierran las unidades de cuidados intensivos, pediá…	     atención clínico jorge piñeros corpa   agonizar    candar cerrar unidad cuidar intensivo   pediá	4	-1
1605	1061103069360984064	2018-11-09 22:47:40	Citytv	"""""""""""""""🎶'CALLA' 🎶""""""""""""""""Hago canciones para hacer conciencia sobre el maltrato a la mujer y rechazarlo"""""""""""""""": #MejorHablemos con María Mulata, nominada al #LatinGRAMMY | @claudiapalacios https://t.co/Tk9XEiuECA"""""""""""""""	    callar      canción concienciar maltratar a mujer y rechazarlo      hablar maría mulato   nominar   latingrammy      	4	-1
1991	1064511617805819904	2018-11-19 08:32:02	Citytv	► ¿Qué responden los secretarios de Movilidad y Ambiente, tras el anuncio de la restricción de camiones por la calle 13? Aquí @Bocarejo_JP y Francisco Cruz Prada dan sus declaraciones en #ArribaBogotá ⬇️ (Parte 1) https://t.co/SVSLregHCj	    responder secretario movilidad y ambientar   anunciar restricción camión callar         jp y francisco cruz prada declaración   bogotá          	4	-1
1992	1064511624806105088	2018-11-19 08:32:03	Citytv	► ¿Qué responden los secretarios de Movilidad y Ambiente, tras el anuncio de la restricción de camiones por la calle 13? Aquí @Bocarejo_JP y Francisco Cruz Prada dan sus declaraciones en #ArribaBogotá ⬇️ (Parte 2) https://t.co/QeUdQkWhIx	    responder secretario movilidad y ambientar   anunciar restricción camión callar         jp y francisco cruz prada declaración   bogotá          	4	-1
2545	1067857062896517122	2018-11-28 14:05:38	Citytv	#CityCubre Estos son los corredores viales que presentan dificultades► Avenida Primero de Mayo, sentido oriente-occidente► Carrera Décima, sentido sur-norte, a la altura de la calle 17► Avenida El Dorado hacia el occidente, después de carrera 68► Calle 80 y Avenida Boyacá https://t.co/buijlpDf3A	  city cubrir corredor vial presentar dificultad   avenir mayar   sentir orientar occidente   carrera 10   sentir sur norte   a altura callar      avenir dorar occidente   carrera      callar     y avenir boyacá  	4	-1
3534	1076155161700118528	2018-12-21 11:39:19	Citytv	#ElNoctámbulo ► La Policía incautó una tonelada de cocaína que era transportada en un camión por la Autopista sur #ArribaBogotá https://t.co/UwG0ra2PlB	  noctámbulo    policía incautar tonelada cocaína transportar camión autopista sur   bogotá  	4	-1
962	1055424440006258688	2018-10-25 06:42:49	Citytv	#ElNoctámbulo Se confirmó la muerte de una persona que estaba desaparecida tras el torrencial aguacero en Choachí, Cundinamarca. Además, tres vehículos y dos motocicletas quedaron atrapados entre el lodo #ArribaBogotá https://t.co/NFgkHfgXS8	  noctámbulo confirmar muerte personar desaparecido torrencial aguacero choachí   cundinamarca     vehículo y motocicleta quedar atrapar lodo   bogotá  	4	-1
2057	1064689978230345728	2018-11-19 20:20:46	Citytv	Al borde de la tragedia en el Tintal. El conductor de un vehículo particular se enfrentó a otro de una volqueta que minutos antes lo había estrellado. Todos los detalles de este hecho en minutos por #CityNoticias. https://t.co/Eif8bsNhcz	bordar tragedia tintal   conductor vehículo particular enfrentar a volqueta minuto estrellar   detalle minuto   city noticiar   	4	-1
1739	1062715052682178561	2018-11-14 09:33:07	RedapBogota	- Por la avenida NQS desde la calle 63 a la calle 53 al sur- Por la carrera 68 con avenida de Las Américas en sentido sur - norte	   avenir nqs callar     a callar     sur   carrera     avenir américas sentir sur    norte	4	-1
3218	1072887322411188225	2018-12-12 11:14:05	RedapBogota	@esrobado vehículo Renault Logan de placas VFA658 halado - Bogota - contry sur 9Dic18 #esrobado https://t.co/PI8u0Gy8fZ	   vehículo renault logan placa vfa     halar    bogota    contry sur   dic     esrobado  	4	-1
1242	1057958312732442624	2018-11-01 06:31:32	RedapBogota	Por la calle 80 entre la carrera 103 a la avenida Boyacá en sentido occidente -oriente y desde la carrera 110 A a la carrera 119	callar     carrera      a avenir boyacá sentir occidente   orientar y carrera      a a carrera    	4	-1
832	1054337466344357888	2018-10-22 06:43:35	RedapBogota	la calle 13 desde la carrera 116 a la carrera 90 al orientela avenida Ciudad de Cali desde la calle 42 Sur a la calle 16 al norte	callar     carrera      a carrera     orientela avenir ciudad cali callar     sur a callar     norte	4	-1
2950	1070991695473446912	2018-12-07 05:41:32	RedapBogota	EAAB informa, que hoy Viernes 07 Dic/18 en Bogotá no habrá programación de trabajos de mantenimiento y rehabilitación de redes, instalación de tuberías en obras viales y nuevas viviendas. Empresa de Acueducto y Alcantarillado de Bogotá D.C.	eaab informar   viernes     dic     bogotá programación trabajo mantenimiento y rehabilitación redar   instalación tubería obrar vial y vivienda   empresa acueducto y alcantarillar bogotá d c	4	-1
2251	1065924551085821952	2018-11-23 06:06:31	RedapBogota	EAAB informa, que hoy Viernes 23 Nov/18 en Bogotá no habrá programación de trabajos de mantenimiento y rehabilitación de redes, instalación de tuberías en obras viales y nuevas viviendas. Empresa de Acueducto y Alcantarillado de Bogotá D.C.	eaab informar   viernes     nov     bogotá programación trabajo mantenimiento y rehabilitación redar   instalación tubería obrar vial y vivienda   empresa acueducto y alcantarillar bogotá d c	4	-1
2632	1068482809344507904	2018-11-30 07:32:07	RedapBogota	Buena movilidad Autonorte sentido S - N desde Cll 80 hasta Cll 173. Tráfico lento desde Cll 173.	movilidad autonorte sentir segundo    n cll     cll       tráfico lento cll     	4	-1
1427	1060152168576114688	2018-11-07 07:49:08	RedapBogota	Buena movilidad Autonorte sentido S - N entre Cll 80 y 151. Fuerte Trancón desde Cll 151 hasta Cll 215.	movilidad autonorte sentir segundo    n cll     y       fuerte trancón cll      cll     	4	-1
2377	1067034912430149632	2018-11-26 07:38:42	RedapBogota	Buena movilidad Av Cra 9 sentido S - N entre Cll 100 y Cll 170.	movilidad av cra    sentir segundo    n cll      y cll     	4	-1
2517	1067798307156750336	2018-11-28 10:12:09	Citytv	#CityCubre Servicios de @TransMilenio, en la calle 26, están tomando el carril occidente-oriente. Los buses que circulan desde El Dorado transitan por el carril mixto. #SeMarchaPor #ParoNacionalSiga en vivo nuestra señal de @Citytv► https://t.co/Y7FrWKfeh5 https://t.co/Rwt2kWcMHj	  city cubrir servicio     callar      tomar carril occidente orientar   bus circular dorar transitar carril mixto    marchar   parir nacional seguir vivir señal       	4	-1
1675	1062093206140129285	2018-11-12 16:22:07	RedapBogota	ANI: Vía Desarrollo vial del Norte de Bogotá, la Concesionaria reporta actividad coordinada por DITRA, a las 4:00 pm, se habilita la carrera 7 sentido norte sur.	ani   vía desarrollar vial norte bogotá   concesionario reportar actividad coordinar ditra   a       pm   habilitar carrera    sentir norte sur	4	-1
2561	1067881041652850700	2018-11-28 15:40:55	BogotaTransito	@SoyMarceVargas Calle 26 habilitada en ambos sentidos para particulares y @TransMilenio	   callar     habilitar sentir particular y  	4	-1
3569	1076560616096178176	2018-12-22 14:30:27	BogotaTransito	📢#AEstaHora presentamos bajas velocidades en la calle 13, Autosur, Autonorte y carrera 7 por este #PlanÉxodo.Mantente al tanto de nuestros reportes para que elijas el momento indicado de salir. https://t.co/O29PcY6xG5	   a hora presentar bajo velocidad callar      autosur   autonorte y carrera      planéxodo mantente reporte elegir indicar salir   	4	-1
2676	1068536978134769664	2018-11-30 11:07:22	BogotaTransito	@trafico_transer Buen día, a la hora no tenemos reportes de afectación vial debido a paro camionero, estamos atentos a reportes y continuamos monitoreando corredor de la calle 13, Av. Cali y Cl 26.	   transer   a hora reporte afectación vial a parir camionero   atento a reporte y continuar monitoreando corredor callar      av   cali y centilitro    	4	-1
1345	1059605059930075136	2018-11-05 19:35:07	BogotaTransito	📊Estado de la movilidad #AEstaHora en las entradas y salidas de Bogotá por Choachí, Calera, Suba-Cota, Autopista Sur, Vía al Llano, Autopista Norte, Cr. 7, Calle 13 y Calle 80, durante el #PlanRetorno. https://t.co/iZoX5UnPDr	  movilidad   a hora entrar y salir bogotá choachí   calero   subir cotar   autopista sur   vía llano   autopista norte   cr      callar     y callar        plan retornar   	4	-1
157	1048413609473318912	2018-10-05 22:24:17	Citytv	"""""""""""""""""""""""""""""""Si no estoy de acuerdo con procesiones  religiosas, no les voy a prohibir que pasen por mi calle"""""""""""""""": #MejorHablemos con Wimmar Roa Cediel, @LaboratorioRock de la @UNColombia y Hans J. Vollet Bass, músico y seguidor del heavy metal."""""""""""""""	    procesión   religioso   a prohibir pasar callar      hablar wimmar roer cediel        y hans j   vollet bass   músico y seguidor heavy metal  	4	-1
1882	1063589498783756290	2018-11-16 19:27:51	Citytv	#A50KmPorHora Este viernes inició la medida de reducción del límite de velocidad de 60 a 50km/h en los corredores de: la Avenida Américas, Boyacá, Ciudad de Cali, la Calle 80 y la carrera 68. #CityNoticias https://t.co/93vx4st0jp	  a   kilómetro hora viernes iniciar medir reducción límite velocidad     a    kilómetro hora corredor   avenir américas   boyacá   ciudad cali   callar     y carrera       city noticiar  	4	-1
1870	1063547988969250822	2018-11-16 16:42:54	Citytv	#Bogotá Hoy empieza a regir la disminución de velocidad en Bogotá. La media aplica en Las Américas, Boyacá, Ciudad de Cali, 68 y Calle 80. Presenta @mbechandia en #FueraDelEstudio https://t.co/iL8XPnjux1	  bogotá empezar a regir disminución velocidad bogotá   medio aplicar américas   boyacá   ciudad cali      y callar      presentar      estudiar  	4	-1
538	1051647605506236419	2018-10-14 20:35:02	Citytv	#CityNoticiasFDS Desde noviembre, la calle 85 tendrá un carril exclusivo para ciclistas, entre la autopista Norte y la carrera 11. Además, durante las noches se realizarán mantenimientos de las ciclorrutas de Chapinero y Teusaquillo.	  city noticiasfds noviembre   callar     carril exclusivo ciclista   autopista norte y carrera        noche realizar mantenimiento ciclorrutas chapinero y teusaquillo	4	-1
92	1047617448806158347	2018-10-03 17:40:38	Citytv	#FueraDelEstudio Atención a las nuevas medidas de disminución de velocidad. Límite será de 50 a 60 kilómetros por hora. Esto aplicará para los vehículos que transitan por las Avenidas Boyacá, Américas, Ciudad de Cali, 68 y calle 80. Presenta @mbechandia https://t.co/l99UtNBOiv	  estudiar atención a medir disminución velocidad   límite     a     kilómetro hora   aplicar vehículo transitar avenir boyacá   américas   ciudad cali      y callar      presentar    	4	-1
21	1046898835396726784	2018-10-01 18:05:07	Citytv	#NoEsHoraDeCallar El atroz crimen contra Génesis Rua que enluta a Colombia ▶https://t.co/nDiD5fzvpa https://t.co/FMSxMHmilB	  hora callar atroz crimen génesis rua enlutar a colombia     	4	-1
3599	1076958958596833290	2018-12-23 16:53:19	RedapBogota	@SectorSalud Informan de Señora teniendo un infarto en la carrera séptima con calle 20 al frente de la etb se necesita ambulancia urgente	   informar señor tener infartar carrera séptimo callar     frente etb necesitar ambulancia urgente	4	-1
3786	1078429342064087040	2018-12-27 18:16:06	RedapBogota	@esrobado moto NKD 125 color rojo mate placa MFQ88E Cel 3202665898 Fusagasugá calle 6 #7-55 27Dic18 #esrobado	   moto nkd      color rojo matar placa mfq   e cel             fusagasugá callar            dic     esrobado	4	-1
1646	1061713049810296832	2018-11-11 15:11:31	RedapBogota	@esrobado Moto NS 200. ROJO ECLIPCE.  placa  WKA 52C  modelo 2014 modalidad HALADA  barrios unido calle 72 con 29 #esrobado https://t.co/oULCW7x4YM	   moto ns       rojo eclipce    placa   wka    c   modelar       modalidad halar   barrio unir callar          esrobado  	4	-1
684	1052935595176144897	2018-10-18 09:53:03	RedapBogota	Buque de EE.UU. Cruza Panamá Para Atender Venezolanos, Exfutbolista Es Sentenciado, Medidas Ambientales y de Movilidad En Corredor De La Cl 13, Mueren Miembros Del Clan Del Golfo, Secuestran Para ‘vender’ Víctimas en Redes, https://t.co/Sb45Qr7lRa	buque ee uu   cruzar panamá atender venezolano   exfutbolista sentenciar   medir ambiental y movilidad corredor centilitro      morir miembro clan golfo   secuestrar   vender   víctima redar   	4	-1
