	id_tweet	created_at	user_name	text	clean	subsubcluster
4261	1060677892064067586	2018-11-08 18:38:10	RedapBogota	Autonorte con calle 100 En la estación están bloqueando en ambos sentidos	autonorte callar      estación bloquear sentir	1
4526	1061710189894795264	2018-11-11 15:00:09	RedapBogota	Ya hay  recursos en la carrera 11 calle 85 choque con lesionados	  recurso carrera     callar     chocar lesionar	1
5240	1063780079032041472	2018-11-17 08:05:09	RedapBogota	Sitp Z15-4289 varado en la Av 1 de mayo subida puente cr 68 congestiona la vía	sitp z         varar av    mayar subir puente cr     congestionar vía	1
5344	1064528489875980288	2018-11-19 09:39:04	RedapBogota	"""""""RT: """"""""Av boyacá con 9 salida de Castilla,. Trancon por falta de presencia de tránsito.""""""""  @TransitoPolicia @BogotaTransito @SectorMovilidad https://t.co/cP3SwfdvA5"""""""	      av boyacá    salir castilla    trancon falto presenciar tránsito            	1
5876	1065973284305584128	2018-11-23 09:20:10	RedapBogota	la cl 19 se está presentando un trancón hacia el occidente desde la carrera 19 a la carrera 24	centilitro     presentar trancón occidente carrera     a carrera   	1
6038	1067008241144684544	2018-11-26 05:52:43	RedapBogota	Reportan por medios  que la avenida esperanza con  50 se rompió un tubo de agua generando q un poste y un semáforo se cayeran	reportar medio   avenir esperanzar      romper tubo aguar generar q poste y semáforo caer	1
6050	1067034954951991298	2018-11-26 07:38:52	RedapBogota	Tráfico lento Cra 9 sentido N - S entre Cll 148 y 134.	tráfico lento cra    sentir n    segundo cll      y     	1
6810	1069551149278273538	2018-12-03 06:17:19	RedapBogota	Calle 26 hacia el Oriente con congestión desde la carrera 69 hasta la carrera 57	callar     orientar congestión carrera     carrera   	1
6848	1069611413923135494	2018-12-03 10:16:48	RedapBogota	la avenida Las Américas está presentando congestión hacia el Oriente desde la carrera 56 hasta la carrera 43	avenir américas presentar congestión orientar carrera     carrera   	1
7558	1071816830661128192	2018-12-09 12:20:20	RedapBogota	Carrera 20 calle 184 choque simple Se requiere transito	carrera     callar      chocar simple requerir transitar	1
7820	1072847209111175168	2018-12-12 08:34:41	RedapBogota	avenida El Dorado está presentando congestión hacia el Oriente desde la carrera 70 hasta la avenida carrera 68	avenir dorar presentar congestión orientar carrera     avenir carrera   	1
7826	1072868109696950273	2018-12-12 09:57:44	RedapBogota	cl 63 al oriente presenta congestión desde la Glorieta de la carrera 60 hasta la carrera 28	centilitro     orientar presentar congestión glorieta carrera     carrera   	1
7950	1073232858389598208	2018-12-13 10:07:07	RedapBogota	Avenida carrera 68 congestionada hacia el norte desde el parque El Salitre hasta la Calle 80 por choque	avenir carrera     congestionar norte parque salitre callar     chocar	1
8397	1074991662848446464	2018-12-18 06:35:59	RedapBogota	@JotaVolatil Una tractomula se llevó a un motociclista por los cementerios de la salida de la 80 hay trancón	   tractomula llevar a motociclista cementerio salir     trancón	1
8927	1076847562307579904	2018-12-23 09:30:40	RedapBogota	8:55 fue reportado un articulado con conato de incendio en la estación mazuren Atendió policía	      reportar articular conato incendiar estación mazuren atender policía	1
8940	1076919489156038656	2018-12-23 14:16:29	RedapBogota	Choque simple en la Avenida de Las Américas sobre el puente de la Avenida boyacá Oriente occidente trancón se necesita tránsito	chocar simple avenir américas puente avenir boyacá orientar occidente trancón necesitar tránsito	1
9263	1078819331700654085	2018-12-28 20:05:46	RedapBogota	Se presenta choque simple en el puente vehicular de la Av Cali con 13 n-s, congestión en la zona, se solicita apoyo de tránsito	presentar chocar simple puente vehicular av cali     n segundo   congestión zona   solicitar apoyar tránsito	1
273	1047474690191704064	2018-10-03 08:13:21	RedapBogota	ACCIDENTALIDADCR 7 X CLL 102 N-S: colision entre 2 camionetas.	accidentalidadcr    x cll      n segundo   colision    camioneta	1
1154	1050063201675694081	2018-10-10 11:39:11	RedapBogota	se reportan Fuertes lluvias en este momento en el sector de Kennedy	reportar fuerte lluvia sector kennedy	1
2284	1053803731244978176	2018-10-20 19:22:42	RedapBogota	Inician lluvias y tormenta eléctrica sector Avda 1 de Mayo, Autosur, Puente Aranda.	iniciar lluvia y tormenta eléctrico sector avda    mayar   autosur   puente aranda	1
2731	1055431696382779392	2018-10-25 07:11:40	RedapBogota	frente al hospital de kennedy una moto chocó a una señora y a su esposo, las personas intentan ingresar a la señaor al hospital.	frente hospital kennedy moto chocar a señor y a esposar   personar ingresar a señaor hospital	1
3006	1056284683661701121	2018-10-27 15:41:08	RedapBogota	@AguasDeBogota @BomberosBogota Informan Avenida circunvalar con calle 6a hidrante suelto botando todo el agua	     informar avenir circunvalar callar   a hidrante soltar botar aguar	1
3213	1057242499574624257	2018-10-30 07:07:09	RedapBogota	otro tramo para Primero de Mayo congestionada desde la 68 y pasa la avenida carrera 68 hasta la carrera 52	tramar mayar congestionar     y paso avenir carrera     carrera   	1
3597	1058321604013375488	2018-11-02 06:35:07	RedapBogota	RT @felipeal_87: @TransMilenio trancon en el portal de usme esto no mejora https://t.co/vQ2N462TmE	         trancon portal usme mejorar  	1
3772	1058893796925149184	2018-11-03 20:28:49	RedapBogota	@TransitoPolicia @SectorMovilidad Taxista en esta de embriaguez choco otro vehículo y se da a la fuga.La comunidad lo detuvo más adelante.Crr 86a # 84a-25	     taxista embriaguez chocar vehículo y a fugar comunidad detener crr    a      a   	1
3888	1059818053834285056	2018-11-06 09:41:29	RedapBogota	Avenida Ciudad de Cali calle 153 semáforos en intermitencia.	avenir ciudad cali callar      semáforo intermitencia	1
3910	1059872126017196033	2018-11-06 13:16:20	RedapBogota	bus escolar varado por la Cali de Sur a Norte al frente de la agustiniana Esa es la información que tenemos @BogotaTransito @TransitoPolicia https://t.co/70sQl20ObH	bus escolar varar cali sur a norte frente agustiniana información      	1
3947	1059955000997220352	2018-11-06 18:45:39	RedapBogota	un motero golpea a una señor con la moto en la carrea 144 con calle 143 en bilbao.	motero golpear a señor moto carrea      callar      bilbao	1
3950	1059956704069238785	2018-11-06 18:52:25	RedapBogota	caracas con calle 70 hacia el norte un taxista que estrelló a un auto.	caracas callar     norte taxista estrellar a auto	1
4666	1062402774275637249	2018-11-13 12:52:14	RedapBogota	@TransitoPolicia @BogotaTransito @SectorMovilidad Av circunvalar con CL 26 A hay un hueco de lado a lado expuesto. @UMVbogota https://t.co/xWw10u7Ejs	       av circunvalar centilitro     a hueco a exponer     	1
4766	1062675877673222144	2018-11-14 06:57:27	RedapBogota	Buen día semáforos fuera de servicio y otros inteemitentes Calle 53 despues de la Boyacá, Avda Rojas, Jardín Botánico	semáforo servicio y inteemitentes callar     boyacá   avda rojo   jardín botánico	1
5466	1064840592411246592	2018-11-20 06:19:15	RedapBogota	Buenos días a la hora fuerte congestión vehicular ingresando a Bogotá por la calle 13, se desconoce la causa	a hora fuerte congestión vehicular ingresar a bogotá callar      desconocer causar	1
5996	1066434433996255232	2018-11-24 15:52:37	RedapBogota	@SectorMovilidad @TransitoPolicia @BogotaTransito Semáforos av suba con cd  calí apagados	       semáforo av subir cd   calí apagar	1
6049	1067034840225206272	2018-11-26 07:38:25	RedapBogota	Rt A esta hora reportan bus Ruta M51 varado en pleno portal américas	a hora reportar bus ruta metro    varar pleno portal américas	1
6173	1067383634263515137	2018-11-27 06:44:24	RedapBogota	Rt Accidente de tránsito con herido en la Calle 13 * 106 Ori - Occ,	accidentar tránsito herir callar           ori    occ	1
4315	1060858057402527744	2018-11-09 06:34:05	RedapBogota	calle 191 con carrera séptima lesionado en accidente de tránsito	callar      carrera séptimo lesionar accidentar tránsito	1
5285	1064186040334856197	2018-11-18 10:58:18	RedapBogota	El trancon de la autopista llega desde la 106 hasta la 153 Por el accidente en transmilenio	trancon autopista llegar           accidentar transmilenio	1
1017	1049772114931265538	2018-10-09 16:22:30	BogotaTransito	📢#Atención: se presentan nuevas manifestaciones en la carrera 7 con calle 40 con un aforo aproximado de 150 personas que bloquean ambos sentidos de la vía. https://t.co/PU8ZXt1PLB	   atención   presentar manifestación carrera    callar     aforo aproximar      personar bloquear sentir vía   	2
3493	1058023503675510784	2018-11-01 10:50:35	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Candelaria aseguran en área en la Carrera 80i con 63 Sur, debido a que un bus de servicio públ…	    bombero estación   candelaria asegurar área carrera    i     sur   a bus servicio públ	2
4271	1060689595560611840	2018-11-08 19:24:40	BogotaTransito	📢#Atención: usuarios impiden el paso de buses duales de @TransMilenio en la carrera 7 con calle 80 en dirección al norte y bloquean la vía.	   atención   usuario impedir pasar bus dual    carrera    callar     dirección norte y bloquear vía	2
4972	1063112119145717760	2018-11-15 11:50:55	BogotaTransito	📢#Atención: Continúa salida de estudiantes de la U. Nacional sobre la NQS con Calle 45. Continúan cerrados ambos sentidos de la NQS. Al finalizar la salida, se habilitará el flujo norte sur. No habrá paso sentido sur norte en la NQS desde la Calle 45 hacia el norte.	   atención   continuar salir estudiante u   nacional nqs callar      continuar cerrar sentir nqs   finalizar salir   habilitar flujo norte sur   pasar sentir sur norte nqs callar     norte	2
6612	1068476791654879233	2018-11-30 07:08:13	BogotaTransito	Se presenta incendio vehicular en la Av. Villavicencio  con Av. Gaitan Cortes. 🚑 y 🚒 @BomberosBogota en el punto.	presentar incendiar vehicular av   villavicencio   av   gaitan corte     y      punto	2
1458	1050761195861540864	2018-10-12 09:52:45	BogotaTransito	Un grupo de 30 personas, al parecer psicólogos, se desplazan por la calle 72 con carrera 7 hacia el oriente. Los manifestantes ocupan un carril. Se asigna unidad de 👮🏻‍♀️@TransitoBta. https://t.co/N5ZAKNFJox	grupo     personar   parecer psicólogo   desplazar callar     carrera    orientar   manifestante ocupar carril   asignar unidad          	2
6340	1067799967786590208	2018-11-28 10:18:45	BogotaTransito	📢#Atención: Marchantes se toman la calzada norte sur de la Carrera 7, frente al Parque Nacional. Para transitar al sur, tome la Carrera 13 en la CL 46 o CL 39.	   atención   marchante tomar calzar norte sur carrera     frente parque nacional   transitar sur   tomar carrera     centilitro     o centilitro    	2
4	1046717180014940160	2018-10-01 06:03:17	RedapBogota	Urgente  gran mancha de aceite o residuos en la las américas Por dejado del puente que sale a banderas sentido Tintal banderasPRECAUCION	urgente   manchar aceitar o residuo américas dejar puente salir a bandera sentir tintal banderasprecaucion	2
425	1047821812401426432	2018-10-04 07:12:42	RedapBogota	Avenida nqs congestionada desde antes de la autopista Norte hacia el sur hasta la calle 63	avenir nqs congestionar autopista norte sur callar   	2
752	1048702754414317570	2018-10-06 17:33:15	RedapBogota	@TransitoPolicia @TransitoBta @SectorMovilidad Autopista Norte con 108 sentido norte-sur gran inundación en el carril lateral @AguasDeBogota	       autopista norte      sentir norte sur inundación carril lateral  	2
954	1049612129647689737	2018-10-09 05:46:47	RedapBogota	RT @albaclopatosky: choque en autosur volqueta carro rojo al lado estación Madelena trancon infernal @BogotaTransito @NoticiasBta @WazeTraf…	    chocar autosur volqueta carro rojo estación madelena trancon infernal       	2
1845	1052545273501761538	2018-10-17 08:02:03	RedapBogota	Fuerte trancón por la avenida El Dorado hacia el Oriente desde la carrera 103 hasta la avenida rojas;	fuerte trancón avenir dorar orientar carrera      avenir rojo	2
1846	1052545339423641600	2018-10-17 08:02:18	RedapBogota	avenida nqs congestionada desde el estadio el campín hasta el cruce con la autopista Norte en el sentido sur-norte;	avenir nqs congestionar estadio campín cruzar autopista norte sentir sur norte	2
3055	1056875303350558722	2018-10-29 06:48:02	RedapBogota	Avenida boyacá está presentando congestión hacia el norte desde la calle 20 hasta la avenida El Dorado	avenir boyacá presentar congestión norte callar     avenir dorar	2
3214	1057242606969724929	2018-10-30 07:07:34	RedapBogota	la avenida Las americas totalmente trancada en el sector de banderas desde la glorieta hasta la avenida boyacá	avenir americas totalmente trancar sector bandera glorieta avenir boyacá	2
3462	1057958273926733824	2018-11-01 06:31:23	RedapBogota	CONGESTIÓN POR ALTO AFORO VEHICULARPor la autopista Sur desde el puente vehicular Terreros hasta la carrera 63 en sentido Soacha Bogotá	congestión alto aforo vehicular autopista sur puente vehicular terrero carrera     sentir soacha bogotá	2
3465	1057963968482983936	2018-11-01 06:54:00	RedapBogota	la avenida Las Américas hacia el Oriente completamente trancada también desde la Glorieta de banderas pasa la avenida boyacá pasa la avenida 68 hasta los outlets de las Américas	avenir américas orientar completamente trancar glorieta bandera paso avenir boyacá paso avenir     outlets américas	2
3466	1057964008354050048	2018-11-01 06:54:10	RedapBogota	la avenida Las Américas hacia el Oriente completamente congestionada antes de los puentes del sistema de Puente Aranda carrera 56 hasta el cruce con la avenida la esperanza	avenir américas orientar completamente congestionar puente sistema puente aranda carrera     cruzar avenir esperanzar	2
3468	1057964106186141698	2018-11-01 06:54:33	RedapBogota	congestión también en la avenida El Dorado del cruce con la Avenida de Las Américas hacia el Oriente hasta el cementerio central Avenida Caracas	congestión avenir dorar cruzar avenir américas orientar cementerio central avenir caracas	2
3918	1059893671611502592	2018-11-06 14:41:57	RedapBogota	Calle 63 con 60 semáforo con bombillo dañado	callar         semáforo bombillo dañar	2
3949	1059956215122407426	2018-11-06 18:50:29	RedapBogota	en la avenida 68 con calle 13 hay mucho trancon por un Sitp que estrelló a una moto hacia el sur.	avenir     callar     trancon sitp estrellar a moto sur	2
4530	1061719174630830080	2018-11-11 15:35:51	RedapBogota	Informan accidente con lesionado Calle 13 con 120 ya hay recursos	informar accidentar lesionar callar          recurso	2
4599	1062088084257423367	2018-11-12 16:01:46	RedapBogota	Se informa que del accidente de la avenida mutis con 103 salieron en total 5 lesionados	informar accidentar avenir mutis      salir    lesionar	2
4644	1062326245218811905	2018-11-13 07:48:08	RedapBogota	Calle 88 entre 13 y 14 bomberos con la ME-45 está trozando un árbol el cual cae a la vía sin lesionados.	callar         y     bombero     trozar árbol caer a vía lesionar	2
5101	1063401679503179776	2018-11-16 07:01:32	RedapBogota	semáforo que da paso a TM hacia la estación héroes se encuentra apagado y el semáforo de la cra 15*77 intermitente toda la intersección, paso a riesgo en los lugares mencionados	semáforo pasar a tm estación héroe apagar y semáforo cra        intermitente intersección   pasar a riesgo lugar mencionar	2
5282	1064160706524794880	2018-11-18 09:17:38	RedapBogota	Autopista Norte sentido Norte sur a la altura de la pepe Sierra, hay una fatalidad en la calzada de transmilenio.	autopista norte sentir norte sur a altura pepe serrar   fatalidad calzar transmilenio	2
5406	1064664135848419329	2018-11-19 18:38:05	RedapBogota	en la carrera 40 con calle 22 un vehiculo oficial colisiona contra un taxi.	carrera     callar     vehicular oficial colisionar taxi	2
5408	1064666826532106243	2018-11-19 18:48:46	RedapBogota	En la carrera 7 con calle 127 al sur dos vehiculos se chocaron.	carrera    callar      sur vehiculos chocar	2
5409	1064667007398891521	2018-11-19 18:49:29	RedapBogota	por la calle 80 con boyaca una camioneta y un vehiculo se estrellan, frente a titan plaza al occidente	callar     boyaca camioneta y vehicular estrellar   frente a titan plaza occidente	2
5490	1064902789690810368	2018-11-20 10:26:24	RedapBogota	Rt Incidente de tránsito en la Tv3 Bis Este * 49 involucrado SITP Z10-4274, se solicita Transito	incidente tránsito tv   bis       involucrar sitp z          solicitar transitar	2
5713	1065586027383926785	2018-11-22 07:41:21	RedapBogota	Reportan cra 7 excelente movilidad entre calles 128 y 45	reportar cra    excelente movilidad calle      y   	2
5718	1065589004400246785	2018-11-22 07:53:10	RedapBogota	la Calle 34 está presentando congestión hacia el Oriente desde el cruce con Avenida El Dorado hasta la carrera 13	callar     presentar congestión orientar cruzar avenir dorar carrera   	2
5867	1065961085331783681	2018-11-23 08:31:41	RedapBogota	Dos articulados varados en la 72 con Caracas.. ya están agilizando... de norte a sur...	articular varar     caracas    agilizar     norte a sur   	2
5879	1065975864695943169	2018-11-23 09:30:25	RedapBogota	la avenida boyacá está presentando congestión hacia el norte desde mundo Aventura calle 2a hasta la calle 19	avenir boyacá presentar congestión norte mundo aventurar callar   a callar   	2
6123	1067241645253558273	2018-11-26 21:20:11	RedapBogota	Avenida Caracas Sur Norte con Avenida Primero de Mayo// colisión/ afectación movilidad	avenir caracas sur norte avenir mayar    colisión   afectación movilidad	2
6496	1068109274319069184	2018-11-29 06:47:50	RedapBogota	RT @MarthaECamargo: Accidente de tractomula en la 116 con Autonorte causa monumental trancón en sentido sur-norte @rcnradio @Jocrogo https:…	    accidentar tractomula      autonorte causar monumental trancón sentir sur norte      https  	2
6618	1068484700795219968	2018-11-30 07:39:38	RedapBogota	congestión en la avenida carrera séptima hacia el norte desde la calle 28 hasta la 65	congestión avenir carrera séptimo norte callar       	2
6619	1068490671034646528	2018-11-30 08:03:22	RedapBogota	avenida Caracas hacia el norte presenta congestión en la curva de San Carlos desde la diagonal 45 Sur hasta la calle 36 Sur	avenir caracas norte presentar congestión curvo santo carlos diagonal     sur callar     sur	2
6621	1068494604167725056	2018-11-30 08:18:59	RedapBogota	carrera séptima está presentando congestión hacia el sur desde la calle 84 hasta la calle 72	carrera séptimo presentar congestión sur callar     callar   	2
6622	1068494680998977542	2018-11-30 08:19:18	RedapBogota	calle 94 está presentando congestión hacia el Oriente desde la autopista Norte hasta la carrera séptima	callar     presentar congestión orientar autopista norte carrera séptimo	2
6623	1068494829951299585	2018-11-30 08:19:53	RedapBogota	congestión de la calle 100 hacia el occidente desde la carrera 49 hasta la carrera 68	congestión callar      occidente carrera     carrera   	2
6640	1068551518935269376	2018-11-30 12:05:09	RedapBogota	Informan de incendio estructural en la calle novena 30-15 sector del ricaurte ya van los bomberos	informar incendiar estructural callar 9        sector ricaurte bombero	2
6809	1069550310161608707	2018-12-03 06:13:59	RedapBogota	la avenida calle 100 está presentando congestión desde la calle 63 al norte hasta la autonorte	avenir callar      presentar congestión callar     norte autonorte	2
6811	1069551208229163008	2018-12-03 06:17:33	RedapBogota	av boyaca está presentando congestión en todo el sector de bavaria iniciando antes de la Avenida Primero de Mayo hacia el norte hasta la calle 19	av boyaca presentar congestión sector bavaria iniciar avenir mayar norte callar   	2
6847	1069611197211860992	2018-12-03 10:15:56	RedapBogota	congestion en la avenida boyacá hacia el norte desde la calle cuarta hasta la calle 19	congestion avenir boyacá norte callar cuartar callar   	2
6849	1069611786024951808	2018-12-03 10:18:16	RedapBogota	congestion en la ak  68 hacia el norte desde la calle tercera hasta la Calle 17 y otro tramo congestionado desde la calle 17 hasta la calle 22 cruce con la con el ferrocarril en el sector del espectador	congestion ak      norte callar callar     y tramar congestionar callar     callar     cruzar ferrocarril sector espectador	2
7394	1071033379611664386	2018-12-07 08:27:11	RedapBogota	la avenida El Dorado presentando gran trancón hacia el Oriente desde el sector de la avenida rojas hasta la avenida carrera 30	avenir dorar presentar trancón orientar sector avenir rojo avenir carrera   	2
7552	1071798673678442496	2018-12-09 11:08:11	RedapBogota	Accidente vehículo sobre vía TransMilenio calle 128 al sur vía rápida carril 3, se requiere movilidad	accidentar vehículo vía trans milenio callar      sur vía rápido carril     requerir movilidad	2
7823	1072863727408439297	2018-12-12 09:40:20	RedapBogota	avenida nqs trancón hacia el norte desde el sector del estadio el campín hasta la calle 63	avenir nqs trancón norte sector estadio campín callar   	2
7825	1072866288072970240	2018-12-12 09:50:30	RedapBogota	avenida suba está presentando congestión hacia el Oriente desde la calle 100 hasta el cruce con la NQS	avenir subir presentar congestión orientar callar      cruzar nqs	2
7827	1072868281097236486	2018-12-12 09:58:25	RedapBogota	avenida nqs está presentando congestión desde el estadio el campín hacia el norte hasta la calle 92	avenir nqs presentar congestión estadio campín norte callar   	2
7828	1072868564242055168	2018-12-12 09:59:33	RedapBogota	Avenida nqs hacia el sur presentando congestión desde la calle 62 hasta la calle 41	avenir nqs sur presentar congestión callar     callar   	2
7830	1072869791046623237	2018-12-12 10:04:25	RedapBogota	la carrera séptima está presentando congestión hacia el sur desde la calle 100 hasta la calle 94 , hacia el norte desde la calle 86 a la calle 100	carrera séptimo presentar congestión sur callar      callar       norte callar     a callar    	2
7949	1073232114684968961	2018-12-13 10:04:10	RedapBogota	Avenida carrera 68 congestionada hacia el norte desde kr 63 hasta la llegada a la autopista Norte	avenir carrera     congestionar norte kr     llegar a autopista norte	2
7951	1073233622801502209	2018-12-13 10:10:10	RedapBogota	avenida carrera 68 bastante trancada desde Carrera 78 metrópolis hacia el sur hasta la calle 64	avenir carrera     trancar carrera     metrópolis sur callar   	2
7953	1073233927916150786	2018-12-13 10:11:22	RedapBogota	avenida boyacá hacia el norte congestionada desde la calle 26 hasta la calle 69	avenir boyacá norte congestionar callar     callar   	2
7954	1073234388413022209	2018-12-13 10:13:12	RedapBogota	avenida boyacá hacia el sur congestionada desde la calle 73 hasta la calle 24	avenir boyacá sur congestionar callar     callar   	2
7955	1073234652192751617	2018-12-13 10:14:15	RedapBogota	congestión Sobre la avenida calle 80 hacia el Oriente desde la carrera 70 hasta la carrera 68	congestión avenir callar     orientar carrera     carrera   	2
7958	1073236141007138816	2018-12-13 10:20:10	RedapBogota	calle 63 trancada al Oriente desde la carrera 96 hasta la tv 85	callar     trancar orientar carrera     tv   	2
7963	1073241262394916864	2018-12-13 10:40:31	RedapBogota	avenida boyacá hacia el norte congestionada desde la primera de mayo hasta la avenida Calle 13	avenir boyacá norte congestionar mayar avenir callar   	2
8517	1075353251686612993	2018-12-19 06:32:48	RedapBogota	Trancon avenida suba norte a sur estación de gratamira	trancon avenir subir norte a sur estación gratamira	2
8936	1076900677048287237	2018-12-23 13:01:43	RedapBogota	Rt Av ciudad de Cali con calle 38 sur semáforos intermitentes en amarillo, se requiere apoyo semaforizacion	av ciudad cali callar     sur semáforo intermitente amarillo   requerir apoyar semaforizacion	2
