	id_tweet	created_at	user_name	text	clean	cluster	subcluster
649	1053322161333682178	2018-10-19 11:29:07	Citytv	#ArribaBogotá Trabajador murió atrapado en un molino de harina. Las autoridades encontraron su cuerpo bajo al menos 1.200 toneladas de harina en una fábrica de Puente Aranda ► https://t.co/pp2WAtd5Ex https://t.co/UvwLYI1QuH	  bogotá trabajador morir atrapar molino harina   autoridad encontrar cuerpo        tonelada harina fábrica puente aranda      	5	0
255	1049273979616342016	2018-10-08 07:23:05	Citytv	#ArribaBogotá ¡Qué bonita familia! Fueron capturados padre, esposa, hijastras y sobrinos que conformaban la banda 'Los Pinos', dedicada al microtráfico, especialmente en Chapinero. También se les atribuyen varios homicidios. Autoridades estaban tras su pista hace 6 meses. https://t.co/G5IDdUpiPQ	  bogotá   bonito familia   capturar padre   esposo   hijastro y sobrino conformar banda   pino    dedicar microtráfico   especialmente chapinero   atribuir homicidio   autoridad pistar    mesar   	5	0
1925	1065573437811408897	2018-11-22 06:51:19	Citytv	#ArribaBogotá ► Autoridades continúan en operativos en la calle 23 con carrera 17. Desde anoche, varios uniformados han ingresado a locales comerciales, en busca de redes de trata de personas. Cerca de 18 estructuras delincuenciales fueron desarticuladas. https://t.co/yS5ORJo8Ff	  bogotá    autoridad continuar operativo callar     carrera      anoche   uniformar ingresar a local comercial   buscar redar personar       estructurar delincuencial desarticular   	5	0
316	1049637960008785920	2018-10-09 07:29:25	Citytv	#CityLeCuenta ► Continúa la falta de cultura en @TransMilenio. Por ende, las autoridades realizan campañas y controles en ciertas estaciones. Licor, droga y exhibiciones son otros de los principales problemas de este sistema de transporte #ArribaBogotá https://t.co/HAeidS8DGG	  city    continuar falto cultura     ende   autoridad realizar campaña y controlar estacionar   licor   drogar y exhibición principal problema sistema transportar   bogotá  	5	0
2079	1067264269010513921	2018-11-26 22:50:05	Citytv	#CityNoticias  En la tarde se presentó un incendio en el sector de Paloquemao. Bomberos de las estaciones Central, Puente Aranda y Restrepo controlaron las llamas. Autoridades no reportaron heridos por el hecho. https://t.co/a2Kvt7mfT6	  city noticiar   presentar incendiar sector paloquemao   bombero estacionar central   puente aranda y restrepo controlar llamar   autoridad reportar herir   	5	0
2897	1075195919417659393	2018-12-18 20:07:38	Citytv	#CityNoticias  Residentes del barrio San Rafael capturaron y casi linchan a un hombre que ingresó a una de las viviendas del sector a desocupar la casa https://t.co/QHViJqRWur	  city noticiar   residente barrio santo rafael capturar y linchar a hombre ingresar a vivienda sector a desocupar casar  	5	0
2408	1070156329656958976	2018-12-04 22:22:06	Citytv	#CityNoticias Así fue el enfrentamiento a piedra entre barras de Millonarios y Santa Fe en el sector de Fontanar del Río, en la localidad de Suba. Vecinos pidieron a las autoridades aumentar los patrullajes ante los constantes ataques entre jóvenes. https://t.co/uZnsRcGrCb	  city noticiar enfrentamiento a piedra barrer millonario y santo fe sector fontanar reír   localidad subir   vecino pedir a autoridad aumentar patrullaje constante ataque joven   	5	0
2731	1073061736297701378	2018-12-12 22:47:09	Citytv	#CityNoticias Autoridades desmantelaron a clan familiar que montó un centro de entrenamiento de jíbaros en la localidad de Rafael Uribe Uribe. Nueve personas fueron capturadas https://t.co/gVckbDpCNf	  city noticiar autoridad desmantelar a clan familiar montar centrar entrenamiento jíbaro localidad rafael uribe uribe   nueve personar capturar  	5	0
2581	1071253743604297730	2018-12-07 23:02:50	Citytv	#CityNoticias Autoridades implementaron el 'Plan Navidad', el cual será un trabajo articulado entre la Policía y el Ejército. Al día de hoy, han incautado una tonelada y media de pólvora. https://t.co/tNv3nfggdw	  city noticiar autoridad implementar   plan navidad    articular policía y ejército     incautar tonelada y medio pólvora   	5	0
2391	1070123955023949824	2018-12-04 20:13:27	Citytv	#CityNoticias Cinco vehículos afectados dejó un enfrentamiento a piedra entre barras de Millonarios y Santa Fe en el sector de Fontanar del Río, en la localidad de Suba. Vecinos pidieron a las autoridades aumentar los patrullajes ante los constantes ataques entre jóvenes. https://t.co/QOP4Ifzwug	  city noticiar vehículo afectar enfrentamiento a piedra barrer millonario y santo fe sector fontanar reír   localidad subir   vecino pedir a autoridad aumentar patrullaje constante ataque joven   	5	0
21	1046932151239892993	2018-10-01 20:17:30	Citytv	#CityNoticias Denuncian presunto abuso de autoridad. El conductor de un taxi, acusado de hurtar un celular, fue esposado y golpeado por varios agentes de la policía en el barrio Veinte de julio. Al  hombre le dieron 10 días de incapacidad y pide limpiar su nombre. https://t.co/8Zy2Y02Nbm	  city noticiar denunciar presunto abusar autoridad   conductor taxi   acusar hurtar celular   esposar y golpear agente policía barrio veinte julio     hombre     incapacidad y pedir limpiar nombrar   	5	0
2011	1066136472896581632	2018-11-23 20:08:37	Citytv	#CityNoticias En los juzgados de Paloquemao se adelantan las audiencias a  87 de los 144 capturados en los operativos del barrio Santa Fe. Agente infiltrado fue  clave para la intervención de la zona https://t.co/SLOFoncCfC	  city noticiar juzgar paloquemao adelantar audiencia a           capturar operativo barrio santo fe   agente infiltrar   clavar intervención zona  	5	0
2701	1072704357202829312	2018-12-11 23:07:03	Citytv	#CityNoticias Gracias a denuncia del #ReporteroCiudadano autoridades desmantelaron red de microtráfico en el barrio Mirandela https://t.co/rWSu3mx5ll	  city noticiar gracia a denunciar   reportero ciudadano autoridad desmantelar red microtráfico barrio mirandela  	5	0
1198	1058169086432215041	2018-11-01 20:29:04	Citytv	#CityNoticias La familia de la pareja que falleció al ser atropellada por una ruta escolar la semana pasada, manifiestan que las autoridades no les han ayudado con el proceso y no han recibido ningún tipo de información del caso. https://t.co/Ss2E5JtOzs	  city noticiar familia parejo fallecer atropellar ruta escolar semana   manifestar autoridad ayudar procesar y recibir tipo información casar   	5	0
1209	1058207018190860288	2018-11-01 22:59:48	Citytv	#CityNoticias La familia de la pareja que falleció al ser atropellada por una ruta escolar la semana pasada, manifiestan que las autoridades no les han ayudado con el proceso y no han recibido ningún tipo de información del caso. https://t.co/g7bjQovQRl	  city noticiar familia parejo fallecer atropellar ruta escolar semana   manifestar autoridad ayudar procesar y recibir tipo información casar   	5	0
3006	1075958441468940288	2018-12-20 22:37:37	Citytv	#CityNoticias Mayor tolerancia en el fin de año recomiendan las autoridades. En esta época aumentan los comparendos por infracciones al Código de Policía https://t.co/5TcWj5yF32	  city noticiar tolerancia año recomendar autoridad   época aumentar comparendos infracción código policía  	5	0
1038	1057119914316779520	2018-10-29 23:00:02	Citytv	#CityNoticias Más de 1.500 comparendos se han impuesto este año a ciclistas por no portar los dispositivos luminosos requeridos. ⛔️🚲 ► #CityLeCuenta qué recomiendan las autoridades para evitar accidentes. https://t.co/j8FLEitTwY	  city noticiar        comparendos imponer año a ciclista portar dispositivo luminoso requerir          city recomendar autoridad evitar accidente   	5	0
332	1049831371429072896	2018-10-09 20:17:58	Citytv	#CityNoticias Nuevo intento de fuga en el centro de Ipsicol, donde se registró el vídeo de una paliza sobre jóvenes internos por parte de la Policía. El hecho se presenta justo uno hora después de la de visita de la directora del @ICBFColombia. Ya son 78 intentos de fuga. https://t.co/18CWmeDbQV	  city noticiar fugar centrar ipsicol   registrar vídeo paliza joven interno policía   presentar justar hora visitar director         intento fugar   	5	0
344	1049853991197257730	2018-10-09 21:47:51	Citytv	#CityNoticias Nuevo intento de fuga en el centro de Ipsicol, donde se registró el vídeo de una paliza sobre jóvenes internos por parte de la Policía. El hecho se presenta justo uno hora después de la de visita de la directora del @ICBFColombia. Ya son 78 intentos de fuga. https://t.co/dzTQcTuRfG	  city noticiar fugar centrar ipsicol   registrar vídeo paliza joven interno policía   presentar justar hora visitar director         intento fugar   	5	0
2960	1075603400983748609	2018-12-19 23:06:49	Citytv	#CityNoticias Obras dentro humedales y reservas de la ciudad continuarán, pese a decisión de un juez que suspendió el decreto que las permitía https://t.co/3IRbU3Uibh	  city noticiar obrar humedal y reservar ciudad continuar   pesar a decisión juez suspender decretar permitir  	5	0
1731	1063600977520013312	2018-11-16 20:13:28	Citytv	#CityNoticias Operador Ipsicol, encargado del funcionamiento de El Redentor, será sancionado luego de conocerse el caso de agresión de funcionarios a un grupo de jóvenes. https://t.co/gueWvyLlwC	  city noticiar operador ipsicol   encargar funcionamiento redentor   sancionar conocerse casar agresión funcionario a grupo joven   	5	0
401	1050217604600778752	2018-10-10 21:52:43	Citytv	#CityNoticias Persecución de película en el barrio Luis Carlos Galán. Mientras la Policía perseguía a un joven de 19 años con 18 libras de marihuana, cumpliendo el decreto presidencial contra las drogas, también frustraron un asalto a un transeúnte en la zona. https://t.co/48JrggWKwG	  city noticiar persecución película barrio luis carlos galán   policía perseguir a joven     año     librar marihuana   cumplir decretar presidencial drogar   frustrar asaltar a transeúnte zona   	5	0
393	1050197725705326593	2018-10-10 20:33:44	Citytv	#CityNoticias Persecución de película en el barrio Luis Carlos Galán. Mientras la Policía perseguía a un joven de 19 años con 18 libras de marihuana, cumpliendo el decreto presidencial contra las drogas, también frustraron un asalto a un transeúnte en la zona. https://t.co/XqPClnJkPf	  city noticiar persecución película barrio luis carlos galán   policía perseguir a joven     año     librar marihuana   cumplir decretar presidencial drogar   frustrar asaltar a transeúnte zona   	5	0
2776	1073434942502260736	2018-12-13 23:30:08	Citytv	#CityNoticias Policía incautó 5.675 botellas de diversas marcas de licores y 2.000 garrafas de alcohol industrial que eran utilizadas para producir bebidas adulteradas https://t.co/sKbpqaOviv	  city noticiar policía incautar        botella diverso marcar licor y        garrafa alcohol industrial utilizar producir bebida adulterar  	5	0
2010	1066136211813744646	2018-11-23 20:07:35	Citytv	#CityNoticias Recorrimos el sector de Santa Fe luego de los operativos de las autoridades y encontramos menores de edad ejerciendo la prostitución https://t.co/jLstdhugZO	  city noticiar recorrer sector santo fe operativo autoridad y encontrar menor edad ejercer prostitución  	5	0
2693	1072668049730351106	2018-12-11 20:42:46	Citytv	#CityNoticias Tras denuncias del #ReporteroCiudadano sobre microtráfico en el barrio Mirandela, autoridades le arrebataron el espacio a los jíbaros https://t.co/ygTjk8rsth	  city noticiar denunciar   reportero ciudadano microtráfico barrio mirandela   autoridad arrebatar espaciar a jíbaro  	5	0
1384	1060339301303705600	2018-11-07 20:12:44	Citytv	#CityNoticias Tras los violentos disturbios en San Victorino esta tarde, los locales comerciales cerraron sus puertas, mientras que los transeúntes intentaron refugiarse de los desmanes. Autoridades intentaron dispersar a los manifestantes con gases lacrimógenos. https://t.co/eaadFU0vPh	  city noticiar violento disturbio santo victorino   local comercial cerrar puerta   transeúnte intentar refugiarse desmán   autoridad intentar dispersar a manifestante gas lacrimógeno   	5	0
907	1055656397533265920	2018-10-25 22:04:32	Citytv	#CityNoticias Tres delincuentes quienes se hacían pasar por policías fueron detenidos en el centro de Bogotá. Todos tenían antecedentes judiciales. https://t.co/tYrzavHGLj	  city noticiar delincuente hacer pasar policía detenido centrar bogotá   tener antecedente judicial   	5	0
898	1055627782359863296	2018-10-25 20:10:50	Citytv	#CityNoticias Tres delincuentes quienes se hacían pasar por policías fueron detenidos en el centro de Bogotá. Todos tenían antecedentes judiciales. https://t.co/x50eIPk9WW	  city noticiar delincuente hacer pasar policía detenido centrar bogotá   tener antecedente judicial   	5	0
2765	1073386975967756288	2018-12-13 20:19:32	Citytv	#CityNoticias Tres policías heridos, siete personas conducidas por las autoridades, cuatro estaciones vandalizadas y bloqueo del Transmilenio en la Caracas y la Décima, es el balance de la décima movilización universitaria https://t.co/CaN36fWAWt	  city noticiar policía herir   personar conducir autoridad   estacionar vandalizadas y bloquear transmilenio caracas y 10   balance 10 movilización universitario  	5	0
2203	1068310297843298306	2018-11-29 20:06:37	Citytv	#CityNoticias Un hombre de 59 años fue quemado vivo dentro de su vivienda, en la parte alta de San Cristóbal. Al parecer el motivo fue por quitarle tres millones de pesos. Familiares piden a las autoridades que el caso de don José del Carmen Rodríguez no quede impune. https://t.co/VymPwATvce	  city noticiar hombre     año quemar vivir vivienda   alto santo cristóbal   parecer motivar quitarle millón peso   familiar pedir a autoridad casar don josé carmen rodríguez quedar impune   	5	0
2394	1070125647597629440	2018-12-04 20:20:11	Citytv	#CityNoticias ¡Indignante caso de maltrato animal! En el barrio La Aurora, un hombre roció aceite caliente sobre un perro. La mascota se está recuperando de quemaduras de tercer grado. Las autoridades buscan al agresor. https://t.co/pACiEuFbuV	  city noticiar   indignante casar maltratar animal   barrio aurora   hombre rociar aceitar calentar perro   mascota recuperar quemadura 3 gradar   autoridad buscar agresor   	5	0
818	1054939110064959494	2018-10-23 22:34:18	Citytv	#CityNoticias ¿Ha recibido mensajes por Whatsapp sobre el supuesto robo de niños en Bogotá? Consultamos con las autoridades y esto fue lo que nos dijeron🔽 https://t.co/Jdb4VaWr1e	  city noticiar   recibir mensaje whatsapp robar niño bogotá   consultar autoridad y   	5	0
2596	1071571390627745797	2018-12-08 20:05:03	Citytv	#CityNoticiasFDS A pesar de la presencia de autoridades, la venta de pólvora en San Victorino se realiza a plena luz del día	  city noticiasfds a presenciar autoridad   venta pólvora santo victorino realizar a pleno luz	5	0
3046	1076645606498729990	2018-12-22 20:08:10	Citytv	#CityNoticiasFDS Bebé de seis meses, que fue raptado ayer en el municipio de Soacha, fue rescatado en Huila. Las autoridades capturaron a la presunta responsable.	  city noticiasfds bebé mesar   raptar municipio soacha   rescatar huila   autoridad capturar a presunto responsable	5	0
3250	1079473707431743488	2018-12-30 15:26:02	Citytv	#CityNoticiasFDS Dos venezolanos fueron capturados en flagrancia, luego de robarle el celular a una mujer de 22 años en el sector de El Salitre. Los extranjeros quedaron a disposición de la Policía https://t.co/Qmc3hITO0a	  city noticiasfds venezolano capturar flagrancia   robarle celular a mujer     año sector salitre   extranjero quedar a disposición policía  	5	0
1544	1062149295174955008	2018-11-12 20:05:00	Citytv	#CityNoticiasFDS En Balacera terminó un procedimiento de la Policía en el barrio Santa Marta de Usme. Los enfrentamientos dejaron ocho personas heridas. Investigan si ocurrió un presunto abuso de autoridad.	  city noticiasfds balacera terminar procedimiento policía barrio santo marta usme   enfrentamiento dejar personar herir   investigar ocurrir presunto abusar autoridad	5	0
1540	1062029168479821824	2018-11-12 12:07:39	Citytv	#CityNoticiasFDS Hace pocos minutos la @FiscaliaCol anunció una recompensa por información que permita ubicar a las personas que lanzaron una bomba incendiaria contra un grupo de policías en las marcas del pasado jueves. [Noticia en desarrollo]	  city noticiasfds minuto    anunciar recompensar información permitir ubicar a personar lanzar bombo incendiario grupo policía marcar jueves    noticiar desarrollar	5	0
961	1056232538484731904	2018-10-27 12:13:55	Citytv	#CityNoticiasFDS La Policía informó que ya son 8 las personas identificadas, señaladas de participar en el linchamiento a un hombre en Ciudad Bolívar. Las autoridades también buscan a los responsables de la falsa cadena de WhatsApp que provocó la asonada. https://t.co/AUyPjjlJqP	  city noticiasfds policía    personar identificar   señalar participar linchamiento a hombre ciudad bolívar   autoridad buscar a responsable falso cadena whats app provocar asonar   	5	0
522	1051881686865248256	2018-10-15 12:05:11	Citytv	#CityNoticiasFDS Una mujer de 24 años murió luego de permanecer, por cinco horas, a las espera de atención médica en una sala de urgencias. Familiares de la víctima solicitaron la intervención de las autoridades.	  city noticiasfds mujer     año morir permanecer     a esperar atención médico salar urgencia   familiar víctima solicitar intervención autoridad	5	0
3260	1079791881624653827	2018-12-31 12:30:20	Citytv	#CityNoticiasFDS ► Autoridades tienen en su poder un video en el que se puede observar a dos personas que habrían asesinado a un joven de 16 años por robarle un celular en Ciudad Bolívar.	  city noticiasfds    autoridad video observar a personar haber asesinar a joven     año robarle celular ciudad bolívar	5	0
3099	1077975633295302658	2018-12-26 12:13:13	Citytv	#CityNoticiasMD   Nuevo caso de maltrato animal. Autoridades rescataron a un perro que era golpeado con un palo de escoba por su dueña en la localidad de Santa Fe https://t.co/2NuKpt6h7Z	  city noticiasmd    casar maltratar animal   autoridad rescatar a perro golpear palo escoba dueño localidad santo fe  	5	0
2892	1075113115174473729	2018-12-18 14:38:35	Citytv	#CityNoticiasMD  Aproximadamente 3 robos se han registrado en las últimas semanas en el barrio San Rafael, localidad de Puente Aranda. Los delincuentes están ingresando a las viviendas por los techos y los postes. Los habitantes piden más presencia de las autoridades. https://t.co/bEwTjE63R5	  city noticiasmd      robo registrar semana barrio santo rafael   localidad puente aranda   delincuente ingresar a vivienda techo y poste   habitante pedir presenciar autoridad   	5	0
2543	1071091130677293058	2018-12-07 12:16:40	Citytv	#CityNoticiasMD Al menos veinte personas del sector de Santa Rita, en Suba, se encuentran en dificultades luego de desalojo realizado por las autoridades, ya que ocupaban terrenos en la ronda del río Bogotá https://t.co/3QLgLEZ9mS	  city noticiasmd veinte personar sector santo rita   subir   encontrar dificultad desalojar autoridad   ocupar terreno rondar reír bogotá  	5	0
2188	1068189586826948619	2018-11-29 12:06:58	Citytv	#CityNoticiasMD Autoridades continúan atendiendo la emergencia en San Cristóbal, debido a la emergencia generada por las fuertes lluvias. Habitantes perdieron enseres, camas y otros elementos. https://t.co/pimlblqHiW	  city noticiasmd autoridad continuar atender emergencia santo cristóbal   a emergencia generar fuerte lluvia   habitante perder enserar   cama y elemento   	5	0
2235	1068554065108508673	2018-11-30 12:15:16	Citytv	#CityNoticiasMD Autoridades de El Dorado iniciaron adecuaciones luego de las filtraciones en sus instalaciones en el día de ayer https://t.co/kmGgnwdixl	  city noticiasmd autoridad dorar iniciar adecuación filtración instalación  	5	0
2835	1074714393001279489	2018-12-17 12:14:13	Citytv	#CityNoticiasMD Conductores de transporte de servicio informal bloquearon la Avenida de Las Américas, afectando la entrada y salida de los articulados. Los manifestantes piden a las autoridades que los dejen trabajar. https://t.co/UZnQsY7kv0	  city noticiasmd conductor transportar servicio informal bloquear avenir américas   afectar entrar y salir articular   manifestante pedir a autoridad dejar   	5	0
843	1055145888761479169	2018-10-24 12:15:58	Citytv	#CityNoticiasMD Después de una denuncia en nuestro sistema informativo sobre un accidente en el que un taxista atropelló a una menor de edad y huyó del sitio, las autoridades aseguran haber hallado en vehículo. El responsable tendría una pena de 2 a 4 años de prisión. https://t.co/ETvQ53c9PQ	  city noticiasmd denunciar sistema informativo accidentar taxista atropellar a menor edad y huir sitiar   autoridad asegurar hallar vehículo   responsable tener penar    a    año prisión   	5	0
2677	1072546151075860481	2018-12-11 12:38:24	Citytv	#CityNoticiasMD Distrito lleva a cabo un operativo contra el trabajo infantil. Unidades móviles buscan a niños en las calles. Los menores no deben trabajar ni estar solos. En caso de que se presente lo contrario, las autoridades activan la ruta de restablecimiento de derechos. https://t.co/oOG8VHNH2v	  city noticiasmd distrito a cabo operativo infantil   unidad móvil buscar a niño calle   menor   casar presentar contrario   autoridad activar ruta restablecimiento derecho   	5	0
429	1050434806197182464	2018-10-11 12:15:48	Citytv	#CityNoticiasMD El Distrito anunció que realizará más operativos, junto con las autoridades, para recuperar ciertos parqueaderos que están ocupados por ilegales. El secretario @MiguelUribeT asegura que se han identificado varios espacios que deben ser restituidos al Distrito. https://t.co/A2yl5945dd	  city noticiasmd distrito anunciar realizar operativo   autoridad   recuperar parqueaderos ocupar ilegal   secretario    asegurar identificar espacio restituir distrito   	5	0
1786	1064566061939507205	2018-11-19 12:08:22	Citytv	#CityNoticiasMD Esmad permanece a las afueras del campamento humanitario, creado por las autoridades para auxiliar a la población venezolana, luego de una serie de desmanes que dejaron dos personas lesionadas. Con piedras y palos, algunos migrantes agredieron a la Policía. https://t.co/9BNCI0MaPz	  city noticiasmd esmad permanecer a aforar campamento humanitario   crear autoridad auxiliar a población venezolano   seriar desmán dejar personar lesionar   piedra y palo   migrante agredir a policía   	5	0
2542	1071090587099717633	2018-12-07 12:14:30	Citytv	#CityNoticiasMD Familiares de  Jeimmy Paola Garzón piden justicia por caso de feminicidio que no ha avanzado ante las autoridades https://t.co/seOWPj0vBS	  city noticiasmd familiar   jeimmy paola garzón pedir justicia casar feminicidio avanzar autoridad  	5	0
883	1055510651941076992	2018-10-25 12:25:24	Citytv	#CityNoticiasMD La comunidad del barrio El Consuelo denuncia que un vecino se ha convertido en un acumulador de basura y representa inseguridad en la zona. Piden intervención urgente de las autoridades. https://t.co/7k9wXJS4Gj	  city noticiasmd comunidad barrio consolar denunciar vecino convertir acumulador basura y representar inseguridad zona   pedir intervención urgente autoridad   	5	0
889	1055568385633857539	2018-10-25 16:14:49	Citytv	#CityNoticiasMD La comunidad del barrio El Consuelo denuncia que un vecino se ha convertido en un acumulador de basura y representa inseguridad en la zona. Piden intervención urgente de las autoridades. https://t.co/EcmvDntLky	  city noticiasmd comunidad barrio consolar denunciar vecino convertir acumulador basura y representar inseguridad zona   pedir intervención urgente autoridad   	5	0
2620	1072179860225867776	2018-12-10 12:22:53	Citytv	#CityNoticiasMD Operación de las autoridades permitió la captura de 41 personas por delitos en contra de la integridad de niños, niñas y adolescentes. Pese a que los detenidos no aceptaron cargos, el juez de garantías los envió a prisión. https://t.co/ZxqzdGl6nw	  city noticiasmd operación autoridad permitir capturar     personar delito integridad niño   niño y adolescente   pesar a detenido aceptar cargo   juez garantir enviar a prisión   	5	0
2667	1072538340430352385	2018-12-11 12:07:21	Citytv	#CityNoticiasMD Operativo de las autoridades permitió la captura de una banda dedicada al hurto de supermercados. Delincuentes ya habían sido capturados en varias ocasiones. Incluso uno de los detenidos tenía más de 20 reincidencias. https://t.co/yTZnR3ZcPC	  city noticiasmd operativo autoridad permitir capturar banda dedicar hurtar supermercado   delincuente capturar ocasionar   detenido     reincidencia   	5	0
2747	1073270785861656577	2018-12-13 12:37:50	Citytv	#CityNoticiasMD Policía lanza plan de seguridad en terminales de transporte. Estas son algunas recomendaciones de las autoridades:► Comprar el tiquete en taquillas autorizadas.► NO descuidar objetos personales. https://t.co/sfvlCzu9fx	  city noticiasmd policía lanzar plan seguridad terminal transportar   recomendación autoridad    comprar tiquete taquilla autorizar    descuidar objeto personal   	5	0
2233	1068553147524755457	2018-11-30 12:11:37	Citytv	#CityNoticiasMD Recomendaciones de las autoridades para evitar robos en locales comerciales, conocidos como robos ‘hormiga’ https://t.co/aYoEpUNtjM	  city noticiasmd recomendación autoridad evitar robo local comercial   conocido robo   hormiga   	5	0
1994	1066015750085840896	2018-11-23 12:08:55	Citytv	#CityNoticiasMD Se desarrolla la fase 3 de la operación 'Penumbra'. Continúan los operativos en el barrio Santa Fe. Encontraron a 12 niños que tenían escondidos en canecas. Los menores pertenecían a una fundación. https://t.co/eL2FwCyBD8	  city noticiasmd desarrollar fase    operación   penumbra    continuar operativo barrio santo fe   encontrar a     niño tener esconder caneca   menor pertenecer a fundación   	5	0
1470	1060943071368658944	2018-11-09 12:11:54	Citytv	#CityNoticiasMD Se entregó propietario del vehículo rojo que embistió a manifestantes en el norte de Bogotá. Voluntariamente se pusieron en contacto con las autoridades. https://t.co/GYmn9vPfXn	  city noticiasmd entregar propietario vehículo rojo embestir a manifestante norte bogotá   voluntariamente poner contactar autoridad   	5	0
3026	1076193641746649090	2018-12-21 14:12:13	Citytv	#CityNoticiasMD ►  Hasta 20 millones de recompensa ofrecen las autoridades a quien de información que lleve al paradero del menor de 6 meses raptado en horas de la noche en Soacha. https://t.co/0R9EsTrArs	  city noticiasmd         millón recompensar ofrecer autoridad a información llevar paradero menor    mesar raptar noche soacha   	5	0
3017	1076162052757094400	2018-12-21 12:06:42	Citytv	#CityNoticiasMD ►  Hasta 20 millones de recompensa ofrecen las autoridades a quien de información que lleve al paradero del menor de 6 meses raptado en horas de la noche en Soacha. https://t.co/FzqktBm4K2	  city noticiasmd         millón recompensar ofrecer autoridad a información llevar paradero menor    mesar raptar noche soacha   	5	0
