	id_tweet	created_at	user_name	text	clean	subsubcluster
9403	1079911053708984320	2018-12-31 20:23:53	BogotaTransito	📊Estás han sido las velocidades promedio en las entradas y salidas de Bogotá durante el #PlanÉxodo. 🚗🚌🏍Conduce con precaución, respeta las señales de tránsito y los límites de velocidad. https://t.co/cvtqfFwv4z	  estar velocidad promediar entrar y salir bogotá   planéxodo      conducir precaución   respetar señalar tránsito y límite velocidad   	-1
192	1047307376846626817	2018-10-02 21:08:31	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Kennedy aseguran el área y prestan atención prehospitalaria a una persona que resultó lesionad…	    bombero estación   kennedy asegurar área y prestar atención prehospitalaria a personar resultar lesionar	-1
596	1048256133440438274	2018-10-05 11:58:32	BogotaTransito	RT @BomberosBogota: AVANCE ⚠️ 40 Bomberos, 6 máquinas contra incendio, 2 carros tanque  y 4 camionetas livianas para operaciones son los re…	    avanzar        bombero     máquina incendiar     carro tanque   y    camioneta liviano operación re	-1
864	1049388047572377601	2018-10-08 14:56:21	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Suba aseguran el área y realizan el corte y tronzado de un árbol que cayó sobre la vía pública…	    bombero estación   subir asegurar área y realizar cortar y tronzar árbol caer vía público	-1
964	1049639411384836096	2018-10-09 07:35:11	BogotaTransito	RT @SectorMovilidad: 📢 No olvides que a partir de hoy y por un término de tres meses se procederá al cierre por carriles no simultáneos de…	      olvidar a y término mesar proceder cerrar carril simultáneo	-1
1206	1050140061600231426	2018-10-10 16:44:36	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Central aseguran el área y realizan el corte y tronzado de unas ramas que cayeron sobre la vía…	    bombero estación   central asegurar área y realizar cortar y tronzar rama caer vía	-1
1304	1050396443020877824	2018-10-11 09:43:22	BogotaTransito	RT @IDIGER: 👉Conoce el pronóstico del tiempo en #Bogotá para hoy 11 de octubre @IDEAMColombia 🌦 https://t.co/ycLmrSmvve	     conocer pronóstico   bogotá     octubre      	-1
1347	1050512431301226501	2018-10-11 17:24:15	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Ferias aseguran el área y realizan el corte y tronzado de un árbol que cayó sobre un tendido e…	    bombero estación   feriar asegurar área y realizar cortar y tronzar árbol caer tender e	-1
1614	1051217025861918726	2018-10-13 16:04:04	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Caobos aseguran el área y realizan el corte y tronzado de un árbol que cayó sobre la vía públi…	    bombero estación   caobo asegurar área y realizar cortar y tronzar árbol caer vía públi	-1
1727	1052205999531089920	2018-10-16 09:33:53	BogotaTransito	RT @Bocarejo_JP: Excelentes noticias para todos los bogotanos! Ayer completamos 100 días en 2018 en los que hemos tenido CERO víctimas fata…	   jp   excelente noticiar bogotano   completar            cero víctima fata	-1
1847	1052555721659830273	2018-10-17 08:43:34	BogotaTransito	RT @SectorMovilidad: 📢#Atención: a partir del 17 de noviembre se restringe la circulación de vehículos 🚛 de dos o más ejes cuya capacidad d…	      atención   a     noviembre restringir circulación vehículo    o eje cuyo capacidad d	-1
1860	1052582788120145921	2018-10-17 10:31:07	BogotaTransito	📢#AEstaHora realizamos verificación por cámaras y no se registran bloqueos ni movilizaciones en los corredores que suelen afectarse por estos eventos.Mantente al tanto de cualquier novedad con nosotros. https://t.co/2hS4psCxA7	   a hora realizar verificación cámara y registrar bloqueo movilización corredor soler afectarse evento mantente novedad   	-1
2034	1053061629091418113	2018-10-18 18:13:51	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Chapinero aseguran el área y prestan atención prehospitalaria a una persona que resultó lesion…	    bombero estación   chapinero asegurar área y prestar atención prehospitalaria a personar resultar lesion	-1
2129	1053319870530621440	2018-10-19 11:20:01	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Kennedy aseguran el área y prestan atención prehospitalaria a dos personas que resultaron lesi…	    bombero estación   kennedy asegurar área y prestar atención prehospitalaria a personar resultar lesi	-1
2297	1054086797393907712	2018-10-21 14:07:31	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Kennedy aseguran el área y prestan atención prehospitalaria a una persona que resultó lesionad…	    bombero estación   kennedy asegurar área y prestar atención prehospitalaria a personar resultar lesionar	-1
2300	1054111879805759490	2018-10-21 15:47:11	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Marichuela aseguran el área y controlan el incendio de un vehículo particular, en la Avenida C…	    bombero estación   marichuela asegurar área y controlar incendiar vehículo particular   avenir c	-1
2655	1055215167766740993	2018-10-24 16:51:15	BogotaTransito	RT @SectorMovilidad: Conoce los datos más relevantes de la intervención del secretario de Movilidad, @Bocarejo_JP, durante su intervención…	    conocer dato relevante intervención secretario movilidad     jp   intervención	-1
2896	1055889997801361408	2018-10-26 13:32:47	BogotaTransito	RT @IDIGER: En #TemporadaDeLluvias 👉consulta el Sistema de Alerta de #Bogotá e infórmate acerca de las lluvias en tiempo real. Ingresa a ht…	      temporada lluvia   consultar sistema alertar   bogotá e infórmate acercar lluvia real   ingresar a ht	-1
3480	1057992130591932416	2018-11-01 08:45:55	BogotaTransito	RT @IDIGER: #FelizJueves Conoce el pronóstico del tiempo en #Bogotá para hoy 01 de noviembre @IDEAMColombia 🌦️ https://t.co/dAbaDM72zg http…	     feliz jueves conocer pronóstico   bogotá     noviembre         http	-1
3635	1058428920066916353	2018-11-02 13:41:33	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Caobos aseguran el área y prestan atención prehospitalaria a una persona que resultó lesionada…	    bombero estación   caobo asegurar área y prestar atención prehospitalaria a personar resultar lesionar	-1
4214	1060580388261761025	2018-11-08 12:10:43	BogotaTransito	@PPGSM @TransitoPolicia @SectorMovilidad @TransitoBta Buenas tardes, Unidad de 👮 @TransitoBta asignada.	         tarde   unidad      asignar	-1
4264	1060681222517612544	2018-11-08 18:51:24	BogotaTransito	RT @Bogota: Actos vandálicos de últimos días en Bogotá son matonería cobarde que no vamos a tolerar: alcalde @EnriquePenalosa. https://t.co…	    acto vandálico bogotá matonería cobarde a tolerar   alcalde     	-1
4318	1060860501851201536	2018-11-09 06:43:48	BogotaTransito	RT @IDIGER: 👉 Conoce el pronóstico del tiempo para esta noche y madrugada en #Bogotá @IDEAMColombia 🌙https://t.co/dAbaDM72zg https://t.co/L…	      conocer pronóstico noche y madrugar   bogotá       	-1
4383	1061009813319102464	2018-11-09 16:37:06	BogotaTransito	RT @SectorMovilidad: ¿Qué es el carril escolar de la Autonorte y por qué es necesario?Esta iniciativa hacer parte del programa Ciempiés N…	     carril escolar autonorte y necesario iniciativo programar ciempiés n	-1
4570	1061975497561817088	2018-11-12 08:34:23	BogotaTransito	Madrúgale al #PlanRetorno y aprovecha la buena fluidez que tenemos en los diferentes corredores de entrada a Bogotá. Feliz regreso a casa. https://t.co/ck1vcRnwdU	madrúgale   plan retornar y aprovechar fluidez corredor entrar a bogotá   feliz regresar a casar   	-1
4611	1062124389989257216	2018-11-12 18:26:02	BogotaTransito	Si aún no has iniciado tu #PlanRetorno, te contamos el estado de las vías entrando a Bogotá. Conduce con precaución. https://t.co/fpkMFYaf3F	haber iniciar   plan retornar   contar vía entrar a bogotá   conducir precaución   	-1
4643	1062325623052533762	2018-11-13 07:45:40	BogotaTransito	RT @SectorMovilidad: 📢#Atención: debido a traslado de venezolanos a campamento del migrante en la localidad de @Engativalcaldia, tramo de l…	      atención   a trasladar venezolano a campamento migrante localidad     tramar litro	-1
4919	1063039398667804672	2018-11-15 07:01:57	BogotaTransito	RT @SectorMovilidad: 📢#Atención: de acuerdo a información suministrada a @GobiernoBTA, este sería 👇🏻 el desplazamiento de los estudiantes d…	      atención   a información suministrar a         desplazamiento estudiante d	-1
4979	1063126088400936961	2018-11-15 12:46:26	BogotaTransito	📢#Atención: Por manifestaciones en el centro de la ciudad, @TransMilenio cierra las estaciones Jiménez, Museo del Oro y Las Aguas.	   atención   manifestación centrar ciudad     cerrar estacionar jiménez   museo orar y aguar	-1
5018	1063185992516026368	2018-11-15 16:44:28	BogotaTransito	#AEstaHora Grupo operativo en vía de la Secretaría de Movilidad trabaja para recuperar el carril exclusivo de @TransMilenio en la Autonorte. https://t.co/2g9GvE0uXe	  a hora grupo operativo vía secretar movilidad recuperar carril exclusivo    autonorte   	-1
5132	1063466927425839104	2018-11-16 11:20:48	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Chapinero aseguran el área y prestan atención prehospitalaria a tres personas que resultaron l…	    bombero estación   chapinero asegurar área y prestar atención prehospitalaria a personar resultar litro	-1
5140	1063484814437859328	2018-11-16 12:31:53	BogotaTransito	RT @SectorMovilidad: 📽 La Av. de Las Americas concentra el 4 % de las muertes de tránsito que se registran en la ciudad. Hoy hace parte de…	      av   americas concentrar      muerte tránsito registrar ciudad  	-1
5401	1064648283157610496	2018-11-19 17:35:05	BogotaTransito	RT @BomberosBogota: Bomberos de la estación #Restrepo aseguran el área y prestan atención prehospitalaria a una persona que resultó lesiona…	    bombero estación   restrepo asegurar área y prestar atención prehospitalaria a personar resultar lesionar	-1
5612	1065247655029366784	2018-11-21 09:16:46	BogotaTransito	RT @SectorMovilidad: Luego de permanecer bloqueada, autoridades habilitan la Av. NQS por completo y el paso se normaliza. Fuerza disponib…	    permanecer bloquear   autoridad habilitar av   nqs completar y pasar normalizar   forzar disponib	-1
5732	1065616440492007424	2018-11-22 09:42:12	BogotaTransito	RT @SectorMovilidad: Hoy, nuestros niños 👧🏻👦🏻 de @alcolegioenbici despedirán 👋 el año escolar con una gran fiesta en el @MovistarArenaCo. D…	      niño          despedir    año escolar fiesta     d	-1
5759	1065674811257618432	2018-11-22 13:34:08	BogotaTransito	RT @Bocarejo_JP: Cerca de 1000 niños de @alcolegioenbici vinieron de todas las localidades a celebrar el fin de año en el Movistar Arena! L…	   jp         niño    venir localidad a celebrar año movistar arenar   litro	-1
5760	1065675517809098753	2018-11-22 13:36:57	BogotaTransito	RT @IDIGER: #PasaLaVoz Consulta las lluvias de #Bogotá en tiempo real. Ingresa a  https://t.co/gaMxnMOnDw TemporadaDeLluvias 🌧 https://t.co…	     paso voz consultar lluvia   bogotá real   ingresar a     temporada lluvia    	-1
6029	1066843261657063424	2018-11-25 18:57:09	BogotaTransito	RT @SectorMovilidad: 📽 La Av. de Las Americas concentra el 4 % de las muertes de tránsito que se registran en la ciudad. Hoy hace parte de…	      av   americas concentrar      muerte tránsito registrar ciudad  	-1
6097	1067173798028472324	2018-11-26 16:50:35	BogotaTransito	@MONYKV7 Muchas gracias Monica por tu reporte, ya verificaremos que está ocurriendo en la zona.	   gracia monica reportar   verificar ocurrir zona	-1
6310	1067752525472894976	2018-11-28 07:10:14	BogotaTransito	RT @SectorMovilidad: 📢#Atención a los recorridos 👇🏻 que tendrán las movilizaciones de hoy en Bogotá, de acuerdo a información suministrada…	      atención a recorrido     movilización bogotá   a información suministrar	-1
6346	1067803903645941764	2018-11-28 10:34:24	BogotaTransito	RT @TransMilenio: #TMahora (10:32 a.m.) Se habilita el paso por la Calle 13 a la altura de la estación Ricaurte que había sido bloqueado po…	     t mahora         a metro    habilitar pasar callar     a altura estación ricaurte bloquear po	-1
6405	1067881399280119808	2018-11-28 15:42:20	BogotaTransito	Troncal Américas de @TransMilenio opera normalmente.	troncal américas    operar normalmente	-1
6412	1067884885334007810	2018-11-28 15:56:11	BogotaTransito	RT @IDIGER: 👉Entre la 1:00 p.m. y las 2:20 p.m., se registró el ingreso de humedad a #Bogotá, ocasionando lluvias en gran parte de la ciuda…	           página metro   y       página metro    registrar ingresar humedad a   bogotá   ocasionar lluvia ciuda	-1
7234	1070678027565260807	2018-12-06 08:55:08	BogotaTransito	📢#Atención: se confirman recorridos de las marchas estudiantiles convocadas por @UNColombia, @comunidadUPN y @fecode. https://t.co/zHjbMAtkHe	   atención   confirmar recorrido marchar estudiantil convocar       y     	-1
7277	1070769619831525377	2018-12-06 14:59:05	BogotaTransito	RT @TransMilenio: (#TMahora): Por manifestaciones ajenas a la operación se dejan de atender las siguientes estaciones: 📍Troncal CRA Décim…	      t mahora    manifestación ajeno a operación dejar atender siguiente estacionar    troncal cra décim	-1
7584	1072114666380378112	2018-12-10 08:03:50	BogotaTransito	RT @SectorMovilidad: 📢#Atención: a partir de hoy entra a funcionar el carril preferencial de la Av. Boyacá, entre las calles 80 y 134, ambo…	      atención   a entrar a funcionar carril preferencial av   boyacá   calle     y       ambo	-1
7627	1072225142183550977	2018-12-10 15:22:49	BogotaTransito	RT @idipronbogota: Navidad es una celebración alrededor de la vida y en Bogotá nuestro compromiso es que los visitantes y turistas conozcan…	    navidad celebración vida y bogotá compromiso visitante y turista conocer	-1
8692	1075808345074868224	2018-12-20 12:41:11	BogotaTransito	RT @Bocarejo_JP: El #taxiinteligente está ya transformando la calidad del servicio de taxi en @Bogota . Taxis más seguros! https://t.co/d9K…	   jp     taxiinteligente transformar calidad servicio taxi      taxi seguro   	-1
8900	1076524818701471744	2018-12-22 12:08:12	BogotaTransito	📊 Mejoran las condiciones de velocidad en algunos corredores durante este #PlanÉxodo saliendo de Bogotá.Recuerda revisar el estado mecánico de tu vehículo y llevar los elementos de carretera correctos. https://t.co/VNaU9tAMqP	   mejorar condicionar velocidad corredor   planéxodo salir bogotá recordar revisar mecánico vehículo y elemento carretero correcto   	-1
8981	1077210748357611520	2018-12-24 09:33:50	BogotaTransito	👉 Si vas a salir a viajar hoy para pasar Navidad con los tuyos, este es el estado del tráfico en los principales corredores de salida de la ciudad.#PlanÉxodo https://t.co/wWgl5j0lvV	   ir a salir a viajar pasar navidad   tráfico principal corredor salir ciudad   planéxodo  	-1
8985	1077241666107523073	2018-12-24 11:36:42	BogotaTransito	Conoce el estado del tráfico en los principales corredores de salida de la ciudad.#PlanÉxodo https://t.co/iJOMkVcOpe	conocer tráfico principal corredor salir ciudad   planéxodo  	-1
9070	1078023384066416640	2018-12-26 15:22:58	BogotaTransito	RT @SectorMovilidad: 📣#Atención [Comunicado]:📄 Entre el 26 de diciembre y el 4 de enero no habrá pico y placa para vehículos particulares…	      atención   comunicar         diciembre y    enero picar y placa vehículo particular	-1
4914	1063035118489604096	2018-11-15 06:44:57	BogotaTransito	RT @SectorMovilidad: 📢#Atención: recuerda que a partir de las 10 AM de hoy se tienen planeadas movilizaciones desde diferentes puntos de la…	      atención   recordar a     am planear movilización punto	-1
6309	1067749946118627328	2018-11-28 06:59:59	BogotaTransito	RT @SectorMovilidad: 📢#Atentos:📄 Distrito invita a los manifestantes a tener un buen comportamiento durante jornada de marchasToda la i…	      atento    distrito invitar a manifestante a comportamiento jornada marchar i	-1
3363	1057650136824856576	2018-10-31 10:06:57	BogotaTransito	RT @SectorMovilidad: 👻 No te dejes engañar este 31 de octubre. Con el fin de evitar inconvenientes, @elpoderdelcono y las diferentes campañ…	      deje engañar     octubre   evitar inconveniente     y campañ	-1
5294	1064220567924989952	2018-11-18 13:15:30	CIVICOSBOG	La Asociación De Profesionales Cívicos Voluntarios se une hoy 18 de noviembre al Día Mundial En Recuerdo De Las Víctimas De Accidentes De Tráfico.Como parte de nuestro trabajo y… https://t.co/CZSK1BAIbq	asociación profesional cívico voluntario unir     noviembre mundial recordar víctima accidente tráfico y   	-1
8096	1073668555613196288	2018-12-14 14:58:26	CIVICOSBOG	Esta mañana La Asociación De Profesionales Cívicos Voluntarios; gracias a la invitación de NOTIRED-RED DE APOYO participo activamente en el Simulacro De Emergencias Operativas con el… https://t.co/COYEXnux6Q	mañana asociación profesional cívico voluntario   gracia a invitación notired red apoyar participar activamente simulacro emergencia operativo   	-1
837	1049314577152917504	2018-10-08 10:04:25	CIVICOSBOG	¿Que es TIM? Por sus siglas en ingles “Traffic Incident Management” Manejo de incidentes de transito: Es el proceso de coordinación de recursos, respuesta al incidente y apertura de  la… https://t.co/mDg8b9JqBX	  tim   sigla ingle   traffic incident management   manejar incidente transitar   procesar coordinación recurso   respuesta incidente y apertura     	-1
838	1049314677363228675	2018-10-08 10:04:49	CIVICOSBOG	¿Quieres ser un cívico? Ingresa ya a https://t.co/HKgV7tnF1e y haz clic en➡️ ¿cómo Vincularse? para obtener información detallada sobre el proceso! @ Bogotá, Colombia https://t.co/ZYAyCdI6pm	  querer cívico   ingresar a    y hacer clic     vincularse   obtener información detallar procesar     bogotá   colombia  	-1
